flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
718390296,3244993,,,,,LAX,,,
718390339,9015512,B16709,B77W,EVA005,BR5,LAX,TPE,TPE,
718390295,3246980,,,,,LAX,,,
718390297,3246548,,,,,LAX,,,
718390490,10731197,N340QS,E55P,EJA340,1I340,OMA,LAX,LAX,
718390434,10508801,N12114,B752,UAL285,UA285,DEN,LAX,LAX,
718390510,3247658,,,,,LAX,,,
718390511,11225152,N826MH,B764,DAL345,DL345,LAX,,,
718390644,3245714,,,,,LAX,,,
718390660,3244644,,,,,LAX,,,
718390663,3245995,,,,,LAX,,,
718390650,3245149,,,,,LAX,,,
718390651,3246180,,,,,LAX,,,
718390662,3244690,,,,,LAX,,,
718390665,3247090,,,,,LAX,,,
718390655,3248125,,,,,LAX,,,
718390664,3246827,,,,,LAX,,,
718390812,3247934,,,,,LAX,,,
718390816,3246766,,,,,LAX,,,
718390825,3244659,,,,,LAX,,,
718390821,11195296,N797SK,CRJ7,SKW4652,UA4652,LAX,ASE,ASE,
718390796,3247873,,,,,LAX,,,
718390797,3245806,,,,,LAX,,,
718390806,3245113,,,,,LAX,,,
718390914,11231868,N8322X,B738,SWA1056,WN1056,OGG,LAX,LAX,
718390874,10489179,N102NN,A321,AAL274,AA274,LAX,JFK,JFK,
718390870,3245306,,,,,LAX,,,
718390901,3247777,,,,,LAX,,,
718390835,3247432,,,,,LAX,,,
718390834,3247211,,,,,LAX,,,
718390856,3245247,,,,,LAX,,,
718390877,3244240,,,,,LAX,,,
718390839,3245554,,,,,LAX,,,
718390968,3244513,,,,,LAX,,,
718390957,3247487,,,,,LAX,,,
718390986,3247519,,,,,LAX,,,
718390980,3245991,,,,,LAX,,,
718390931,3245263,,,,,LAX,,,
718390933,3246693,,,,,LAX,,,
718391090,3244334,,,,,LAX,,,
718391113,3244418,,,,,LAX,,,
718391058,3247214,,,,,LAX,,,
718391117,3247748,,,,,LAX,,,
718391125,3246955,,,,,LAX,,,
718391121,3246221,,,,,LAX,,,
718391105,3247691,,,,,LAX,,,
718391074,3244351,,,,,LAX,,,
718391248,10987981,N593NW,B753,DAL321,DL321,LAX,ATL,ATL,
718391140,3244305,,,,,LAX,,,
718391223,10734722,N344DN,A321,DAL1008,DL1008,SLC,LAX,LAX,
718391156,3247054,,,,,LAX,,,
718391148,3244315,,,,,LAX,,,
718391212,3245130,,,,,LAX,,,
718391141,3246359,,,,,LAX,,,
718391350,3244603,,,,,LAX,,,
718391349,3246578,,,,,LAX,,,
718391351,3244480,,,,,LAX,,,
718391353,3244708,,,,,LAX,,,
718391343,3245520,,,,,LAX,,,
718391344,3247283,,,,,LAX,,,
718391282,11023876,N628XB,,,,LAX,,,
718391352,3244041,,,,,LAX,,,
718391537,3244061,,,,,LAX,,,
718391519,3247091,,,,,LAX,,,
718391513,3244657,,,,,LAX,,,
718391547,3245596,,,,,LAX,,,
718391546,3244780,,,,,LAX,,,
718391507,3244465,,,,,LAX,,,
718391520,3245141,,,,,LAX,,,
718391526,3246368,,,,,LAX,,,
718391541,3245766,,,,,LAX,,,
718391525,3248122,,,,,LAX,,,
718391508,3244537,,,,,LAX,,,
718391591,3244116,,,,,LAX,,,
718391623,10693662,N303SY,E75L,SKW3522,DL3522,PHX,LAX,LAX,
718391582,3247004,,,,,LAX,,,
718391594,3247771,,,,,LAX,,,
718391612,3246112,,,,,LAX,,,
718391731,3245845,,,,,LAX,,,
718391787,3247545,,,,,LAX,,,
718391730,3245191,,,,,LAX,,,
718391739,10868296,N47517,B39M,UAL1863,UA1863,LAS,LAX,LAX,
718391716,3245436,,,,,LAX,,,
718391723,3245207,,,,,LAX,,,
718391710,3244627,,,,,LAX,,,
718391786,3247114,,,,,LAX,,,
718391709,3247288,,,,,LAX,,,
718391732,3248069,,,,,LAX,,,
718391755,3247661,,,,,LAX,,,
718391868,3245239,,,,,LAX,,,
718391854,3244605,,,,,LAX,,,
718391805,11024827,N629XB,,,,LAX,,,
718391861,3246402,,,,,LAX,,,
718391924,3247889,,,,,LAX,,,
718391972,10549052,N161UW,A321,AAL2354,AA2354,LAX,DFW,DFW,
718391942,3246275,,,,,LAX,,,
718391931,3247359,,,,,LAX,,,
718392077,3246863,,,,,LAX,,,
718392012,3244561,,,,,LAX,,,
718392018,3246250,,,,,LAX,,,
718392025,3247121,,,,,LAX,,,
718392075,3247805,,,,,LAX,,,
718392024,3247523,,,,,LAX,,,
718392051,3244341,,,,,LAX,,,
718392090,3246419,,,,,LAX,,,
718392158,3245870,,,,,LAX,,,
718392181,10658702,N26952,B789,UAL32,UA32,LAX,NRT,NRT,
718392130,3246717,,,,,LAX,,,
718392144,3247638,,,,,LAX,,,
718392143,3246141,,,,,LAX,,,
718392127,3244082,,,,,LAX,,,
718392257,3244623,,,,,LAX,,,
718392246,10559321,N17104,B752,UAL1224,UA1224,LAX,HNL,HNL,
718392308,3244517,,,,,LAX,,,
718392355,3244289,,,,,LAX,,,
718392411,3244142,,,,,LAX,,,
718392399,11106931,N71HR,G280,N71HR,,LAX,TPA,TPA,
718392412,3244210,,,,,LAX,,,
718392350,11245179,N846DN,B739,DAL1098,DL1098,LAX,MCO,MCO,
718392405,7455617,HL8381,A359,AAR2037,OZ2037,LAX,ICN,ICN,
718392475,3245446,,,,,LAX,,,
718392487,3244149,,,,,LAX,,,
718392474,3245163,,,,,LAX,,,
718392432,3245590,,,,,LAX,,,
718392438,3245579,,,,,LAX,,,
718392532,3247550,,,,,LAX,,,
718392615,3245251,,,,,LAX,,,
718392538,3244276,,,,,LAX,,,
718392533,3244477,,,,,LAX,,,
718392614,3244854,,,,,LAX,,,
718392687,3244167,,,,,LAX,,,
718392686,3247117,,,,,LAX,,,
718392834,3247708,,,,,LAX,,,
718392771,3246602,,,,,LAX,,,
718392772,3247357,,,,,LAX,,,
718392770,3244988,,,,,LAX,,,
718392807,3245073,,,,,LAX,,,
718392818,3245975,,,,,LAX,,,
718392798,3247133,,,,,LAX,,,
718392793,3245185,,,,,LAX,,,
718392922,10685390,N296AK,B739,ASA258,AS258,LAX,LTO,LTO,
718392895,10833859,N441QS,E55P,N320GV,,HSH,LAX,LAX,
718392983,10664841,N27509,B39M,UAL1013,UA1013,LAX,DEN,DEN,
718393143,3245260,,,,,LAX,,,
718393254,10989887,N595P,F2TH,N595P,,LAX,TYS,TYS,
718393413,11361739,N960SW,CRJ2,SKW5793,UA5793,SAN,LAX,LAX,
718393586,3246644,,,,,LAX,,,
718393585,3244273,,,,,LAX,,,
718393772,10829100,N437AN,A21N,AAL2851,AA2851,LAX,TPA,TPA,
718393819,3245120,,,,,LAX,,,
718393825,3246233,,,,,LAX,,,
718393821,3246488,,,,,LAX,,,
718393827,3246931,,,,,LAX,,,
718393824,3244952,,,,,LAX,,,
718393836,3247989,,,,,LAX,,,
718393826,3247344,,,,,LAX,,,
718393886,10520536,N133RL,F2TH,N133RL,,LAX,CLT,CLT,
718393820,3245302,,,,,LAX,,,
718394013,11125073,N728AN,B77W,AAL2286,AA2286,LAX,MIA,MIA,
718393937,10900888,N507SY,E75L,SKW6268,AA6268,ELP,LAX,LAX,
718394019,3246304,,,,,LAX,,,
718394026,3247813,,,,,LAX,,,
718394020,3245817,,,,,LAX,,,
718394097,11252013,N8520Q,B738,SWA2115,WN2115,SFO,LAX,LAX,
718394032,7453188,HL7204,B77W,KAL018,KE18,LAX,ICN,ICN,
718394036,10653155,N264AK,B739,ASA1371,AS1371,LAX,PDX,PDX,
718394189,3247368,,,,,LAX,,,
718394197,10668434,N279SY,E75L,SKW3654,DL3654,LAX,SFO,SFO,
718394193,3244131,,,,,LAX,,,
718394305,11119367,N722AN,B77W,AAL1536,AA1536,MIA,LAX,LAX,
718394443,3247048,,,,,LAX,,,
718394361,3246239,,,,,LAX,,,
718394360,3245036,,,,,LAX,,,
718394359,3247197,,,,,LAX,,,
718394401,3245364,,,,,LAX,,,
718394437,3245626,,,,,LAX,,,
718394393,3247832,,,,,LAX,,,
718394354,3246868,,,,,LAX,,,
718394388,3247689,,,,,LAX,,,
718394384,3246347,,,,,LAX,,,
718394355,3246837,,,,,LAX,,,
718394370,10813741,N421UW,A21N,AAL2459,AA2459,DFW,LAX,LAX,
718394491,3245695,,,,,LAX,,,
718394515,3244892,,,,,LAX,,,
718394510,3247178,,,,,LAX,,,
718394554,11141899,N744SW,B737,SWA1312,WN1312,LAX,SMF,SMF,
718394504,3246211,,,,,LAX,,,
718394466,10973036,N57868,B753,UAL2362,UA2362,LAX,ORD,ORD,
718394541,3246543,,,,,LAX,,,
718394463,3247533,,,,,LAX,,,
718394555,3244855,,,,,LAX,,,
718394684,3247743,,,,,LAX,,,
718394673,3246444,,,,,LAX,,,
718394676,3247656,,,,,LAX,,,
718394682,3247431,,,,,LAX,,,
718394732,3244775,,,,,LAX,,,
718394674,3248074,,,,,LAX,,,
718394705,3245398,,,,,LAX,,,
718394675,3247629,,,,,LAX,,,
718394677,3246351,,,,,LAX,,,
718394696,3245067,,,,,LAX,,,
718394683,3244889,,,,,LAX,,,
718394793,3248094,,,,,LAX,,,
718394803,3247323,,,,,LAX,,,
718394787,3246772,,,,,LAX,,,
718394792,11382709,N981JT,A321,JBU2223,B62223,JFK,LAX,LAX,
718394788,3246131,,,,,LAX,,,
718394829,3245314,,,,,LAX,,,
718394804,3246689,,,,,LAX,,,
718394790,3245287,,,,,LAX,,,
718394786,3246715,,,,,LAX,,,
718394789,3245366,,,,,LAX,,,
718394977,3246493,,,,,LAX,,,
718394909,3245271,,,,,LAX,,,
718394978,3248004,,,,,LAX,,,
718394908,3247680,,,,,LAX,,,
718394976,3246173,,,,,LAX,,,
718395075,3247932,,,,,LAX,,,
718394979,3244559,,,,,LAX,,,
718395070,3244831,,,,,LAX,,,
718395036,3244712,,,,,LAX,,,
718395045,3245957,,,,,LAX,,,
718395079,3244309,,,,,LAX,,,
718395187,3244359,,,,,LAX,,,
718395098,3247736,,,,,LAX,,,
718395090,3247017,,,,,LAX,,,
718395173,3245395,,,,,LAX,,,
718395147,3246754,,,,,LAX,,,
718395099,3245692,,,,,LAX,,,
718395149,3246642,,,,,LAX,,,
718395227,3246852,,,,,LAX,,,
718395244,3247030,,,,,LAX,,,
718395191,3247507,,,,,LAX,,,
718395228,3246945,,,,,LAX,,,
718395205,3244761,,,,,LAX,,,
718395233,3248071,,,,,LAX,,,
718395210,3247291,,,,,LAX,,,
718395370,3246345,,,,,LAX,,,
718395304,3244836,,,,,LAX,,,
718395388,10775777,N38424,B739,UAL1409,UA1409,LAX,MCO,MCO,
718395373,3245369,,,,,LAX,,,
718395305,3245053,,,,,LAX,,,
718395368,3245002,,,,,LAX,,,
718395312,11256917,N8574Z,B738,SWA1561,WN1561,LAX,DAL,DAL,
718395296,3245730,,,,,LAX,,,
718395367,3245388,,,,,LAX,,,
718395458,10619184,N230HA,A21N,HAL61,HA61,LAX,KOA,KOA,
718395472,11038316,N642UA,B763,UAL1221,UA1221,HNL,LAX,LAX,
718395421,11052090,N656NK,A320,NKS504,NK504,LAX,MSY,MSY,
718395529,3244415,,,,,LAX,,,
718395531,3246283,,,,,LAX,,,
718395530,3244985,,,,,LAX,,,
718395532,11274561,N875DN,B739,DAL803,DL803,LAX,SEA,SEA,
718395691,3245859,,,,,LAX,,,
718395690,3245074,,,,,LAX,,,
718395688,3244342,,,,,LAX,,,
718395692,3244285,,,,,LAX,,,
718395769,10830565,N438XB,,UNKN,,LAX,,,
718395779,3246803,,,,,LAX,,,
718395863,10766006,N375DN,A321,DAL449,DL449,ATL,LAX,LAX,
718395871,3246383,,,,,LAX,,,
718395910,3247650,,,,,LAX,,,
718395853,3247066,,,,,LAX,,,
718395868,3244763,,,,,LAX,,,
718395852,3247954,,,,,LAX,,,
718395850,3244371,,,,,LAX,,,
718395906,3247213,,,,,LAX,,,
718395916,3244326,,,,,LAX,,,
718395859,3247224,,,,,LAX,,,
718395877,3245828,,,,,LAX,,,
718395941,10796352,N404UA,A320,UAL1727,UA1727,LAX,LAS,LAS,
718396015,3245387,,,,,LAX,,,
718396005,3247218,,,,,LAX,,,
718395973,3248115,,,,,LAX,,,
718395974,3246625,,,,,LAX,,,
718396066,3244414,,,,,LAX,,,
718396088,3246598,,,,,LAX,,,
718396099,3245683,,,,,LAX,,,
718396063,3246262,,,,,LAX,,,
718396118,855319,XAHSS,CL60,XAHSS,,TLC,LAX,LAX,
718396064,3244625,,,,,LAX,,,
718396029,3248024,,,,,LAX,,,
718396137,3244180,,,,,LAX,,,
718396130,3247592,,,,,LAX,,,
718396202,3246077,,,,,LAX,,,
718396178,3246161,,,,,LAX,,,
718396140,3245444,,,,,LAX,,,
718396207,3245378,,,,,LAX,,,
718396174,3247626,,,,,LAX,,,
718396191,3246804,,,,,LAX,,,
718396173,3246665,,,,,LAX,,,
718396229,7866920,BLJF,B748,CPA2083,CX2083,LAX,PDX,PDX,
718396331,3245065,,,,,LAX,,,
718396293,3245947,,,,,LAX,,,
718396317,3246394,,,,,LAX,,,
718396287,3246703,,,,,LAX,,,
718396322,3246696,,,,,LAX,,,
718396284,11036965,N641CA,CRJ7,SKW3641,DL3641,LAX,ASE,ASE,
718396263,3245075,,,,,LAX,,,
718396413,3244345,,,,,LAX,,,
718396414,3244178,,,,,LAX,,,
718396377,3247458,,,,,LAX,,,
718396338,3245080,,,,,LAX,,,
718396538,11265209,N8657B,B738,SWA2338,WN2338,LAX,SFO,SFO,
718396469,3245578,,,,,LAX,,,
718396510,3244135,,,,,LAX,,,
718396523,3246325,,,,,LAX,,,
718396533,3244161,,,,,LAX,,,
718396466,3246185,,,,,LAX,,,
718396529,11084713,N68823,B739,UAL526,UA526,LAX,CVG,CVG,
718396509,3245109,,,,,LAX,,,
718396479,3244346,,,,,LAX,,,
718396504,3246433,,,,,LAX,,,
718396536,3244949,,,,,LAX,,,
718396608,3244922,,,,,LAX,,,
718396553,7864878,BKPO,B77W,CPA885,CX885,LAX,HKG,HKG,
718396587,3245174,,,,,LAX,,,
718396575,3247704,,,,,LAX,,,
718396644,3245058,,,,,LAX,,,
718396604,3247741,,,,,LAX,,,
718396622,3246043,,,,,LAX,,,
718396623,3246178,,,,,LAX,,,
718396617,3244541,,,,,LAX,,,
718396734,10575883,N188SY,E75L,SKW3493,AS3493,RNO,LAX,LAX,
718396714,3244770,,,,,LAX,,,
718396728,3245986,,,,,LAX,,,
718396671,3246964,,,,,LAX,,,
718396653,3246524,,,,,LAX,,,
718396729,3245992,,,,,LAX,,,
718396790,3247361,,,,,LAX,,,
718396810,3247406,,,,,LAX,,,
718396777,11023659,N628NK,A320,NKS2205,NK2205,LAX,PVR,PVR,
718396748,3247776,,,,,LAX,,,
718396830,3247559,,,,,LAX,,,
718396860,3246907,,,,,LAX,,,
718396859,3246288,,,,,LAX,,,
718396867,3248083,,,,,LAX,,,
718396913,3246050,,,,,LAX,,,
718396932,3247409,,,,,LAX,,,
718397063,3247420,,,,,LAX,,,
718396985,3244283,,,,,LAX,,,
718396969,3246279,,,,,LAX,,,
718397009,3245631,,,,,LAX,,,
718396980,3246464,,,,,LAX,,,
718396962,10770980,N38NG,GLF5,N38NG,,STL,LAX,LAX,
718396981,3247920,,,,,LAX,,,
718396967,3245905,,,,,LAX,,,
718397048,3247855,,,,,LAX,,,
718397026,3245647,,,,,LAX,,,
718397027,3245227,,,,,LAX,,,
718396975,3244440,,,,,LAX,,,
718397032,3245742,,,,,LAX,,,
718396986,3246532,,,,,LAX,,,
718396999,3245937,,,,,LAX,,,
718397005,3245921,,,,,LAX,,,
718397116,10658323,N269SY,E75L,SKW3701,DL3701,LAX,PHX,PHX,
718397073,3247635,,,,,LAX,,,
718397139,3247536,,,,,LAX,,,
718397143,3247488,,,,,LAX,,,
718397127,3247206,,,,,LAX,,,
718397132,10707474,N317NV,A319,N317NV,,LAX,,,
718397088,3247468,,,,,LAX,,,
718397089,3245601,,,,,LAX,,,
718397281,3245734,,,,,LAX,,,
718397240,3244396,,,,,LAX,,,
718397273,3245105,,,,,LAX,,,
718397241,3246700,,,,,LAX,,,
718397228,10635248,N246SY,E75L,SKW3932,DL3932,ABQ,LAX,LAX,
718397251,3245050,,,,,LAX,,,
718397180,10507796,N1200K,B763,DAL439,DL439,JFK,LAX,LAX,
718397202,10924158,N530AS,B738,ASA290,AS290,LAX,GDL,GDL,
718397379,3244301,,,,,LAX,,,
718397293,3246545,,,,,LAX,,,
718397301,3245756,,,,,LAX,,,
718397380,3244887,,,,,LAX,,,
718397408,3245888,,,,,LAX,,,
718397403,3247845,,,,,LAX,,,
718397406,11094795,N69819,B739,UAL1925,UA1925,ORD,LAX,LAX,
718397401,3244703,,,,,LAX,,,
718397577,11326893,N926NN,B738,AAL1475,AA1475,LAX,SJD,SJD,
718397504,10941376,N547US,B752,DAL2755,DL2755,MSP,LAX,LAX,
718397648,3245489,,,,,LAX,,,
718397649,3247847,,,,,LAX,,,
718397809,3247723,,,,,LAX,,,
718397806,3246983,,,,,LAX,,,
718397807,3246259,,,,,LAX,,,
718397956,3244428,,,,,LAX,,,
718397955,3245621,,,,,LAX,,,
718398095,3244426,,,,,LAX,,,
718398094,3244471,,,,,LAX,,,
718398113,3247911,,,,,LAX,,,
718398083,11384611,N983JT,A321,JBU1388,B61388,LAX,BOS,BOS,
718398258,11313710,N913DU,B739,DAL935,DL935,LAX,SLC,SLC,
718398413,11008557,N613CZ,E75S,SKW4171,DL4171,DEN,LAX,LAX,
718398386,3244983,,,,,LAX,,,
718398408,10745066,N354NW,A320,DAL1059,DL1059,LAS,LAX,LAX,
718398385,3244950,,,,,LAX,,,
718398384,3248097,,,,,LAX,,,
718398539,10521524,N134SY,E75L,SKW5435,UA5435,PHX,LAX,LAX,
718398486,10523016,N136AN,A321,AAL1085,AA1085,LAX,DFW,DFW,
718398652,11262145,N8621A,B738,SWA265,WN265,TUS,LAX,LAX,
718398600,10523955,N137AA,A321,AAL99,AA99,LAX,CVG,CVG,
718398694,10671888,N282SY,E75L,SKW3501,DL3501,RNO,LAX,LAX,
718398778,3246459,,,,,LAX,,,
718398779,3246915,,,,,LAX,,,
718398744,11020968,N625UX,E75L,SKW5463,UA5463,SLC,LAX,LAX,
718398780,3244807,,,,,LAX,,,
718398787,3247265,,,,,LAX,,,
718398810,11331948,N931AM,A321,AAL654,AA654,SJD,LAX,LAX,
718398841,10766550,N37507,B39M,UAL2191,UA2191,IAH,LAX,LAX,
718399025,3246381,,,,,LAX,,,
718399026,3244410,,,,,LAX,,,
718399033,3247525,,,,,LAX,,,
718399094,10980723,N586NW,B753,DAL1065,DL1065,LAX,MSP,MSP,
718399032,3244369,,,,,LAX,,,
718399012,10906244,N512SY,E75L,SKW6264,AA6264,SMF,LAX,LAX,
718399214,10764669,N3731T,B738,DAL1884,DL1884,LAX,SJD,SJD,
718399436,11251343,N8518R,B738,SWA1307,WN1307,LAS,LAX,LAX,
718399485,10871450,N479AS,B739,ASA267,AS267,SJD,LAX,LAX,
718399511,9015460,B18772,B77L,CAL5166,CI5166,TPE,LAX,LAX,
718399476,434665,A7BFL,B77L,QTR8174,QR8174,LAX,STN,STN,
718399701,3246491,,,,,LAX,,,
718399702,3247332,,,,,LAX,,,
718399709,3247256,,,,,LAX,,,
718399703,3247616,,,,,LAX,,,
718399710,3245598,,,,,LAX,,,
718399777,3244209,,,,,LAX,,,
718399887,11385546,N984JB,A321,JBU524,B6524,LAX,JFK,JFK,
718399850,11174244,N776XF,A319,AAL1164,AA1164,LAX,DEN,DEN,
718400033,10962891,N56859,B753,UAL786,UA786,LAX,EWR,EWR,
718400093,3245149,,,,,LAX,,,
718400289,3244418,,,,,LAX,,,
718400307,3245614,,,,,LAX,,,
718400308,3245679,,,,,LAX,,,
718400297,3244966,,,,,LAX,,,
718400299,3247604,,,,,LAX,,,
718400295,3245360,,,,,LAX,,,
718400298,3247960,,,,,LAX,,,
718400302,3247336,,,,,LAX,,,
718400294,3244490,,,,,LAX,,,
718400337,3245657,,,,,LAX,,,
718400288,3247784,,,,,LAX,,,
718400296,3244947,,,,,LAX,,,
718400550,3245646,,,,,LAX,,,
718400549,3246693,,,,,LAX,,,
718400561,3246018,,,,,LAX,,,
718400677,3245879,,,,,LAX,,,
718400647,11019855,N624NK,A320,NKS131,NK131,DFW,LAX,LAX,
718400772,3244628,,,,,LAX,,,
