OBJECTID,name,mid_november,mid_january,change
36,Irwindale,0.0,1370.8019191226867,inf
322,Twin Lakes/Oat Mountain,0.0,482.509047044632,inf
273,Lake Manor,0.0,730.3712720632989,inf
38,La Habra Heights,0.0,18.331805682859763,inf
267,La Habra Heights,0.0,18.331805682859763,inf
199,Rolling Hills,0.0,309.2783505154639,inf
5,Avalon,0.0,51.69294391315586,inf
328,West Antelope Valley,0.0,661.8133686300464,inf
333,West Rancho Dominguez,73.58351729212656,1986.7549668874171,2600.0
205,San Marino,15.063643895458313,316.33652180462457,2000.0
255,El Camino Village,45.50108065066545,898.6463428506427,1875.0
268,La Rambla,48.19277108433735,819.277108433735,1600.0
172,Wellington Square,81.38351983723295,1281.790437436419,1475.0
342,View Heights,54.14185165132648,757.9859231185707,1299.9999999999995
107,Leimert Park,59.0744995077125,774.5323268788973,1211.111111111111
157,Toluca Terrace,76.5696784073507,995.4058192955588,1199.9999999999995
50,Angelino Heights,79.93605115907275,959.2326139088728,1100.0
265,Kagel/Lopez Canyons,70.8215297450425,849.85835694051,1100.0
88,Gramercy Place,92.90226681531028,1096.246748420661,1079.9999999999998
167,Vermont Square,156.71934177876454,1828.3923207522528,1066.6666666666665
316,South San Gabriel,90.41591320072332,1039.7830018083182,1050.0
101,Hyde Park,101.6082127465751,1152.7276549525243,1034.4827586206893
207,Santa Fe Springs,119.79960792855589,1236.1141363537356,931.8181818181819
56,Beverlywood,53.13899643209595,538.9812495255446,914.2857142857142
230,Avocado Heights,118.08118081180812,1195.5719557195573,912.5000000000002
32,Hidden Hills,52.91005291005291,529.1005291005291,900.0
129,Palms,82.0475419923878,818.1963215352007,897.2222222222223
110,Little Bangladesh,112.90265674064143,1104.329111244399,878.125
84,Faircrest Heights,83.33333333333334,805.5555555555555,866.6666666666664
254,East Whittier,94.23294383716548,904.6362608367886,860.0
93,Harbor Gateway,107.79816513761467,1034.403669724771,859.5744680851066
262,Harbor Gateway,107.79816513761467,1034.403669724771,859.5744680851066
327,Walnut Park,192.03369881682465,1827.417456482686,851.6129032258063
140,Reynier Village,47.30368968779565,449.3850520340586,849.9999999999998
301,Rosewood/East Gardena,167.64459346186086,1592.623637887678,849.9999999999998
274,Lakewood,79.63963067121276,752.8433836888081,845.3125
42,Lakewood,79.63963067121276,752.8433836888081,845.3125
176,West Vernon,175.22928938930727,1636.7161285511893,834.0425531914894
92,Harbor City,75.67939456484349,705.1943584451325,831.8181818181816
332,West Puente Valley,162.6842907981698,1504.8296898830706,825.0
111,Little Tokyo,127.67315671879987,1180.9766996488988,825.0
228,Athens-Westmont,155.5063380613543,1387.7762593657226,792.4242424242425
188,Maywood,163.99871653178366,1436.7713643980178,776.0869565217391
91,Hancock Park,58.68889019308644,510.59334467985207,770.0
169,Vernon Central,194.23823993230508,1688.526481787761,769.3069306930693
95,Harvard Heights,149.708899362351,1297.4771278070418,766.6666666666665
171,Watts,173.40769555232694,1478.6521066691662,752.7027027027027
96,Harvard Park,176.61789903782787,1502.5701858442071,750.7462686567164
142,Shadow Hills,90.04952723998198,765.4209815398469,750.0000000000001
103,Koreatown,133.48035517381464,1133.6157700268895,749.2753623188406
26,Gardena,101.12542815201436,856.3040287065731,746.774193548387
137,Regent Square,107.9136690647482,899.2805755395683,733.3333333333333
227,Arcadia,41.55556325103024,346.2963604252519,733.333333333333
3,Arcadia,41.55556325103024,346.2963604252519,733.333333333333
104,Lafayette Square,153.54244351831542,1272.208817723185,728.5714285714286
54,Bel Air,47.45521414165381,391.505516668644,725.0000000000002
139,Reseda Ranch,172.5625539257981,1423.6410698878344,725.0
168,Vermont Vista,184.52872335259556,1522.3619676589133,724.9999999999999
132,Pico-Union,198.365278906362,1629.9412073992637,721.6867469879519
279,Littlerock/Pearblossom,196.1333706920706,1597.0860184925748,714.2857142857142
257,Elizabeth Lake,60.20469596628537,481.63756773028297,700.0
182,Wilshire Center,143.51205899940203,1130.157464620291,687.5
83,Exposition Park,149.1640136251308,1173.2751519469243,686.5671641791045
10,Bellflower,144.07924358397116,1130.7647777706309,684.8214285714286
14,Carson,109.75427828570211,853.5259893868679,677.6699029126214
70,Country Club Park,112.1890054774632,864.5152775028047,670.5882352941177
141,San Pedro,87.13703580307029,668.904892488275,667.6470588235295
53,Baldwin Hills,96.38554216867468,738.9558232931727,666.6666666666669
82,Exposition,90.19843656043297,691.5213469633194,666.6666666666667
329,West Carson,99.6106130580458,756.1351082133478,659.0909090909092
37,La Canada Flintridge,38.6604165659885,289.95312424491374,650.0
67,Cheviot Hills,65.42361792607132,490.6771344455349,650.0
94,Harbor Pines,83.02200083022001,622.66500622665,649.9999999999999
233,Bassett,202.47013565499088,1505.0280083687658,643.3333333333335
146,South Park,194.93690893285213,1448.8554042306578,643.2432432432433
90,Green Meadows,213.903743315508,1581.0276679841895,639.1304347826086
2,Alhambra,96.85900096859,712.605507126055,635.7142857142859
174,West Hills,76.45825625847823,562.3381428042916,635.4838709677421
75,Eagle Rock,108.61602970522117,795.6755664452246,632.5581395348835
212,South Gate,224.1352962151699,1622.9433039580258,624.0909090909091
197,Rancho Palos Verdes,30.411490864856013,217.5591269562776,615.3846153846152
35,Inglewood,144.38907573383108,1020.408163265306,606.7073170731705
44,Lawndale,136.8477420122568,963.8840959124176,604.3478260869566
275,Lennox,204.0635258628338,1432.8808446455505,602.1739130434784
30,Hawthorne,153.17557750571592,1073.3553335510828,600.735294117647
263,Hawthorne,153.17557750571592,1073.3553335510828,600.735294117647
102,Jefferson Park,136.25665799578843,953.7966059705192,600.0000000000001
343,Valencia,97.65625,683.59375,600.0
293,Pearblossom/Llano,102.24948875255625,715.7464212678937,600.0
191,Norwalk,198.8441025069224,1391.9087175484567,599.9999999999999
61,Canoga Park,170.01332536874511,1183.9666712616215,596.3963963963965
340,Willowbrook,197.63411909603872,1371.981783289892,594.2028985507246
8,Bell,222.9439612462843,1546.845755807553,593.8271604938273
87,Glassell Park,145.55119605113276,1003.0375901784583,589.1304347826087
80,Elysian Valley,176.97374889391406,1219.152492380297,588.8888888888889
65,Century Palms/Cove,236.92471717111889,1631.8189895160813,588.75
29,Hawaiian Gardens,204.4153720359771,1403.652221313709,586.6666666666665
181,Wilmington,164.63965160125338,1129.4634163612866,586.0215053763441
163,Valley Village,84.95145631067962,582.5242718446602,585.7142857142857
45,Lomita,96.48318780452506,660.9098364609968,585.0
215,Torrance,59.62429991692794,407.9909960607766,584.2696629213483
185,Lynwood,215.1373409024665,1469.873832359432,583.2258064516127
282,Lynwood,215.1373409024665,1469.873832359432,583.2258064516127
18,Compton,197.18930172966049,1340.2866752081998,579.6954314720812
13,Calabasas,57.5586893064178,386.4654853430909,571.4285714285713
135,Porter Ranch,89.91794987074294,601.3262897605935,568.75
160,University Hills,87.48906386701663,583.2604257801108,566.6666666666667
277,Littlerock,149.21661278288985,994.7774185525988,566.6666666666664
25,El Segundo,65.53079947575361,434.88621470272847,563.6363636363636
166,Vermont Knolls,186.046511627907,1226.7441860465117,559.375
63,Central,220.5580631924497,1443.885925318014,554.6511627906978
15,Cerritos,79.89294345576927,521.3014560488945,552.5
238,Cerritos,79.89294345576927,521.3014560488945,552.5
190,Monterey Park,99.5791975844014,647.2647842986091,550.0
251,East Los Angeles,235.49321859358665,1524.7188051313574,547.457627118644
214,Temple City,71.32080647373475,460.8421341379784,546.1538461538462
122,Mt. Washington,165.66576931041624,1068.5442120521848,545.0
159,Tujunga,136.64149586479684,880.9780654440848,544.7368421052631
39,La Mirada,96.7761446803363,622.996431379665,543.75
302,Rosewood/West Rancho Dominguez,208.27134781315084,1338.887235941684,542.8571428571428
77,Echo Park,147.30639730639732,939.9551066217732,538.095238095238
