id,date,details,url,type,longitude,latitude
2444998356,24/02/2022, Explosion in the background,"https://twitter.com/dzyga71/status/1496719052592631809|Explosion in the background|GEOLOCATION: https://twitter.com/john_marquee/status/1496729048000593921|COUNTRY: Ukraine|PROVINCE: Ivano-Frankivsk Oblast|DISTRICT: |TOWN/CITY: Ivano-Frankivsk |COORDINATES: 48.897140, 24.715190|ARMS/MUNITION: |ENTRY: UW0534","evidence of gunfire, bombing, shelling or explosion",24.71519,48.89714
67006339,24/02/2022, Explosion near the airport,"https://twitter.com/RALee85/status/1496735344221470721|Explosion near the airport |GEOLOCATION: https://twitter.com/john_marquee/status/1496749318094479370|COUNTRY: Ukraine|PROVINCE: Ivano-Frankivsk Oblast|DISTRICT: |TOWN/CITY: Ivano-Frankivsk |COORDINATES: 48.897140, 24.715190|ARMS/MUNITION: |ENTRY: UW0535","evidence of gunfire, bombing, shelling or explosion",24.71519,48.89714
1522340848,24/02/2022, Explosions in the background,"https://twitter.com/ua_industrial/status/1496709775886884871|Explosions in the background|GEOLOCATION: https://twitter.com/Michael1Sheldon/status/1496721524119715843|COUNTRY: Ukraine|PROVINCE: Luhansk Oblast|DISTRICT: |TOWN/CITY: Schastia |COORDINATES: 48.742085, 39.229677|ARMS/MUNITION: |ENTRY: UW0538","evidence of gunfire, bombing, shelling or explosion",39.229677,48.742085
4224407297,24/02/2022, Fighting in the background,"https://twitter.com/RALee85/status/1496774496790929412|Fighting in the background|GEOLOCATION: https://twitter.com/john_marquee/status/1496781846130032641|COUNTRY: Ukraine|PROVINCE: Kharkiv Oblast|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.042050, 36.341270|ARMS/MUNITION: |ENTRY: UW0531","evidence of gunfire, bombing, shelling or explosion",36.34127,50.04205
2204086298,24/02/2022, Helicopter bombing,"https://twitter.com/RALee85/status/1496809383929524230|Helicopter bombing |GEOLOCATION: https://twitter.com/EydouxT/status/1496811750628511755|COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Hostomel'|COORDINATES: 50.566944, 30.275000|ARMS/MUNITION: |ENTRY: UW0542","evidence of gunfire, bombing, shelling or explosion",30.275,50.566944
2086557187,24/02/2022, Helicopter bombing,"https://twitter.com/Archer83Able/status/1496828953515937794|Helicopter bombing |GEOLOCATION: https://twitter.com/Archer83Able/status/1496828953515937794|COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Ukrainka|COORDINATES: 50.136475, 30.755810|ARMS/MUNITION: |ENTRY: UW0548","evidence of gunfire, bombing, shelling or explosion",30.75581,50.136475
3562019319,24/02/2022, Helicopters using flares,"https://twitter.com/Archer83Able/status/1496821978669502471|Helicopters using flares|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Vyshhorod|COORDINATES: 50.604956, 30.494393|ARMS/MUNITION: |ENTRY: UW0547","evidence of gunfire, bombing, shelling or explosion",30.494393,50.604956
3273957860,24/02/2022, Missile launches,"https://twitter.com/Michael1Sheldon/status/1496807616605040647|Missile launches|GEOLOCATION: https://twitter.com/Michael1Sheldon/status/1496808278466117634|COUNTRY: Russia|PROVINCE: Belgorod|DISTRICT: |TOWN/CITY: Nikol'skoe|COORDINATES: 50.438390, 36.576863|ARMS/MUNITION: |ENTRY: UW0536","evidence of gunfire, bombing, shelling or explosion",36.576863,50.43839
4061245169,24/02/2022, Russian multiple launch rocket systems (MLRS) impacting reportedly on the outskirts of Kharkiv,"https://twitter.com/ELINTNews/status/1496705653422895108/video/1|Russian multiple launch rocket systems (MLRS) impacting reportedly on the outskirts of Kharkiv|GEOLOCATION: https://twitter.com/Cen4infoRes/status/1496723182354640897?s=20&t=vYbp3tDSULu9BJiKXp-wQA|COUNTRY: Ukraine|PROVINCE: Kharkiv Oblast|DISTRICT: |TOWN/CITY: Kharkiv |COORDINATES: 49.990083, 36.359339|ARMS/MUNITION: |ENTRY: UW0518","evidence of gunfire, bombing, shelling or explosion",36.359339,49.990083
155127254,24/02/2022, Smoke from explosion in the background,"https://twitter.com/KyleJGlen/status/1496773833839230977|Smoke from explosion in the background |GEOLOCATION: https://twitter.com/gfusfus/status/1496782315388764161|COUNTRY: Ukraine |PROVINCE: Odessa|DISTRICT: |TOWN/CITY: Odesa|COORDINATES: 46.479627, 30.691307|ARMS/MUNITION: |ENTRY: UW0527","evidence of gunfire, bombing, shelling or explosion",30.691307,46.479627
2813228637,24/02/2022, bombing in the background,"https://twitter.com/666_mancer/status/1496818023306567681|bombing in the background|GEOLOCATION: https://twitter.com/ohsendit/status/1496820988876632070|COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Bucha|COORDINATES: 50.567716, 30.203996|ARMS/MUNITION: |ENTRY: UW0544","evidence of gunfire, bombing, shelling or explosion",30.203996,50.567716
492528959,25/02/2022,  Tank driving over civilian car,"https://twitter.com/Bachodolidze/status/1497140092896432129?s=20&t=7nIoG_IDIBkYU9qKRJYrKQ| Tank driving over civilian car|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kyiv oblast|DISTRICT: |TOWN/CITY: Kyiv|COORDINATES: 50.518781, 30.490194|ARMS/MUNITION: |ENTRY: UW0577","evidence of gunfire, bombing, shelling or explosion",30.490194,50.518781
3917737309,25/02/2022, Interception of shelling,"https://twitter.com/IdeologyWars/status/1497038963067875328|Interception of shelling |GEOLOCATION: https://twitter.com/ohsendit/status/1497045128338452492|COUNTRY: Ukraine|PROVINCE: |DISTRICT: |TOWN/CITY: Kyiv|COORDINATES: 50.405970, 30.614500|ARMS/MUNITION: |ENTRY: UW0573","evidence of gunfire, bombing, shelling or explosion",30.6145,50.40597
3337498815,25/02/2022, Interception of shelling,"https://twitter.com/IdeologyWars/status/1497039245277642752|Interception of shelling |GEOLOCATION: https://twitter.com/ohsendit/status/1497043772617670656|COUNTRY: Ukraine|PROVINCE: |DISTRICT: |TOWN/CITY: Kyiv|COORDINATES: 50.395965, 30.599661|ARMS/MUNITION: |ENTRY: UW0574","evidence of gunfire, bombing, shelling or explosion",30.599661,50.395965
2856687058,25/02/2022, Tank driving over civilian car,"https://twitter.com/AlexKhrebet/status/1497123956318523392|Tank driving over civilian car|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: |DISTRICT: |TOWN/CITY: Kyiv|COORDINATES: 50.518652, 30.490107|ARMS/MUNITION: |ENTRY: UW0567","evidence of gunfire, bombing, shelling or explosion",30.490107,50.518652
115403801,25/02/2022, aftermath of tank driving over civilian car,"https://twitter.com/no_itsmyturn/status/1497136412046544896|aftermath of tank driving over civilian car|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kyiv oblast|DISTRICT: |TOWN/CITY: Kyiv|COORDINATES: 50.518715, 30.490184|ARMS/MUNITION: |ENTRY: UW0578","evidence of gunfire, bombing, shelling or explosion",30.490184,50.518715
3065025229,25/02/2022, Missile in street,"https://t.me/vorposte/13720|Missile in street|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kharkiv Oblast|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 49.987324, 36.261205|ARMS/MUNITION: |ENTRY: UW0581","evidence of gunfire, bombing, shelling or explosion",36.261205,49.987324
3351230781,25/02/2022, Missile in ground,"https://twitter.com/666_mancer/status/1497190914325987329|Missile in ground|GEOLOCATION: https://twitter.com/vnprkhzhk/status/1497196218472148993|COUNTRY: Ukraine|PROVINCE: Sumy oblast|DISTRICT: |TOWN/CITY: Okhtyrka|COORDINATES: 50.3086824, 34.8723472|ARMS/MUNITION: |ENTRY: UW0601","evidence of gunfire, bombing, shelling or explosion",34.872347,50.308682
847293618,25/02/2022, Shelling of road,"https://twitter.com/Archer83Able/status/1497266803214532609|Shelling of road|GEOLOCATION: https://twitter.com/AUT_INT/status/1497269433638793226|COUNTRY: Ukraine|PROVINCE: Kharkiv oblast|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.048122, 36.189633|ARMS/MUNITION: |ENTRY: UW0729","evidence of gunfire, bombing, shelling or explosion",36.189633,50.048122
2144510852,25/02/2022, Explosion in the direction of airport,"https://twitter.com/BreakingNews_n/status/1497307206374633472|Explosion in the direction of airport|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Mykolaiv|DISTRICT: |TOWN/CITY: Mykolaiv|COORDINATES: 46.948578, 32.052011|ARMS/MUNITION: |ENTRY: UW0741","evidence of gunfire, bombing, shelling or explosion",32.052011,46.948578
928889890,25/02/2022, MLRS strikes in Kharkiv,"https://twitter.com/RALee85/status/1497437744125128709?s=20&t=LygYWDfjzSKMDUJ35qzwtA|MLRS strikes in Kharkiv |GEOLOCATION: https://twitter.com/Michael1Sheldon/status/1497506836995612673?s=20&t=LygYWDfjzSKMDUJ35qzwtA|COUNTRY: Ukraine|PROVINCE: |DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.016577, 36.278364|ARMS/MUNITION: |ENTRY: UW0754","evidence of gunfire, bombing, shelling or explosion",36.278364,50.016577
848257866,25/02/2022, Russian Rocket Embedded in the Street,https://twitter.com/ChetVic/status/1497149480134717451|Russian Rocket Embedded in the Street |GEOLOCATION: |COUNTRY: |PROVINCE: Khrkiv Oblast|DISTRICT: |TOWN/CITY: Khakiv|COORDINATES: 49.98738 36.260785|ARMS/MUNITION: |ENTRY: UW0731,"evidence of gunfire, bombing, shelling or explosion",36.261128,49.987823
389413955,26/02/2022, aftermath of missile hit on residential building,"https://twitter.com/ELINTNews/status/1497458588213784576|aftermath of missile hit on residential building|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Kyiv|COORDINATES: 50.422783, 30.465312|ARMS/MUNITION: |ENTRY: UW0750","evidence of gunfire, bombing, shelling or explosion",30.465312,50.422783
987639176,26/02/2022, MLRS strikes in Kharkiv,"https://twitter.com/RALee85/status/1497437744125128709|MLRS strikes in Kharkiv|GEOLOCATION: https://twitter.com/Michael1Sheldon/status/1497506836995612673|COUNTRY: Ukraine|PROVINCE: Kharkiv|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.019711, 36.277880|ARMS/MUNITION: |ENTRY: UW0763","evidence of gunfire, bombing, shelling or explosion",36.27788,50.019711
2794995935,26/02/2022, Missile hit in residential area,"https://twitter.com/Michael1Sheldon/status/1497448045637783553|Missile hit in residential area|GEOLOCATION: https://twitter.com/Michael1Sheldon/status/1497448736301142016|COUNTRY: Ukraine|PROVINCE: Kharkiv|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.014717, 36.272072|ARMS/MUNITION: |ENTRY: UW0764","evidence of gunfire, bombing, shelling or explosion",36.272072,50.014717
3990785704,26/02/2022, Missile hit in residential area,"https://twitter.com/Michael1Sheldon/status/1497381257092681729|Missile hit in residential area|GEOLOCATION: https://twitter.com/Michael1Sheldon/status/1497449148412481541|COUNTRY: Ukraine|PROVINCE: Kharkiv|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.016106, 36.263946|ARMS/MUNITION: |ENTRY: UW0765","evidence of gunfire, bombing, shelling or explosion",36.263946,50.016106
3027849647,26/02/2022, A civilian building hit by Russian missile Kyiv,"https://twitter.com/CITeam_en/status/1497484254137225216|A civilian building hit by Russian missile Kyiv|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Kyiv|COORDINATES: 50.422783, 30.465312|ARMS/MUNITION: |ENTRY: UW0755","evidence of gunfire, bombing, shelling or explosion",30.465312,50.422783
1958480277,26/02/2022, Su-25 hit by a missile near Kherson,"https://twitter.com/COUPSURE/status/1497659200666845186?s=20&t=RDwybIvIB_BpUMtiuTYHeg|Su-25 hit by a missile near Kherson|GEOLOCATION: https://twitter.com/john_marquee/status/1497665329052356608?s=20&t=RDwybIvIB_BpUMtiuTYHeg|COUNTRY: Ukraine|PROVINCE: Kherson Oblast|DISTRICT: Suvorovs'kyi district|TOWN/CITY: Kherson|COORDINATES: 46.65502, 32.65695|ARMS/MUNITION: |ENTRY: UW0875","evidence of gunfire, bombing, shelling or explosion",32.65695,46.65502
767937032,15/02/2022, Satellite imagery of bridge constructed,"https://twitter.com/ChristopherJM/status/1494063690479456257|Satellite imagery of bridge constructed|GEOLOCATION: https://twitter.com/IntelDoge/status/1493741564320956418|COUNTRY: Belarus|PROVINCE: |DISTRICT: |TOWN/CITY: Dovlyady|COORDINATES: 51.5327, 29.86593|ARMS/MUNITION: |ENTRY: UW0299",other footage,29.86593,51.5327
1838430270,22/02/2022, Papers being burned at the Russian consulat in Odessa,"https://twitter.com/yasiremres/status/1496196904161628162?s=20&t=__rJZ_Gx8jw0w6qoKrMADA|Papers being burned at the Russian consulat in Odessa|GEOLOCATION: https://twitter.com/COUPSURE/status/1496200356933824512?s=20&t=__rJZ_Gx8jw0w6qoKrMADA|COUNTRY: Ukraine|PROVINCE: Odessa Oblast|DISTRICT: |TOWN/CITY: Odessa|COORDINATES: 46.434395, 30.762827|ARMS/MUNITION: |ENTRY: UW0515",other footage,30.762827,46.434395
3388485676,24/02/2022, Destroyed Russian military equipment,"https://twitter.com/Danspiun/status/1496962298342109195|Destroyed Russian military equipment|GEOLOCATION: https://twitter.com/Danspiun/status/1496959317446389760|COUNTRY: |PROVINCE: Crimea|DISTRICT: |TOWN/CITY: Perekop|COORDINATES: 46.191390, 33.653860|ARMS/MUNITION: |ENTRY: UW0564",other footage,33.65386,46.19139
3235538641,24/02/2022, Helicopter downing,"https://twitter.com/GirkinGirkin/status/1496838814324641792|Helicopter downing|GEOLOCATION: https://twitter.com/azyakancokkacan/status/1496862156708618249|COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Kozyn|COORDINATES: 50.238472, 30.725583|ARMS/MUNITION: |ENTRY: UW0553",other footage,30.725583,50.238472
502561577,24/02/2022, Russian military equipment destroyed,"https://twitter.com/sternenko/status/1496892418066690049|Russian military equipment destroyed|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Sumy Oblast|DISTRICT: |TOWN/CITY: Sumy|COORDINATES: 50.881845, 34.784687|ARMS/MUNITION: |ENTRY: UW0562",other footage,34.784687,50.881845
1289204278,24/02/2022, Destroyed military equipment,"https://twitter.com/Kyruer/status/1496813193011908609|Destroyed military equipment|GEOLOCATION: https://twitter.com/gfusfus/status/1496816120703107073|COUNTRY: Ukraine|PROVINCE: Kharkiv Oblast|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.054224, 36.360505|ARMS/MUNITION: |ENTRY: UW0541",other footage,36.360505,50.054224
2606048427,25/02/2022, Russian military equipment abandoned,"https://twitter.com/andreivaitovich/status/1497004870112452613|Russian military equipment abandoned |GEOLOCATION: https://twitter.com/gfusfus/status/1497019749800284170|COUNTRY: Ukraine|PROVINCE: Sumy oblast|DISTRICT: |TOWN/CITY: Okhtyrka|COORDINATES: 50.312331, 34.865166|ARMS/MUNITION: |ENTRY: UW0570",other footage,34.865166,50.312331
2463838125,25/02/2022, Destroyed military equipment,"https://twitter.com/GirkinGirkin/status/1497112867618889728|Destroyed military equipment|GEOLOCATION: https://twitter.com/SignalPanel/status/1497115970871062528|COUNTRY: Ukraine|PROVINCE: Kherson Oblast|DISTRICT: |TOWN/CITY: Antonivka|COORDINATES: 46.676, 32.719|ARMS/MUNITION: |ENTRY: UW0579",other footage,32.719,46.676
515282496,27/02/2022, Russian and Ukrainian jets over Vasylkiv,"https://twitter.com/yarotrof/status/1497498221966348288?t=zq21041-d84P-kDnSthqng&s=19|Russian and Ukrainian jets over Vasylkiv|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Vasylkiv|COORDINATES: 50.211441267986494, 30.317582604833103|ARMS/MUNITION: |ENTRY: UW0786",other footage,30.317583,50.211441
651334502,24/02/2022, Gunfire in the streets,"https://twitter.com/BabakTaghvaee/status/1496882689261068296|Gunfire in the streets|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Sumy Oblast|DISTRICT: |TOWN/CITY: Okhtyrka|COORDINATES: 50.309070, 34.878152|ARMS/MUNITION: |ENTRY: UW0556","evidence of gunfire, bombing, shelling or explosion",34.878152,50.30907
695376338,25/02/2022, Heavy Fighting in Obolon District,"https://twitter.com/RALee85/status/1497200521337208838|Heavy Fighting in Obolon District|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Kyiv|COORDINATES: 50.518558, 30.490252|ARMS/MUNITION: |ENTRY: UW0599","evidence of gunfire, bombing, shelling or explosion",30.490252,50.518558
471936912,27/02/2022, Heavy equipment used during fighting,"https://twitter.com/markito0171/status/1497910069396230146|Heavy equipment used during fighting|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: |TOWN/CITY: Ivankiv|COORDINATES: 50.950552, 29.880903|ARMS/MUNITION: |ENTRY: UW0871","evidence of gunfire, bombing, shelling or explosion",29.880903,50.950552
358720426,24/02/2022, Body covered by blanket in street where bombing was claimed to have happened,"https://twitter.com/zyundex/status/1496735074720563203?s=21|Body covered by blanket in street where bombing was claimed to have happened|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Cherkasy Oblast|DISTRICT: |TOWN/CITY: Uman'|COORDINATES: 48.748716, 30.218705|ARMS/MUNITION: |ENTRY: UW0522","civilian casualties, infrastructure damage and military losses",30.218705,48.748716
3306367444,24/02/2022, Civilian casualty,"https://twitter.com/N_Waters89/status/1496846533085564929|Civilian casualty|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Donetsk Oblast|DISTRICT: |TOWN/CITY: Mariupol|COORDINATES: 47.120915, 37.680973|ARMS/MUNITION: |ENTRY: UW0566","civilian casualties, infrastructure damage and military losses",37.680973,47.120915
1350363879,24/02/2022," Civilian casualty, Chugiuv","https://twitter.com/AFPphoto/status/1496804838637768707|Civilian casualty, Chugiuv|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kharkiv Oblast|DISTRICT: |TOWN/CITY: Chuhuiv|COORDINATES: 49.850806, 36.659778|ARMS/MUNITION: |ENTRY: UW0596","civilian casualties, infrastructure damage and military losses",36.659778,49.850806
189322549,24/02/2022, Civilian killed in explosion,"https://t.me/mariupol/3007|Civilian killed in explosion|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Donets'ka oblast|DISTRICT: |TOWN/CITY: Mariupol|COORDINATES: 47.121018, 37.681608|ARMS/MUNITION: |ENTRY: UW0697","civilian casualties, infrastructure damage and military losses",37.681608,47.121018
2273849243,25/02/2022, Civilian casualties at kindergarten,"https://twitter.com/futureisnottmr/status/1497216415757000705|Civilian casualties at kindergarten|GEOLOCATION: https://twitter.com/kromark/status/1497200925995409412|COUNTRY: Ukraine|PROVINCE: Sumy oblast|DISTRICT: |TOWN/CITY: Okhtyrka|COORDINATES: 50.3098, 34.8696|ARMS/MUNITION: |ENTRY: UW0602","civilian casualties, infrastructure damage and military losses",34.8696,50.3098
1876090155,24/02/2022, Destroyed Ukrainian military equipment,"https://twitter.com/oryxspioenkop/status/1496788629527564293|Destroyed Ukrainian military equipment|GEOLOCATION: https://twitter.com/john_marquee/status/1496792740457115650|COUNTRY: Ukraine|PROVINCE: Kharkiv Oblast|DISTRICT: |TOWN/CITY: Alisivka|COORDINATES: 50.269454, 36.285998|ARMS/MUNITION: |ENTRY: UW0532","civilian casualties, infrastructure damage and military losses",36.285998,50.269454
4128616137,25/02/2022,  Russian helicopter engaging BUK,"https://twitter.com/RALee85/status/1497379389041958913| Russian helicopter engaging BUK|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kyiv Oblast|DISTRICT: Yahotyns'kyi|TOWN/CITY: Bohdanivka|COORDINATES: 50.229105, 32.101815|ARMS/MUNITION: |ENTRY: UW0752","civilian casualties, infrastructure damage and military losses",32.101815,50.229105
1226688480,25/02/2022, Ukrainian miliary equipment destroyed,"https://twitter.com/UAWeapons/status/1497232990728069134|Ukrainian miliary equipment destroyed|GEOLOCATION: https://twitter.com/il_kanguru/status/1497273256876859398|COUNTRY: Ukraine|PROVINCE: Kherson Oblast|DISTRICT: |TOWN/CITY: Poima|COORDINATES: 46.609114, 32.850490|ARMS/MUNITION: |ENTRY: UW0760","civilian casualties, infrastructure damage and military losses",32.85049,46.609114
1366105871,25/02/2022, Ukrainian miliary equipment destroyed,"https://twitter.com/UAWeapons/status/1497233053608988679|Ukrainian miliary equipment destroyed|GEOLOCATION: https://twitter.com/il_kanguru/status/1497273256876859398|COUNTRY: Ukraine|PROVINCE: Kherson Oblast|DISTRICT: |TOWN/CITY: Poima|COORDINATES: 46.609084, 32.846917|ARMS/MUNITION: |ENTRY: UW0761","civilian casualties, infrastructure damage and military losses",32.846917,46.609084
2372859281,27/02/2022, Destroyed ukrainian humvee in Tokmak,https://twitter.com/RALee85/status/1497766988881481732|Destroyed ukrainian humvee in Tokmak|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Zaporizhzhia Oblast|DISTRICT: |TOWN/CITY: Tokmak|COORDINATES: |ARMS/MUNITION: |ENTRY: UW0790,"civilian casualties, infrastructure damage and military losses",35.700568,47.254835
4242304154,27/02/2022, Ukranian militaey vehicle on fire,"https://twitter.com/RALee85/status/1497821718907392001|Ukranian militaey vehicle on fire|GEOLOCATION: https://twitter.com/CourtenaySargon/status/1497820654447603712|COUNTRY: Ukraine|PROVINCE: Kharkiv Oblast|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.063249, 36.197484|ARMS/MUNITION: |ENTRY: UW0796","civilian casualties, infrastructure damage and military losses",36.197372,50.063276
4049901309,25/02/2022, Destroyed Russian Grad MLRS,"https://twitter.com/CITeam_en/status/1497179839245262883|Destroyed Russian Grad MLRS|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kharkivs'ka oblast|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.093734, 36.263501|ARMS/MUNITION: |ENTRY: UW0586","civilian casualties, infrastructure damage and military losses",36.263501,50.093734
1076367392,25/02/2022, Destroyed Russian Grad MLRS also seen in UW0586,"https://twitter.com/radiosvoboda/status/1497161995434536969?s=20&t=hk63ejZ3jrJtYElaEjexNQ|Destroyed Russian Grad MLRS also seen in UW0586|GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Kharkivs'ka oblast|DISTRICT: |TOWN/CITY: Kharkiv|COORDINATES: 50.093734, 36.263501|ARMS/MUNITION: |ENTRY: UW0598","civilian casualties, infrastructure damage and military losses",36.263501,50.093734
118385864,25/02/2022, Destroyed Russian military equipment in Sumy,"https://twitter.com/GirkinGirkin/status/1497882691135410176?s=20&t=oKMFtSjrWvorHLr6FiJOAQ|Destroyed Russian military equipment in Sumy |GEOLOCATION: |COUNTRY: Ukraine|PROVINCE: Sumy Oblast|DISTRICT: |TOWN/CITY: Sumy|COORDINATES: 50.875449, 34.903983|ARMS/MUNITION: |ENTRY: UW0827","civilian casualties, infrastructure damage and military losses",34.903983,50.875449
