id,date,details,url,type,longitude,latitude
786421685,01/01/2022, Russian military equipment moving in Belarus,"https://twitter.com/GirkinGirkin/status/1488544876908187650|GEOLOCATION: https://twitter.com/RedIntelPanda/status/1488569554028707847|Russian military equipment moving in Belarus|COUNTRY: Belarus|PROVINCE: |DISTRICT: |TOWN/CITY: Petrishki|COORDINATES: 54.069385, 27.211645|ARMS/MUNITION: |ENTRY: UW0067",movement and buildup of military assets,27.211645,54.069385
579826917,02/01/2022, Russian military equipment being moved by train,"https://twitter.com/GirkinGirkin/status/1488579685411921921|GEOLOCATION: https://twitter.com/gfusfus/status/1488588585678868485|Russian military equipment being moved by train|COUNTRY: Belarus|PROVINCE: Gomel|DISTRICT: Gomel|TOWN/CITY: Gomel|COORDINATES: 52.429772, 30.991183|ARMS/MUNITION: |ENTRY: UW0068",movement and buildup of military assets,30.991183,52.429772
1782836372,02/01/2022, Russian military equipment being moved by train,"https://twitter.com/4emberlen/status/1488497810324475909|Russian military equipment being moved by train|COUNTRY: Belarus|PROVINCE: Gomel|DISTRICT: Rechytsa|TOWN/CITY: Rechytsa|COORDINATES: 52.349821, 30.400919|ARMS/MUNITION: |ENTRY: UW0072",movement and buildup of military assets,30.400919,52.349821
2405081824,02/01/2022, Russian military equipment moving in Belarus,"https://www.tiktok.com/@kostyan_1986_/video/7059752758785658118?is_copy_url=1&is_from_webapp=v1&q=Kostyan_1986_&t=1643805498136|GEOLOCATION: https://twitter.com/Michael1Sheldon/status/1488761521920520196|Russian military equipment moving in Belarus|COUNTRY: Belarus|PROVINCE: Gomel|DISTRICT: |TOWN/CITY: Abramovka|COORDINATES: 52.357323, 30.684277|ARMS/MUNITION: |ENTRY: UW0075",movement and buildup of military assets,30.684277,52.357323
297386566,02/01/2022, Russian military equipment on the road,"https://twitter.com/GirkinGirkin/status/1488434485884604418|Russian military equipment on the road|COUNTRY: Russia|PROVINCE: Samarskaya oblast|DISTRICT: Chapayevsky|TOWN/CITY: Novokuybyshevskoye Shosse|COORDINATES: 52.999632, 49.767769|ARMS/MUNITION: |ENTRY: UW0064",movement and buildup of military assets,49.767769,52.999632
3921763152,09/01/2022, Train moving heavy weaponry,"https://twitter.com/GirkinGirkin/status/1479494074763730946|GEOLOCATION: https://twitter.com/il_kanguru/status/1480294337015603209|Train moving heavy weaponry|COUNTRY: Russia|PROVINCE: Zabaykalsky Krai|DISTRICT: |TOWN/CITY: Karymskoe|COORDINATES: 51.623273, 114.346724|ARMS/MUNITION: |ENTRY: UW0125",movement and buildup of military assets,114.346724,51.623273
3084171229,10/01/2022, Convoy of miltary equipment,"https://www.youtube.com/watch?v=ohY2GBG7yk8|GEOLOCATION: https://twitter.com/danvan71/status/1480922262488367112|Convoy of miltary equipment |COUNTRY: Russia|PROVINCE: Stavropolskiy krai|DISTRICT: |TOWN/CITY: Stavropol|COORDINATES: 45.053722, 41.916466|ARMS/MUNITION: R-166-0.5, BTR-80, P-260T Redut-2US|ENTRY: UW0047",movement and buildup of military assets,41.916466,45.053722
3927167034,10/01/2022, Movement of logistics in the city,"https://twitter.com/4emberlen/status/1491800220308410368|Movement of logistics in the city|GEOLOCATION: https://twitter.com/gfusfus/status/1491846815867711494|COUNTRY: Russia|PROVINCE: Belogrod|DISTRICT: |TOWN/CITY: Ulitsa Zheleznodorozhnaya|COORDINATES: 50.586836, 36.585946|ARMS/MUNITION: |ENTRY: UW0165",movement and buildup of military assets,36.585946,50.586836
700337081,12/01/2022, Train moving heavy weaponry,"https://twitter.com/4emberlen/status/1481202086960406530|GEOLOCATION: https://twitter.com/il_kanguru/status/1482429834055847937|Train moving heavy weaponry|COUNTRY: Russia|PROVINCE: Krasnoyarsk Krai|DISTRICT: |TOWN/CITY: Berezovka|COORDINATES: 56.022341, 93.113378|ARMS/MUNITION: |ENTRY: UW0124",movement and buildup of military assets,93.113378,56.022341
1631482637,12/01/2022, Train transporting russian military equipment,"https://twitter.com/GirkinGirkin/status/1481246660588093441|Train transporting russian military equipment|COUNTRY: Russia|PROVINCE: Novosibirsk |DISTRICT: Tsentral'nyy |TOWN/CITY: Krasnoyarsk|COORDINATES: 56.068908, 92.918602|ARMS/MUNITION: |ENTRY: UW0013",movement and buildup of military assets,92.918602,56.068908
