month_year,day_count
2022-04,8621393
2022-03,6360824
2022-02,4353789
2022-01,5830032
2021-12,5519444
2021-11,4813851
2021-10,4187979
2021-09,2498184
2021-08,3234139
2021-07,5032508
2021-06,4032565
2021-05,7040053
2021-04,3742033
2021-03,3530399
2021-02,7645604
2021-01,3505823
2020-12,1326496
2020-11,988237
2020-10,831207
2020-09,953861
2020-08,1204027
2020-07,2321448
2020-06,1494238
2020-05,2474323
2020-04,1229949
2020-03,1243437
2020-02,732425
2020-01,882344
2019-12,1121787
2019-11,918274
2019-10,873851
2019-09,635323
2019-08,681935
2019-07,797246
2019-06,645426
2019-05,679553
2019-04,1006155
2019-03,775737
2019-02,848180
2019-01,909108
2018-12,635783
2018-11,733636
2018-10,1357658
2018-09,494903
2018-08,367913
2018-07,738765
2018-06,573782
2018-05,735985
2018-04,384448
2018-03,387478
2018-02,981301
2018-01,359462
2017-12,494538
2017-11,480389
2017-10,214231
2017-09,218664
2017-08,292668
2017-07,362582
2017-06,511338
2017-05,174666
2017-04,106011
2017-03,147891
2017-02,255160
2017-01,154269
2016-12,92804
2016-11,78903
2016-10,128975
2016-09,123883
2016-08,47357
2016-07,138574
2016-06,119640
2016-05,91396
2016-04,161337
2016-03,50649
2016-02,57262
2016-01,64113
2015-12,99496
2015-11,30290
2015-10,45322
2015-09,49620
2015-08,22355
2015-07,23816
2015-06,37170
2015-05,57854
2015-04,85103
2015-03,58740
2015-02,38191
2015-01,90000
2014-12,19543
2014-11,20598
2014-10,42214
2014-09,22376
2014-08,30826
2014-07,13050
2014-06,33871
2014-05,26994
2014-04,20863
2014-03,18883
2014-02,12782
2014-01,9395
2013-12,14342
2013-11,24643
2013-10,11620
2013-09,24519
2013-08,35355
2013-07,17702
2013-06,14363
2013-05,25447
2013-04,14278
2013-03,23174
2013-02,13966
2013-01,3662
2012-12,6755
2012-11,7561
2012-10,6963
2012-09,4723
2012-08,5284
2012-07,5179
2012-06,4998
2012-05,20632
2012-04,3718
2012-03,1686
2012-02,2560
2012-01,2025
2011-12,836
2011-11,4
2011-10,3
2011-09,11
2011-08,1
2011-07,4
2011-06,0
2011-05,0
2011-04,1
2011-03,3
2011-02,1
2011-01,4
2010-12,3
2010-11,6
2010-10,7
2010-09,8
2010-08,19
2010-07,31
2010-06,34
2010-05,2
2010-04,2
2010-03,1
2010-02,8
2010-01,4
2009-12,5
2009-11,0
2009-10,2
2009-09,0
2009-08,4
2009-07,4
2009-06,7
2009-05,15
2009-04,15
2009-03,3
2009-02,0
2009-01,0
2008-12,0
2008-11,0
2008-10,0
2008-09,2
2008-08,0
2008-07,3
2008-06,0
2008-05,0
2008-04,2
