month_year,day_count
2022-06,93
2022-05,262
2022-04,846
2022-03,145
2022-02,706
2022-01,130
2021-12,64
2021-11,77
2021-10,164
2021-09,466
2021-08,206
2021-07,121
2021-06,271
2021-05,332
2021-04,753
2021-03,676
2021-02,286
2021-01,652
2020-12,373
2020-11,337
2020-10,2439
2020-09,258
2020-08,104
2020-07,206
2020-06,408
2020-05,525
2020-04,509
2020-03,1507
2020-02,717
2020-01,1035
2019-12,223
2019-11,469
2019-10,432
2019-09,629
2019-08,707
2019-07,228
2019-06,425
2019-05,456
2019-04,632
2019-03,440
2019-02,394
2019-01,280
2018-12,303
2018-11,239
2018-10,361
2018-09,136
2018-08,114
2018-07,184
2018-06,246
2018-05,173
2018-04,373
2018-03,368
2018-02,334
2018-01,324
2017-12,275
2017-11,392
2017-10,629
2017-09,336
2017-08,152
2017-07,177
2017-06,177
2017-05,172
2017-04,697
2017-03,268
2017-02,144
2017-01,249
2016-12,325
2016-11,60
2016-10,90
2016-09,92
2016-08,97
2016-07,83
2016-06,109
2016-05,73
2016-04,135
2016-03,100
2016-02,78
2016-01,59
2015-12,51
2015-11,213
2015-10,88
2015-09,52
2015-08,107
2015-07,83
2015-06,40
2015-05,68
2015-04,326
2015-03,393
2015-02,122
2015-01,189
