year,month_year,date,day_count
2022,2022-07,2022-07-03,9106
2022,2022-07,2022-07-02,15490
2022,2022-07,2022-07-01,16518
2022,2022-06,2022-06-30,49739
2022,2022-06,2022-06-29,23851
2022,2022-06,2022-06-28,903
2022,2022-06,2022-06-27,630
2022,2022-06,2022-06-26,861
2022,2022-06,2022-06-25,1457
2022,2022-06,2022-06-24,1601
2022,2022-06,2022-06-23,1931
2022,2022-06,2022-06-22,2096
2022,2022-06,2022-06-21,146
2022,2022-06,2022-06-20,369
2022,2022-06,2022-06-19,358
2022,2022-06,2022-06-18,7466
2022,2022-06,2022-06-17,5804
2022,2022-06,2022-06-16,2340
2022,2022-06,2022-06-15,6840
2022,2022-06,2022-06-14,3869
2022,2022-06,2022-06-13,464
2022,2022-06,2022-06-12,261
2022,2022-06,2022-06-11,77
2022,2022-06,2022-06-10,56
2022,2022-06,2022-06-09,167
2022,2022-06,2022-06-08,64
2022,2022-06,2022-06-07,33
2022,2022-06,2022-06-06,33
2022,2022-06,2022-06-05,92
2022,2022-06,2022-06-04,88
2022,2022-06,2022-06-03,185
2022,2022-06,2022-06-02,245
2022,2022-06,2022-06-01,90
2022,2022-05,2022-05-31,73
2022,2022-05,2022-05-30,208
2022,2022-05,2022-05-29,8
2022,2022-05,2022-05-28,97
2022,2022-05,2022-05-27,414
2022,2022-05,2022-05-26,97
2022,2022-05,2022-05-25,337
2022,2022-05,2022-05-24,2653
2022,2022-05,2022-05-23,3670
2022,2022-05,2022-05-22,985
2022,2022-05,2022-05-21,3428
2022,2022-05,2022-05-20,2889
2022,2022-05,2022-05-19,2875
2022,2022-05,2022-05-18,2391
2022,2022-05,2022-05-17,312
2022,2022-05,2022-05-16,715
2022,2022-05,2022-05-15,1008
2022,2022-05,2022-05-14,328
2022,2022-05,2022-05-13,274
2022,2022-05,2022-05-12,513
2022,2022-05,2022-05-11,1857
2022,2022-05,2022-05-10,1823
2022,2022-05,2022-05-09,1635
2022,2022-05,2022-05-08,3192
2022,2022-05,2022-05-07,2479
2022,2022-05,2022-05-06,6856
2022,2022-05,2022-05-05,2567
2022,2022-05,2022-05-04,5087
2022,2022-05,2022-05-03,3053
2022,2022-05,2022-05-02,2198
2022,2022-05,2022-05-01,2648
2022,2022-04,2022-04-30,11490
2022,2022-04,2022-04-29,1688
2022,2022-04,2022-04-28,2933
2022,2022-04,2022-04-27,1275
2022,2022-04,2022-04-26,213
2022,2022-04,2022-04-25,115
2022,2022-04,2022-04-24,10
2022,2022-04,2022-04-23,4
2022,2022-04,2022-04-22,6
2022,2022-04,2022-04-21,15
2022,2022-04,2022-04-20,8
2022,2022-04,2022-04-19,26
2022,2022-04,2022-04-18,11
2022,2022-04,2022-04-17,8
2022,2022-04,2022-04-16,9
2022,2022-04,2022-04-15,13
2022,2022-04,2022-04-14,41
2022,2022-04,2022-04-13,259
2022,2022-04,2022-04-12,42
2022,2022-04,2022-04-11,37
2022,2022-04,2022-04-10,37
2022,2022-04,2022-04-09,12
2022,2022-04,2022-04-08,162
2022,2022-04,2022-04-07,142
2022,2022-04,2022-04-06,88
2022,2022-04,2022-04-05,185
2022,2022-04,2022-04-04,23
2022,2022-04,2022-04-03,28
2022,2022-04,2022-04-02,17
2022,2022-04,2022-04-01,8
2022,2022-03,2022-03-31,57
2022,2022-03,2022-03-30,8
2022,2022-03,2022-03-29,5
2022,2022-03,2022-03-28,14
2022,2022-03,2022-03-27,9
2022,2022-03,2022-03-26,30
2022,2022-03,2022-03-25,18
2022,2022-03,2022-03-24,32
2022,2022-03,2022-03-23,24
2022,2022-03,2022-03-22,25
2022,2022-03,2022-03-21,79
2022,2022-03,2022-03-20,195
2022,2022-03,2022-03-19,9
2022,2022-03,2022-03-18,0
2022,2022-03,2022-03-17,8
2022,2022-03,2022-03-16,9
2022,2022-03,2022-03-15,5
2022,2022-03,2022-03-14,5
2022,2022-03,2022-03-13,7
2022,2022-03,2022-03-12,3
2022,2022-03,2022-03-11,5
2022,2022-03,2022-03-10,10
2022,2022-03,2022-03-09,9
2022,2022-03,2022-03-08,11
2022,2022-03,2022-03-07,6
2022,2022-03,2022-03-06,82
2022,2022-03,2022-03-05,85
2022,2022-03,2022-03-04,7
2022,2022-03,2022-03-03,15
2022,2022-03,2022-03-02,15
2022,2022-03,2022-03-01,12
2022,2022-02,2022-02-28,20
2022,2022-02,2022-02-27,27
2022,2022-02,2022-02-26,27
2022,2022-02,2022-02-25,42
2022,2022-02,2022-02-24,200
2022,2022-02,2022-02-23,2292
2022,2022-02,2022-02-22,2341
2022,2022-02,2022-02-21,29
2022,2022-02,2022-02-20,6
2022,2022-02,2022-02-19,6
2022,2022-02,2022-02-18,9
2022,2022-02,2022-02-17,12
2022,2022-02,2022-02-16,9
2022,2022-02,2022-02-15,7
2022,2022-02,2022-02-14,11
2022,2022-02,2022-02-13,15
2022,2022-02,2022-02-12,3
2022,2022-02,2022-02-11,17
2022,2022-02,2022-02-10,11
2022,2022-02,2022-02-09,16
2022,2022-02,2022-02-08,13
2022,2022-02,2022-02-07,32
2022,2022-02,2022-02-06,97
2022,2022-02,2022-02-05,189
2022,2022-02,2022-02-04,29
2022,2022-02,2022-02-03,34
2022,2022-02,2022-02-02,6
2022,2022-02,2022-02-01,9
2022,2022-01,2022-01-31,14
2022,2022-01,2022-01-30,18
2022,2022-01,2022-01-29,9
2022,2022-01,2022-01-28,24
2022,2022-01,2022-01-27,43
2022,2022-01,2022-01-26,18
2022,2022-01,2022-01-25,7
2022,2022-01,2022-01-24,14
2022,2022-01,2022-01-23,42
2022,2022-01,2022-01-22,5
2022,2022-01,2022-01-21,21
2022,2022-01,2022-01-20,12
2022,2022-01,2022-01-19,21
2022,2022-01,2022-01-18,21
2022,2022-01,2022-01-17,8
2022,2022-01,2022-01-16,17
2022,2022-01,2022-01-15,31
2022,2022-01,2022-01-14,32
2022,2022-01,2022-01-13,18
2022,2022-01,2022-01-12,40
2022,2022-01,2022-01-11,130
2022,2022-01,2022-01-10,115
2022,2022-01,2022-01-09,54
2022,2022-01,2022-01-08,15
2022,2022-01,2022-01-07,20
2022,2022-01,2022-01-06,89
2022,2022-01,2022-01-05,74
2022,2022-01,2022-01-04,43
2022,2022-01,2022-01-03,36
2022,2022-01,2022-01-02,40
