Entity,Code,Year,Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled),Geo Biomass Other - TWh (zero filled)
Africa (BP),,1967,0,0,0,47.87553787231445,0,10.545669555664062,330.2915954589844,368.125244140625,0
Africa (BP),,1968,0,0,0,56.00046920776367,0,10.688969612121582,343.5129089355469,389.1998596191406,0
Africa (BP),,1969,0,0,0,65.35209655761719,0,12.491999626159668,346.6429138183594,396.9228820800781,0
Africa (BP),,1970,0,0,0,81.702880859375,0,15.52032470703125,360.75689697265625,433.7723083496094,0
Africa (BP),,1971,0,0,0,76.92131805419922,0,18.405263900756836,383.0123291015625,473.5654296875,0.164000004529953
Africa (BP),,1972,0,0,0,87.62504577636719,0,24.670656204223633,384.2108154296875,510.6726379394531,0.16500000655651093
Africa (BP),,1973,0,0,0,92.68891906738281,0,39.55179214477539,408.91033935546875,549.7197875976562,0.17000000178813934
Africa (BP),,1974,0,0,0,105.46715545654297,0,44.51848602294922,425.646240234375,567.7996826171875,0.17499999701976776
Africa (BP),,1975,0,0,0,111.53163146972656,0,53.63837814331055,451.08050537109375,596.4046630859375,0.1720000058412552
Africa (BP),,1976,0,0,0,123.59515380859375,0,60.98139190673828,481.07415771484375,652.5805053710938,0.1850000023841858
Africa (BP),,1977,0,0,0,135.8108673095703,0,68.23419189453125,491.6984558105469,695.1663208007812,0.1889999955892563
Africa (BP),,1978,0,0,0,136.9291229248047,0,97.3698959350586,477.8155822753906,732.1810302734375,0.19499999284744263
Africa (BP),,1979,0,0,0,146.56385803222656,0,148.8428192138672,507.24700927734375,770.9386596679688,0.20100000500679016
Africa (BP),,1980,0,0,0,142.857421875,0,186.91397094726562,543.5570678710938,817.2388916015625,0.2070000022649765
Africa (BP),,1981,0,0,0,148.4198760986328,0,228.49114990234375,635.7987670898438,883.8618774414062,0.21799999475479126
Africa (BP),,1982,0,0,0,148.4593048095703,0,246.73355102539062,701.1759033203125,925.2272338867188,0.23600000143051147
Africa (BP),,1983,0,0,0,133.7953643798828,0,271.2753601074219,713.2460327148438,964.5521850585938,0.23000000417232513
Africa (BP),,1984,0,0,0,131.55636596679688,11.137246131896973,259.90277099609375,762.8978881835938,981.7520141601562,0.23399999737739563
Africa (BP),,1985,0,0,0,146.22218322753906,15.081392288208008,278.8427429199219,787.1658935546875,1007.0918579101562,0.26899999380111694
Africa (BP),,1986,0,0,0,151.23631286621094,24.9786434173584,313.2712097167969,805.3560791015625,988.5932006835938,0.6589999794960022
Africa (BP),,1987,0,0,0,145.05943298339844,17.49895477294922,323.3843688964844,828.3197021484375,1042.0687255859375,0.6579999923706055
Africa (BP),,1988,0,0,0,158.47528076171875,29.774044036865234,358.4445495605469,890.1608276367188,1086.2681884765625,0.6259999871253967
Africa (BP),,1989,0,0,0,166.4081573486328,31.49357795715332,371.4710388183594,835.620849609375,1123.926513671875,0.6169999837875366
Africa (BP),,1990,0,0,0,169.30140686035156,23.974163055419922,398.6453857421875,877.67822265625,1142.40283203125,0.7960000038146973
Africa (BP),,1991,0,0,0,179.34579467773438,25.946237564086914,401.6355895996094,853.7621459960938,1148.7052001953125,0.8119999766349792
Africa (BP),,1992,0,0,0,171.09225463867188,26.354839324951172,421.270263671875,858.8311767578125,1170.524658203125,0.8422499895095825
Africa (BP),,1993,0,0,0.005916666705161333,167.60955810546875,20.586170196533203,412.64398193359375,871.7139282226562,1180.0767822265625,0.9376999735832214
Africa (BP),,1994,0,0,0.01597222313284874,170.31089782714844,27.515382766723633,431.82794189453125,894.4478149414062,1221.8846435546875,0.8349999785423279
Africa (BP),,1995,0,0,0.018638888373970985,176.73593139648438,32.06675338745117,461.2434997558594,922.4712524414062,1266.78173828125,1.0187000036239624
Africa (BP),,1996,0,0,0.020999999716877937,184.26910400390625,33.411739349365234,484.1917419433594,935.2282104492188,1293.97119140625,1.2580931186676025
Africa (BP),,1997,0,0,0.0212777778506279,188.81114196777344,35.886051177978516,474.47552490234375,959.0191040039062,1332.2730712890625,1.3866404294967651
Africa (BP),,1998,0,0,0.02247222140431404,197.09779357910156,38.593040466308594,499.3370056152344,937.0389404296875,1363.5086669921875,1.7125493288040161
Africa (BP),,1999,0,0,0.05854833498597145,209.01260375976562,36.42517852783203,504.01959228515625,966.0107421875,1414.5601806640625,1.696124792098999
Africa (BP),,2000,0,0.03530944511294365,0.5189516544342041,222.5306396484375,36.91606903076172,556.8223266601562,963.7305297851562,1420.386474609375,2.2690632343292236
Africa (BP),,2001,0,0.043949443846940994,1.2208858728408813,237.57630920410156,30.217819213867188,634.6361694335938,975.92626953125,1432.664306640625,2.335352659225464
Africa (BP),,2002,0.4908967912197113,0.049035556614398956,1.294748306274414,248.17819213867188,33.58561325073242,670.6053466796875,934.4215698242188,1479.1666259765625,2.286400079727173
Africa (BP),,2003,0.5413213968276978,0.05817444622516632,1.553303599357605,239.47659301757812,35.24045944213867,711.5067138671875,1017.0484619140625,1524.8150634765625,2.6224000453948975
Africa (BP),,2004,0.6367551684379578,0.07079333066940308,2.2139170169830322,251.33615112304688,36.95752716064453,783.0682373046875,1119.1617431640625,1586.5107421875,2.9788496494293213
Africa (BP),,2005,0.24288251996040344,0.0841369479894638,2.2345566749572754,254.37918090820312,31.029052734375,807.7816162109375,1039.0726318359375,1654.9193115234375,3.009669303894043
Africa (BP),,2006,0.07229955494403839,0.10787499696016312,2.425894260406494,261.91766357421875,27.37537956237793,843.4420776367188,1054.0970458984375,1673.716796875,3.770404815673828
Africa (BP),,2007,0.7911754250526428,0.14273639023303986,2.8734943866729736,269.1854553222656,30.70724868774414,900.0697021484375,1071.63330078125,1734.7408447265625,3.1420483589172363
Africa (BP),,2008,0.6100897789001465,0.20416167378425598,3.6861727237701416,272.4834899902344,35.0655517578125,935.162109375,1180.7249755859375,1824.8509521484375,3.2673957347869873
Africa (BP),,2009,0.3402489423751831,0.26760193705558777,4.4382643699646,278.04559326171875,34.3184814453125,940.8606567382812,1176.0020751953125,1885.9764404296875,3.5627222061157227
Africa (BP),,2010,0.21081659197807312,0.5996686220169067,6.341038703918457,298.9256286621094,36.02827453613281,980.7318115234375,1164.840087890625,1966.214599609375,3.7645530700683594
Africa (BP),,2011,0.5046833157539368,1.6609563827514648,6.583539962768555,305.52239990234375,34.15409469604492,1060.5269775390625,1147.29931640625,1934.1708984375,3.8587687015533447
Africa (BP),,2012,0.6066994071006775,2.7218072414398193,6.897696018218994,304.97705078125,34.119266510009766,1146.7703857421875,1118.4869384765625,2046.8299560546875,4.042407035827637
Africa (BP),,2013,0.5885835289955139,2.1463212966918945,9.793644905090332,320.6520690917969,36.891414642333984,1169.7454833984375,1130.16064453125,2121.44140625,4.433248996734619
Africa (BP),,2014,0.5684516429901123,5.158529281616211,13.708232879638672,336.1504211425781,35.85942459106445,1202.3199462890625,1183.80615234375,2143.33349609375,5.462047100067139
Africa (BP),,2015,0.7144940495491028,8.775337219238281,23.996231079101562,324.2737121582031,31.622432708740234,1325.35986328125,1119.03857421875,2199.14501953125,7.169681549072266
Africa (BP),,2016,0.6388209462165833,14.41341495513916,29.919565200805664,314.3547668457031,38.59990692138672,1370.4951171875,1186.2879638671875,2210.926025390625,7.231852054595947
Africa (BP),,2017,0.6286138296127319,20.687313079833984,33.15290069580078,336.23187255859375,36.24556350708008,1448.7447509765625,1185.067138671875,2233.08984375,7.626035690307617
Africa (BP),,2018,0.9782536625862122,26.59893226623535,39.075599670410156,356.1150817871094,29.399641036987305,1543.55078125,1163.599853515625,2257.501953125,8.172670364379883
Africa (BP),,2019,0.8437501192092896,33.98898696899414,50.9576530456543,367.5009765625,34.39065170288086,1549.7298583984375,1231.31689453125,2262.0361328125,8.26296615600586
Africa (BP),,2020,1.0375322103500366,42.17506790161133,55.94757080078125,384.41802978515625,35.15513610839844,1535.972412109375,1157.901123046875,2011.0526123046875,8.066415786743164
Africa (BP),,2021,1.0609503984451294,43.21503829956055,63.88870620727539,401.4471435546875,26.174699783325195,1643.8150634765625,1168.7406005859375,2183.5419921875,8.026317596435547
Algeria,DZA,1965,0,0,0,1.1827958822250366,0,7.430500030517578,0.8141000270843506,15.405251502990723,0
Algeria,DZA,1966,0,0,0,1.0497311353683472,0,7.719250202178955,0.7908400297164917,20.272705078125,0
Algeria,DZA,1967,0,0,0,1.2123655080795288,0,7.488249778747559,0.6047599911689758,18.942031860351562,0
Algeria,DZA,1968,0,0,0,1.6647850275039673,0,7.8732500076293945,0.6396499872207642,20.167301177978516,0
Algeria,DZA,1969,0,0,0,1.06747305393219,0,10.35168743133545,0.8141000270843506,21.30592918395996,0
Algeria,DZA,1970,0,0,0,1.715053915977478,0,9.730875015258789,0.9652900099754333,24.347681045532227,0
Algeria,DZA,1971,0,0,0,0.9758064150810242,0,11.049500465393066,0.2674899995326996,27.44005012512207,0
Algeria,DZA,1972,0,0,0,1.4637097120285034,0,12.830124855041504,0.23260000348091125,30.121414184570312,0
Algeria,DZA,1973,0,0,0,2.223655939102173,0,17.859188079833984,0.2674899995326996,32.90034484863281,0
Algeria,DZA,1974,0,0,0,1.4696235656738281,0,20.67449951171875,0.2209700047969818,36.54384231567383,0
Algeria,DZA,1975,0,0,0,0.9698925018310547,0,28.489999771118164,0.27911999821662903,40.63066864013672,0
Algeria,DZA,1976,0,0,0,1.1502689123153687,0,33.6875,0.5466099977493286,46.71773147583008,0
Algeria,DZA,1977,0,0,0,0.7954300045967102,0,35.901248931884766,0.7094299793243408,52.80649185180664,0
Algeria,DZA,1978,0,0,0,0.73924720287323,0,57.653751373291016,0.36052998900413513,54.60794448852539,0
Algeria,DZA,1979,0,0,0,0.8604838848114014,0,81.52375030517578,0.8373600244522095,65.31861877441406,0
Algeria,DZA,1980,0,0,0,0.7599461078643799,0,109.43624877929688,0.7443199753761292,66.20243072509766,0
Algeria,DZA,1981,0,0,0,1.0822581052780151,0,142.25750732421875,0.5233500003814697,71.32307434082031,0
Algeria,DZA,1982,0,0,0,1.4163978099822998,0,161.4112548828125,9.711050033569336,75.57341766357422,0
Algeria,DZA,1983,0,0,0,0.6948925256729126,0,176.71499633789062,8.664349555969238,84.89241790771484,0
Algeria,DZA,1984,0,0,0,1.3365591764450073,0,155.25125122070312,9.606380462646484,94.00200653076172,0
Algeria,DZA,1985,0,0,0,1.9102150201797485,0,153.8074951171875,10.025059700012207,96.55380249023438,0
Algeria,DZA,1986,0,0,0,0.73924720287323,0,168.4375,10.292550086975098,98.02125549316406,0
Algeria,DZA,1987,0,0,0,1.4755375385284424,0,172.28750610351562,12.304539680480957,99.10052490234375,0
Algeria,DZA,1988,0,0,0,0.5411291718482971,0,194.13624572753906,11.571849822998047,99.17259979248047,0
Algeria,DZA,1989,0,0,0,0.6682794690132141,0,182.6824951171875,9.780830383300781,103.93666076660156,0
Algeria,DZA,1990,0,0,0,0.3991936147212982,0,195.0987548828125,7.664169788360596,111.81161499023438,0
Algeria,DZA,1991,0,0,0,0.8663977980613708,0,192.6925048828125,7.908400058746338,110.6277847290039,0
Algeria,DZA,1992,0,0,0,0.5884408354759216,0,198.94874572753906,9.397040367126465,111.29265594482422,0
Algeria,DZA,1993,0,0,0,1.0438172817230225,0,178.5437469482422,7.65254020690918,110.75487518310547,0
Algeria,DZA,1994,0,0,0,0.4908602833747864,0,188.1687469482422,7.210599899291992,106.05089569091797,0
Algeria,DZA,1995,0,0,0,0.5706989169120789,0,202.22125244140625,7.210599899291992,103.14228057861328,0
Algeria,DZA,1996,0,0,0,0.3991936147212982,0,207.70750427246094,3.3959600925445557,98.42208099365234,0
Algeria,DZA,1997,0,0,0,0.221774160861969,0,194.0399932861328,5.954559803009033,97.64341735839844,0
Algeria,DZA,1998,0,0,0,0.63575279712677,0,200.68124389648438,6.373239994049072,100.65874481201172,0
Algeria,DZA,1999,0,0,0,0.6002689003944397,0,205.10874938964844,6.826809883117676,98.89834594726562,0
Algeria,DZA,2000,0,0,0,0.15967750549316406,0,191.012939453125,5.640550136566162,103.13247680664062,0
Algeria,DZA,2001,0,0,0,0.20270749926567078,0,197.32212829589844,6.512800216674805,106.77533721923828,0
Algeria,DZA,2002,0,0,0,0.166373610496521,0,194.83888244628906,8.548049926757812,118.39723205566406,0
Algeria,DZA,2003,0,0,0,0.7685327529907227,0,205.9316864013672,7.0477800369262695,123.17411804199219,0
Algeria,DZA,2004,0,0,0,0.723294734954834,0,211.89918518066406,8.408490180969238,128.746826171875,0
Algeria,DZA,2005,0,0,0,1.5900535583496094,0,223.55987548828125,6.908219814300537,134.21337890625,0
Algeria,DZA,2006,0,0,0,0.619159996509552,0,228.49749755859375,10.257659912109375,139.84571838378906,0
Algeria,DZA,2007,0,0,0,0.6390421986579895,0,233.8068084716797,8.803910255432129,156.38999938964844,0
Algeria,DZA,2008,0,0,0,0.7952463626861572,0,244.0418701171875,8.803910255432129,169.9158935546875,0
Algeria,DZA,2009,0,0,0,0.9551075100898743,0,262.11761474609375,5.652180194854736,180.13442993164062,0
Algeria,DZA,2010,0,0.02525000087916851,0,0.48017528653144836,0,253.27224731445312,3.605299949645996,181.61192321777344,0
Algeria,DZA,2011,0,0.04998333379626274,0,1.042771339416504,0,267.9696350097656,3.1982500553131104,192.22764587402344,0
Algeria,DZA,2012,0,0.07327277958393097,0,1.066612720489502,0,298.7407531738281,3.3959600925445557,204.395263671875,0
Algeria,DZA,2013,0,0.07794694602489471,0,0.26981639862060547,0,321.2151184082031,1.8375400304794312,213.57638549804688,0
Algeria,DZA,2014,0,0.1625458300113678,0.0027083333116024733,0.522855818271637,0,360.9182434082031,2.0817699432373047,221.92515563964844,0
Algeria,DZA,2015,0,0.15619249641895294,0.051166389137506485,0.3904811143875122,0,379.2250061035156,1.5467900037765503,236.1484832763672,0
Algeria,DZA,2016,0,0.6558741927146912,0.05100305378437042,0.19274666905403137,0,385.9624938964844,0.5698699951171875,229.56385803222656,0
Algeria,DZA,2017,0,1.3412902355194092,0.050564445555210114,0.14903222024440765,0,394.625,2.1166601181030273,225.51211547851562,0
Algeria,DZA,2018,0,1.5953736305236816,0.026444444432854652,0.3095499873161316,0,434.0874938964844,5.815000057220459,229.52760314941406,0
Algeria,DZA,2019,0,1.6211230754852295,0.02636111155152321,0.40066778659820557,0,450.5462646484375,4.803190231323242,237.48719787597656,0
Algeria,DZA,2020,0,1.7990080118179321,0.020222222432494164,0.13026389479637146,0,436.01251220703125,4.816349506378174,211.63516235351562,0
Algeria,DZA,2021,0,1.7374736070632935,0.027472222223877907,0.02433333359658718,0,458.1499938964844,4.803190231323242,219.8415985107422,0
Argentina,ARG,1965,0,0,0,3.6226556301116943,0,41.23400115966797,8.455049514770508,275.2071838378906,0
Argentina,ARG,1966,0,0,0,3.669417142868042,0,44.65719985961914,6.971818447113037,283.8664855957031,0
Argentina,ARG,1967,0,0,0,3.757439374923706,0,46.6994514465332,7.840396881103516,290.72381591796875,0
Argentina,ARG,1968,0,0,0,4.428606986999512,0,51.999576568603516,7.619035243988037,296.7826232910156,0
Argentina,ARG,1969,0,0,0,3.9719929695129395,0,51.805076599121094,9.122170448303223,307.9983215332031,0
Argentina,ARG,1970,0,0,0,4.6044087409973145,0,58.544498443603516,11.7225980758667,278.42193603515625,0.056241851300001144
Argentina,ARG,1971,0,0,0,4.571943759918213,0,63.20277404785156,10.277542114257812,296.48773193359375,0.05899073928594589
Argentina,ARG,1972,0,0,0,4.4433088302612305,0,70.92442321777344,8.651294708251953,295.1728515625,0.07602739334106445
Argentina,ARG,1973,0,0,0,8.863367080688477,0,80.70777130126953,9.496521949768066,297.2388000488281,0.059970248490571976
Argentina,ARG,1974,0,0,0,14.7691650390625,2.9396655559539795,85.42440032958984,11.825922012329102,297.09722900390625,0.06100323051214218
Argentina,ARG,1975,0,0,0,15.360893249511719,7.142024993896484,87.5250015258789,11.510940551757812,281.2694396972656,0.06399032473564148
Argentina,ARG,1976,0,0,0,14.829011917114258,7.298088550567627,98.51425170898438,11.642585754394531,290.1952819824219,0.06096254661679268
Argentina,ARG,1977,0,0,0,17.052309036254883,4.645011901855469,102.8905029296875,11.008502960205078,305.6309814453125,0.06400306522846222
Argentina,ARG,1978,0,0,0,22.906667709350586,8.217443466186523,100.07025146484375,13.419195175170898,297.2691345214844,0.06397280842065811
Argentina,ARG,1979,0,0,0,31.512378692626953,7.638590335845947,102.8905029296875,12.501673698425293,319.8497619628906,0.09498375654220581
Argentina,ARG,1980,0,0,0,44.77142333984375,6.639784812927246,112.1292495727539,11.1445894241333,296.97796630859375,0.09901762753725052
Argentina,ARG,1981,0,0,0,43.42277908325195,7.990441799163818,117.18624877929688,10.560466766357422,278.56591796875,0.08701801300048828
Argentina,ARG,1982,0,0,0,52.019935607910156,5.306152820587158,133.13525390625,10.666075706481934,265.0183410644531,0.11497340351343155
Argentina,ARG,1983,0,0,0,54.463340759277344,9.661738395690918,143.15199279785156,9.679963111877441,268.7532043457031,0.15497560799121857
Argentina,ARG,1984,0,0,0,58.77863693237305,13.168907165527344,152.3907470703125,7.185223579406738,255.6005859375,0.11498845368623734
Argentina,ARG,1985,0,0,0,61.071067810058594,16.36111068725586,155.69725036621094,10.599605560302734,237.52023315429688,0.12000641226768494
Argentina,ARG,1986,0,0,0,62.18621063232422,16.205047607421875,168.24249267578125,12.109349250793457,249.71896362304688,0.1239902451634407
Argentina,ARG,1987,0,0,0,64.79507446289062,18.344533920288086,168.33975219726562,13.439672470092773,266.5530700683594,0.10598628968000412
Argentina,ARG,1988,0,0,0,45.121124267578125,16.45191192626953,196.63949584960938,13.77234935760498,268.333740234375,0.12296129018068314
Argentina,ARG,1989,0,0,0,38.99497985839844,14.298237800598145,206.5590057373047,14.9027681350708,246.32073974609375,0.10600154846906662
Argentina,ARG,1990,0,0,0,52.37767028808594,20.65994644165039,197.32025146484375,12.266132354736328,229.95970153808594,0.13302181661128998
Argentina,ARG,1991,0,0,0,46.92521286010742,22.007766723632812,200.9185028076172,10.794012069702148,240.2567138671875,0.1310081034898758
Argentina,ARG,1992,0,0,0,56.67096710205078,20.092443466186523,217.25650024414062,12.168163299560547,252.69297790527344,0.12998592853546143
Argentina,ARG,1993,0,0,0,70.28263092041016,21.990741729736328,229.41275024414062,8.069987297058105,247.75331115722656,0.09599508345127106
Argentina,ARG,1994,0,0,0,80.68640899658203,23.36693572998047,235.8312530517578,7.0651068687438965,261.4820556640625,0.09900439530611038
Argentina,ARG,1995,0,0,0,78.37110137939453,20.049880981445312,262.4777526855469,7.4141526222229,259.5302734375,0.1190161257982254
Argentina,ARG,1996,0,0,0.02844027802348137,66.44853210449219,21.165023803710938,301.1832580566406,7.766816139221191,259.7977294921875,0.22302064299583435
Argentina,ARG,1997,0,0,0.043148335069417953,82.57293701171875,22.58945655822754,277.551513671875,6.127713680267334,275.286376953125,0.17875851690769196
Argentina,ARG,1998,0,0.000050277776608709246,0.09622333198785782,78.28778076171875,21.147998809814453,296.7097473144531,8.237409591674805,283.2720947265625,0.20689325034618378
Argentina,ARG,1999,0,0.00007694444502703846,0.10284694284200668,63.27008056640625,20.163381576538086,314.70098876953125,9.885469436645508,286.9597473144531,0.2619999647140503
Argentina,ARG,2000,0,0.00010638889216352254,0.10277916491031647,84.4966812133789,17.52733039855957,322.9672546386719,7.5126471519470215,264.8978271484375,0.3860282897949219
Argentina,ARG,2001,0,0.00012638888438232243,0.14501221477985382,107.46479797363281,19.899951934814453,302.3502502441406,6.1568522453308105,245.29501342773438,0.36299824714660645
Argentina,ARG,2002,0,0.00013722221774514765,0.21425694227218628,104.43250274658203,16.30405044555664,294.3757629394531,4.586296558380127,232.81517028808594,0.5299801826477051
