,id,reportid,lastmodified,attackdate,versionid,attacktime,country,countryiso2code,countryiso3code,attacktimestamp,classificationid,classification,attacktype,attacktypeid,victimstotalinjured,victimstotaldeath,hcfacilities,hctransport,hcpersonnel,hcsuppliesassets,hcwarehousestorage,hcpatients,hcother,typeoffacility,facilityother,hwabducton,hwarrest,hwdetention,patientabduction,patientarrest,patientdetention
0,7408,UKR007408,2022-10-14T13:21:06.09,2022-10-10,1,Time Unknown,Ukraine,UA,UKR,2022-10-10T23:15:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
1,7407,UKR007407,2022-10-14T13:20:36.19,2022-10-10,1,Time Unknown,Ukraine,UA,UKR,2022-10-10T23:05:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
2,7406,UKR007406,2022-10-14T13:20:14.28,2022-10-10,1,Time Unknown,Ukraine,UA,UKR,2022-10-10T22:40:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
3,7362,UKR007362,2022-10-13T17:10:39.743,2022-10-03,1,Time Unknown,Ukraine,UA,UKR,2022-10-03T14:25:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
4,7361,UKR007361,2022-10-13T17:11:05.93,2022-09-30,1,Time Unknown,Ukraine,UA,UKR,2022-09-30T14:15:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
5,7357,UKR007357,2022-10-13T15:58:56.53,2022-09-21,1,Time Unknown,Ukraine,UA,UKR,2022-09-21T13:35:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
6,7306,UKR007306,2022-10-06T03:46:43.487,2022-09-18,1,Time Unknown,Ukraine,UA,UKR,2022-09-18T15:25:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
7,7346,UKR007346,2022-10-09T05:01:06.967,2022-09-15,1,Time Unknown,Ukraine,UA,UKR,2022-09-15T14:55:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
8,7248,UKR007248,2022-10-06T04:03:58.133,2022-09-11,1,Time Unknown,Ukraine,UA,UKR,2022-09-11T21:45:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
9,7249,UKR007249,2022-09-15T17:18:44.63,2022-09-09,1,Time Unknown,Ukraine,UA,UKR,2022-09-09T21:55:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
10,7276,UKR007276,2022-10-06T03:58:23.927,2022-09-08,1,Time Unknown,Ukraine,UA,UKR,2022-09-08T19:45:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
11,7229,UKR007229,2022-10-06T03:37:10.677,2022-09-07,1,Time Unknown,Ukraine,UA,UKR,2022-09-07T14:20:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
12,7351,UKR007351,2022-10-06T03:30:22.1,2022-09-04,1,Time Unknown,Ukraine,UA,UKR,2022-09-04T16:55:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
13,7227,UKR007227,2022-09-08T18:32:46.773,2022-09-03,1,02:00,Ukraine,UA,UKR,2022-09-03T02:00:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
14,7224,UKR007224,2022-09-08T18:30:31.55,2022-09-01,1,06:20,Ukraine,UA,UKR,2022-09-01T06:20:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
15,7222,UKR007222,2022-09-08T18:25:25.41,2022-08-31,1,Time Unknown,Ukraine,UA,UKR,2022-08-31T11:45:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
16,7294,UKR007294,2022-10-06T03:40:31.763,2022-08-30,1,Time Unknown,Ukraine,UA,UKR,2022-08-30T12:50:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,YES,NO,,Secondary,,0,0,0,0,0,0
17,7228,UKR007228,2022-09-08T18:02:20.143,2022-08-29,1,Time Unknown,Ukraine,UA,UKR,2022-08-29T19:10:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
18,7369,UKR007369,2022-10-13T15:57:16.533,2022-08-29,1,Time Unknown,Ukraine,UA,UKR,2022-08-29T18:35:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,YES,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
19,7368,UKR007368,2022-10-13T15:57:51.66,2022-08-29,1,Time Unknown,Ukraine,UA,UKR,2022-08-29T18:20:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
20,7213,UKR007213,2022-09-08T18:30:13.533,2022-08-28,1,Time Unknown,Ukraine,UA,UKR,2022-08-28T23:00:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
21,7226,UKR007226,2022-09-08T18:01:18.963,2022-08-28,1,Time Unknown,Ukraine,UA,UKR,2022-08-28T18:25:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
22,7220,UKR007220,2022-09-08T18:19:00.663,2022-08-28,1,Time Unknown,Ukraine,UA,UKR,2022-08-28T11:30:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
23,7221,UKR007221,2022-09-08T18:21:25.167,2022-08-25,1,Time Unknown,Ukraine,UA,UKR,2022-08-25T11:40:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
24,7231,UKR007231,2022-09-15T09:57:49.063,2022-08-25,1,04:10,Ukraine,UA,UKR,2022-08-25T04:10:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Tertiary,Secondary and Primary,0,0,0,0,0,0
25,7225,UKR007225,2022-09-08T18:32:21.867,2022-08-24,1,Time Unknown,Ukraine,UA,UKR,2022-08-24T18:15:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
26,7230,UKR007230,2022-09-15T09:58:58.26,2022-08-22,1,04:20,Ukraine,UA,UKR,2022-08-22T04:20:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Tertiary,Secondary and Primary,0,0,0,0,0,0
27,7293,UKR007293,2022-10-06T03:47:50.683,2022-08-15,1,Time Unknown,Ukraine,UA,UKR,2022-08-15T12:35:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
28,7223,UKR007223,2022-09-08T18:27:48.263,2022-08-11,1,Time Unknown,Ukraine,UA,UKR,2022-08-11T12:20:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
29,7215,UKR007215,2022-09-07T08:21:11.903,2022-08-11,1,Time Unknown,Ukraine,UA,UKR,2022-08-11T11:00:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
30,7257,UKR007257,2022-09-15T10:00:02.557,2022-08-09,1,Time Unknown,Ukraine,UA,UKR,2022-08-09T16:00:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
31,7349,UKR007349,2022-10-09T05:06:33.117,2022-08-02,1,Time Unknown,Ukraine,UA,UKR,2022-08-02T16:00:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
32,7283,UKR007283,2022-10-06T03:51:45.13,2022-08-01,1,Time Unknown,Ukraine,UA,UKR,2022-08-01T22:50:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
33,7057,UKR007057,2022-08-10T07:49:14.033,2022-08-01,1,Time Unknown,Ukraine,UA,UKR,2022-08-01T21:00:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,YES,NO,NO,,Other,Emergency Medical Hospital,0,0,0,0,0,0
34,7350,UKR007350,2022-10-06T03:30:38.277,2022-08-01,1,Time Unknown,Ukraine,UA,UKR,2022-08-01T16:35:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
35,7292,UKR007292,2022-10-06T03:48:14.57,2022-07-31,1,Time Unknown,Ukraine,UA,UKR,2022-07-31T12:30:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
36,7274,UKR007274,2022-10-06T03:59:15.407,2022-07-30,1,Time Unknown,Ukraine,UA,UKR,2022-07-30T19:35:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
37,7045,UKR007045,2022-07-31T06:23:09.45,2022-07-28,1,Time Unknown,Ukraine,UA,UKR,2022-07-28T22:25:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
38,7250,UKR007250,2022-09-15T17:10:40.18,2022-07-28,1,Time Unknown,Ukraine,UA,UKR,2022-07-28T22:15:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
39,7193,UKR007193,2022-08-31T06:54:17.623,2022-07-27,1,Time Unknown,Ukraine,UA,UKR,2022-07-27T17:55:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,and Secondary,0,0,0,0,0,0
40,7360,UKR007360,2022-10-13T17:11:19.583,2022-07-27,1,Time Unknown,Ukraine,UA,UKR,2022-07-27T14:10:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
41,7265,UKR007265,2022-10-06T04:02:17.993,2022-07-25,1,Time Unknown,Ukraine,UA,UKR,2022-07-25T22:15:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
42,7192,UKR007192,2022-08-31T06:53:02.627,2022-07-25,1,Time Unknown,Ukraine,UA,UKR,2022-07-25T17:45:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Other,Center of Emergency Medical Aid and Disaster Medicine,0,0,0,0,0,0
43,7255,UKR007255,2022-09-15T17:13:58.567,2022-07-25,1,Time Unknown,Ukraine,UA,UKR,2022-07-25T15:45:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
44,7370,UKR007370,2022-10-13T17:09:25.34,2022-07-20,1,Time Unknown,Ukraine,UA,UKR,2022-07-20T18:55:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
45,7267,UKR007267,2022-10-06T04:01:25.79,2022-07-19,1,Time Unknown,Ukraine,UA,UKR,2022-07-19T22:55:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
46,7266,UKR007266,2022-10-06T04:02:03.07,2022-07-19,1,Time Unknown,Ukraine,UA,UKR,2022-07-19T22:25:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
47,7191,UKR007191,2022-08-31T06:53:57.57,2022-07-18,1,Time Unknown,Ukraine,UA,UKR,2022-07-18T17:40:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Other,Blood Transfusion Station,0,0,0,0,0,0
48,7188,UKR007188,2022-09-02T09:52:51.51,2022-07-17,1,Time Unknown,Ukraine,UA,UKR,2022-07-17T15:05:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
49,7187,UKR007187,2022-09-02T09:39:12.307,2022-07-16,1,Time Unknown,Ukraine,UA,UKR,2022-07-16T14:55:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
50,7190,UKR007190,2022-09-02T09:58:12.047,2022-07-16,1,05:00,Ukraine,UA,UKR,2022-07-16T05:00:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Other,Blood Transfusion Station,0,0,0,0,0,0
51,7269,UKR007269,2022-10-06T03:59:52.757,2022-07-15,1,Time Unknown,Ukraine,UA,UKR,2022-07-15T23:15:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
