measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower,date
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1990,0.8295887507715036,0.9316854614494208,0.7225838143916852,1990-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1991,0.8414864354257886,0.944781351622881,0.7357326411649995,1991-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1992,0.8358385324104975,0.9402218130077544,0.728072642337918,1992-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1993,0.8483334000233278,0.9449927419917472,0.7503372175731114,1993-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1994,0.8632959591439331,0.9725163553989908,0.7686243402048417,1994-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1995,0.9035123012391824,1.0223301964098943,0.7988534843203959,1995-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1996,0.8752354388096774,1.0214035711982292,0.7761635256046334,1996-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1997,0.8638903782307852,0.9959912191816356,0.7647468493599485,1997-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1998,0.8651598357905875,0.9924813754422408,0.7644903250038834,1998-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1999,0.8574489480709429,0.984110933462576,0.7726318655175531,1999-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2000,0.8298257462446852,0.9526379422578792,0.7468730202158071,2000-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2001,0.8006964509732273,0.9285826086131816,0.7154758528011687,2001-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2002,0.7605619187108487,0.8937559731898083,0.6847963908643734,2002-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2003,0.7376065653115308,0.8626744291498114,0.6665602660638765,2003-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2004,0.6896860941161402,0.8217294285301421,0.6315711314542604,2004-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2005,0.6582775437731087,0.7808909589376023,0.6007574240868447,2005-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2006,0.6352281114423171,0.750115496128982,0.5771887940609668,2006-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2007,0.6188066567300388,0.7172369772921046,0.5664913163986622,2007-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2008,0.5995531863976012,0.7026229087319783,0.5496851037362507,2008-01-01
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,2009,0.5901546821569275,0.6992169844837092,0.5362307146270586,2009-01-01
