,stock_number,item,quantity,value,year
11,2320-DS-PIC-KUP0,PICKUP,17,404489.0,34323
12,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,4,74480.0,8076
13,2320-DS-VAN-0001,"VAN, COMMERCIAL",3,73265.0,6058
9,2320-01-333-9513,"TRUCK,STAKE",1,52270.0,2019
8,2320-01-250-7367,"TRUCK,STAKE",1,38530.0,2019
7,2320-01-215-7631,"TRUCK,VAN",1,33082.0,2019
25,5180-01-467-4685,"TOOL KIT,PIONEER SQUAD LAND CLEARING AND BUILDING ERECTION",5,30359.0,4039
6,2320-00-892-5938,"TRUCK,CARGO",1,27290.0,2019
10,2320-01-448-0626,"TRUCK,CARRYALL",1,27070.0,2019
32,6635-01-513-1122,"SCANNER,X-RAY,BAGGAGE",1,17500.0,2019
29,6230-01-466-5315,FLOODLIGHT ASSEMBLY,2,15000.0,2019
5,2320-00-811-6869,"TRUCK,CARGO",1,10436.0,2019
24,4910-01-545-9481,"MOUNTER AND DEMOUNTER,PNEUMATIC TIRE",1,10428.0,2020
17,3990-DS-MHE-MISC,MISC MATERIALS HANDLING EQUIPMENT,1,8000.0,2019
49,8145-01-611-3567,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,6875.0,2020
40,7490-01-395-3263,"SHREDDING MACHINE,PAPER",1,6613.0,2019
16,3750-DS-LAW-NRID,"LAWN MOWER, RIDING",1,3000.0,2019
30,6515-01-586-0267,"MASK,RESPIRATOR",412,1917.0,10095
31,6530-DS-HOS-PCHR,HOSPITAL CHAIR,2,1725.0,2020
3,1095-01-550-7885,"RACK,STORAGE,SMALL ARMS",2,1624.0,2019
4,1095-01-550-7890,"RACK,STORAGE,SMALL ARMS",2,1548.0,2019
45,7910-DS-BUF-FER0,BUFFER,4,1508.0,2019
2,1095-01-550-5431,"RACK,STORAGE,SMALL ARMS",4,1226.0,2019
1,1095-01-523-4304,"RACK,STORAGE,SMALL ARMS",7,1127.0,2019
44,7830-DS-REC-GYME,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,1000.0,2020
34,6730-DS-OVE-RHEA,OVERHEAD PROJECTOR,1,700.0,2019
23,4910-01-353-9944,"WASHER,PRESSURE,PORTABLE",2,563.0,2019
19,4110-DS-REF-RIG0,REFRIGERATOR,3,400.0,2019
64,9320-01-308-5279,"RUBBER SHEET,SOLID",1,367.0,2020
37,6910-01-560-2779,"TRAINING AID,SMALL ARMS WEAPON",46,350.0,4038
15,3510-DS-WAS-HER6,CLOTHES WASHER,3,300.0,2019
39,7310-DS-STO-VE00,STOVE,3,300.0,2019
14,3510-DS-DRY-ER00,CLOTHES DRYER,1,300.0,2019
61,8460-DS-CAS-ELAP,LAPTOP CASE,32,248.0,2020
43,7690-01-462-6269,"SIGNS,REFLECTIVE   ",2,219.0,2019
60,8430-01-565-6523,"BOOTS,HOT WEATHER",2,199.0,4040
36,6760-01-491-2838,"CASE,PHOTOGRAPHIC EQUIPMENT",32,183.0,2020
35,6760-01-491-2827,"CASE,PHOTOGRAPHIC EQUIPMENT",2,155.0,2020
27,5836-01-665-1981,"CASE,CAMERA",2,147.0,2020
18,4010-00-777-7804,"WIRE ROPE ASSEMBLY,SINGLE LEG",1,147.0,2018
20,4140-00-961-5480,"FAN,CIRCULATING",8,143.0,2019
38,7045-01-454-9332,"CASE,LAPTOP COMPUTER",3,133.0,2019
59,8430-00-782-3103,"BOOTS,COMBAT",4,116.0,4040
52,8415-01-158-9450,"GLOVES,ELECTRICAL WORKERS",4,107.0,2020
47,8110-00-030-7780,"DRUM,SHIPPING AND STORAGE",30,76.0,2019
0,1005-DS-SWE-PASC,WEAPON ACCESSORIES,16,75.0,2019
55,8430-00-186-7008,"BOOTS,COMBAT",1,65.0,2020
56,8430-00-186-7046,"BOOTS,COMBAT",3,58.0,2020
58,8430-00-782-3079,"BOOTS,COMBAT",1,58.0,2020
57,8430-00-186-7092,"BOOTS,COMBAT",1,58.0,2020
53,8430-00-186-6898,"BOOTS,COMBAT",1,58.0,2020
54,8430-00-186-6961,"BOOTS,COMBAT",1,58.0,2020
22,4240-01-429-2685,"RESPIRATOR,PARTICULATE",11,50.0,2019
21,4140-DS-FAN-0000,FAN,2,45.0,2020
42,7530-01-418-1314,"FOLDER,FILE",18,34.0,2020
63,8465-DS-BAG-0002,INDIVIDUAL BAG,30,30.0,2019
28,5975-01-578-1385,"STRAP,TIE DOWN,ELECTRICAL COMPONENTS",4,27.0,2020
62,8465-01-117-8699,"BAG,DUFFEL",118,23.0,2019
51,8405-00-935-3257,"PONCHO,WET WEATHER",5,19.0,2019
41,7510-01-495-0694,"BINDER,LOOSE-LEAF",25,16.0,2020
50,8340-DS-TAR-P000,TARP,5,10.0,2020
48,8135-00-754-2692,"WRAP,PLASTIC FILM  ",10,8.0,2019
46,7920-00-240-6358,"BRUSH,DUSTING,BENCH",38,2.0,2020
33,6665-DS-DET-ECTA,DETECTORS DEMIL A,5,0.0,2020
26,5820-01-576-0021,RADIO SET,26,0.0,4038
