,stock_number,item,quantity,value,year
88,1385-01-593-6219,PACKBOT 510 WITH FASTAC REMOTELY CONTROLLED VEHICLE,84,6468000.0,169428
165,2355-01-596-1330,MINE RESISTANT VEHICLE,6,3450000.0,12114
166,2355-01-623-0967,MINE RESISTANT VEHICLE,3,2302080.0,6057
163,2355-01-553-4634,MINE RESISTANT VEHICLE,2,1316000.0,4034
164,2355-01-570-7996,MINE RESISTANT VEHICLE,2,990000.0,4037
648,5855-01-505-1442,"IMAGE INTENSIFIER,NIGHT VISION",12,792000.0,24204
161,2350-01-281-6451,"CARRIER,CARGO",6,755814.0,12112
86,1385-01-590-0772,"UNMANNED VEHICLE,GROUND",2,627658.0,4036
688,5895-01-591-9081,TACTICAL EXPLOITATION SYSTEM,1,449938.0,2019
682,5855-01-657-6986,"VIEWER,NIGHT VISION",18,410832.0,36342
74,1367-01-561-5278,"CAPABILITIES SET,NON-LETHAL",1,401038.0,2019
253,3930-DS-FOR-KLIF,FORKLIFT,6,391368.0,12116
637,5855-01-432-0524,"VIEWER,NIGHT VISION",101,364307.0,203917
643,5855-01-474-8903,"SIGHT,NIGHT VISION SNIPERSCOPE",15,331890.0,30300
82,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",1,298861.0,2017
83,1385-01-573-6046,"TRAILER,TRANSPORT,TOTAL CONTAINMENT BOMB DISPOSAL",1,284528.0,2019
167,2360-01-576-8653,"UNMANNED VEHICLE,GROUND",19,241387.0,38323
957,6545-01-598-4589,MES GROUND AMBULANCE,13,189716.0,10095
162,2350-01-575-0646,"UNMANNED VEHICLE,GROUND",1,187312.0,2017
149,2320-01-447-3890,"TRUCK,CARGO",1,184333.0,2019
119,1615-01-143-5630,"HUB ASSEMBLY,MAIN ROTOR",1,178620.0,2018
350,4940-01-110-9560,"ELECTRONIC SHOP,SH",1,165575.0,2018
150,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,5,163987.0,10098
147,2310-01-380-8225,"TRUCK,AMBULANCE",1,142918.0,2020
739,6117-01-598-1836,GROUND RENEWABLE EX,3,116000.0,4038
1006,6910-01-552-5785,"MANIKIN,RESUSCITATION TRAINING",3,112980.0,6060
738,6115-DS-GEN-ERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",8,109000.0,6058
675,5855-01-583-6496,THERMAL IMAGING SYSTEM,1,103000.0,2019
735,6115-01-462-0291,"GENERATOR SET,DIESEL ENGINE",4,100292.0,8076
152,2330-01-458-6865,"SEMITRAILER,LOW BED",3,99468.0,6057
353,4940-DS-MSC-REPE,MISC MAINTENANCE AND REPAIR SHOP,10,99110.0,18172
183,2840-01-342-9017,ROTOR TURBINE GAS E,2,88831.0,2019
148,2320-01-380-8233,"TRUCK,UTILITY",1,88634.0,2019
153,2330-DS-TRA-ILE1,TRAILER,10,79410.0,20192
193,2915-01-364-8331,"BODY,VALVE",5,73680.0,10095
127,1615-01-481-6953,"HUB,ROTOR,HELICOPTER",1,73599.0,2019
