,stock_number,item,quantity,value,year
57,2355-01-570-7996,MINE RESISTANT VEHICLE,2,990000.0,4038
56,2355-01-562-6152,MINE RESISTANT VEHICLE,1,689000.0,2019
39,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",1,298861.0,2019
36,1385-01-478-3714,"UNMANNED VEHICLE,GROUND",2,279006.0,4038
59,2410-01-451-4048,"TRACTOR,FULL TRACKED,LOW SPEED",1,245275.0,2019
70,3810-01-205-2716,"CRANE,WHEEL MOUNTED",1,210857.0,2019
43,2310-01-111-2274,"TRUCK,AMBULANCE",2,192932.0,4038
37,1385-01-521-8467,ALTERNATE CONTROL SYSTEM,3,145500.0,6057
68,3805-01-525-7376,"GRADER,ROAD,MOTORIZED",1,120512.0,2019
46,2320-00-463-4580,"TRUCK,MAINTENANCE",1,99120.0,2019
47,2320-01-346-9317,"TRUCK,UTILITY",1,91429.0,2018
84,4940-01-105-0760,PLATFORM LIFT,1,90000.0,2019
58,2410-01-223-0350,"TRACTOR,FULL TRACKED,LOW SPEED",1,87683.0,2019
40,1385-01-593-6219,PACKBOT 510 WITH FASTAC REMOTELY CONTROLLED VEHICLE,1,77000.0,2019
85,4940-01-266-5959,"SERVICING PLATFORM,SELF-PROPELLED",1,69500.0,2019
113,6115-01-317-2134,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",4,63192.0,4038
75,3930-DS-FOR-KLIF,FORKLIFT,3,62643.0,6057
60,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",2,49840.0,4040
82,4240-01-664-8648,"SHIELD,BALLISTIC",3,47677.0,6057
41,1385-DS-ROB-TEOD,EOD ROBOT,1,45238.0,2019
72,3895-DS-MIS-CCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,1,44804.0,2019
106,5860-01-350-8551,LASER-INFRARED OBSERVATION SET,2,44030.0,4034
66,3750-DS-LAN-DSCP,GARDENING IMPLEMENTS AND TOOLS,6,42084.0,12115
38,1385-01-521-8473,INTEGRATED OPERATOR CONTROL SYSTEM,2,36517.0,2019
44,2310-01-623-1545,"UTILITY VEHICLE,OFF ROAD",4,32000.0,2020
105,5855-DS-THR-MIMG,THERMAL IMAGINING EQUIPMENT,11,27859.0,22220
69,3805-DS-EAR-THMO,EARTH MOVING AND EXCAVATING EQUIPMENT,3,27581.0,6057
112,6115-01-274-7390,"GENERATOR SET,DIESEL ENGINE",1,25073.0,2019
65,3695-DS-MIS-CIND,MISCELLANEOUS SPECIAL INDUSTRY MACHINERY,1,24000.0,2019
127,6515-01-582-4060,"RECORDER SYSTEM,DEFIBRILLATOR-MONITOR",1,23377.0,2020
96,5450-DS-MSC-PREF,MISCELLANEOUS PREFABRICATED STRUCTURES,1,22859.0,2019
74,3930-01-178-0954,"TRUCK,LIFT,FORK",1,21313.0,2019
98,5855-01-490-6798,"VIEWER,NIGHT VISION",1,20607.0,2017
25,1240-01-504-2221,"RANGE FINDER,LASER",2,20501.0,2017
73,3920-DS-MHE-NSPP,"MATERIAL HANDLING EQUIP, NONSELF-PROPEL",1,20274.0,2019
55,2340-DS-MUL-E000,MULE,1,16650.0,2019
42,2310-00-067-6727,"AUTOMOBILE,SEDAN",1,16400.0,2020
48,2330-DS-TRA-ILE1,TRAILER,4,15708.0,6057
140,7010-01-616-7730,TOUGHBOOK LAPTOP,26,14481.0,6058
64,3417-01-217-7907,ENGRAVING SYSTEM,1,13230.0,2020
111,6115-01-274-7387,"GENERATOR SET,DIESEL ENGINE",1,12798.0,2019
52,2340-01-612-1726,ALL TERRAIN VEHICLE WHEELED,2,12299.0,2019
142,7021-01-598-0110,"COMPUTER,DIGITAL",1,10888.0,2020
143,7021-01-598-0121,"COMPUTER,DIGITAL",2,10888.0,2020
67,3750-DS-LAW-NRID,"LAWN MOWER, RIDING",2,10100.0,2020
108,5895-DS-CON-TRO1,CONTROLLER,1,10000.0,2019
51,2340-01-525-3088,ALL TERRAIN VEHICLE WHEELED,1,9652.0,2019
3,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",12,8988.0,24204
92,5180-01-585-4400,HOOK AND LINE KIT,2,8538.0,2019
88,5180-01-447-2199,"TOOL KIT,CARPENTERS",1,8116.0,2019
45,2310-DS-PAS-SMOT,PASSENGER MOTOR VEHICLES,2,7395.0,2019
14,1005-01-626-1714,RED DOT SIGHT,4,7116.0,2019
