,stock_number,item,quantity,value,year
23,2310-01-111-2274,"TRUCK,AMBULANCE",10,964660.0,20189
39,2355-01-623-0967,MINE RESISTANT VEHICLE,1,767360.0,2019
38,2355-01-581-2392,MINE RESISTANT VEHICLE,2,705421.0,2020
20,1385-01-593-6219,PACKBOT 510 WITH FASTAC REMOTELY CONTROLLED VEHICLE,3,231000.0,6054
28,2320-01-413-3739,"TRUCK,UTILITY",1,192513.0,2017
29,2320-01-447-6343,"TRUCK,CARGO",1,176428.0,2020
116,5855-01-138-4749,"IMAGE INTENSIFIER,NIGHT VISION",10,107470.0,20180
26,2320-01-327-3093,"TRUCK,CONVEYORBED",1,100000.0,2020
27,2320-01-380-8604,"TRUCK,UTILITY",1,89900.0,2019
126,5855-DS-THR-MCAM,THERMAL CAMERA,5,86625.0,10095
30,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,2,60793.0,4038
40,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",2,57001.0,4039
59,3930-DS-FOR-KLIF,FORKLIFT,2,48000.0,4038
117,5855-01-433-3157,"IMAGE INTENSIFIER,NIGHT VISION",7,44744.0,14119
18,1375-98-206-5633,"FIRING DEVICE SET,DEMOLITION",5,43260.0,2019
34,2340-DS-CAR-T000,"CART, MOTORIZED",1,37706.0,2020
130,5930-01-575-7056,"NETWORK SWITCH,ATM",10,34907.0,2019
24,2310-01-623-1545,"UTILITY VEHICLE,OFF ROAD",3,32000.0,2019
2,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",41,30709.0,82697
58,3930-01-384-5310,"TRUCK,LIFT,FORK",1,22852.0,2020
32,2330-DS-TRA-ILE1,TRAILER,2,21700.0,4040
22,1940-01-668-1338,"WING,INFLATABLE WATERCRAFT",3,20307.0,2020
137,6115-01-285-3012,"GENERATOR SET,DIESEL ENGINE",5,19844.0,4039
25,2310-DS-VAN-0000,VAN,1,19187.0,2019
135,5985-01-653-7735,"ACCESSORY KIT,ANTENNA",4,19079.0,2018
138,6115-01-332-0741,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,16256.0,2019
50,3431-DS-WEL-DER0,ELECTRIC ARC WELDING EQUIPMENT,6,12654.0,4040
102,5180-01-428-7873,"TOOL KIT,GENERAL MECHANIC'S",5,12239.0,2019
216,8145-01-465-3621,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",5,11900.0,2019
79,4940-01-488-9574,"CLEANER,PRESSURE,SOLVENT-WATER",1,10900.0,2019
211,7830-DS-REC-GYME,RECREATIONAL AND GYMNASTIC EQUIPMENT,27,10532.0,14140
19,1385-01-574-4707,"UNMANNED VEHICLE,GROUND",1,10000.0,2018
31,2330-00-838-2320,MOTOR VEH/TRLR/CYCL,2,9488.0,4038
120,5855-01-523-7713,"SIGHT,THERMAL",1,9412.0,2020
118,5855-01-448-6658,"ILLUMINATOR,INFRARED",5,9100.0,2017
207,7810-DS-ATH-SPOR,ATHLETIC AND SPORTING EQUIPMENT,7,8499.0,6060
37,2340-DS-MUL-E000,MULE,1,8200.0,2019
49,3431-01-545-9657,"WELDING MACHINE,INVERTER",7,7645.0,2019
99,5180-00-754-0644,"TOOL SET FIELD OPERATIONS,EOD TEAM",1,7246.0,2020
210,7830-DS-GYM-0000,GYM,8,6038.0,12118
36,2340-DS-MTR-CYCL,MOTORCYCLE,2,6000.0,4038
47,3040-01-620-2825,KRANKKART 24V 18L,2,5886.0,2019
188,7110-DS-DES-K001,DESK,8,5695.0,12117
212,7830-DS-TRE-ADM1,TREADMILL,1,5489.0,2019
46,2805-01-267-5047,"OUTBOARD MOTOR,GASOLINE",1,5283.0,2020
63,4110-DS-REF-RIG0,REFRIGERATOR,4,5060.0,6057
35,2340-DS-CYC-LES0,"MOTORCYCLES, MOTOR SCOOTERS, AND BICYCLE",2,5000.0,4038
165,7021-01-601-2466,"COMPUTER,DIGITAL",4,4399.0,2019
220,8415-01-394-8035,"HELMET,FLYERS",7,4380.0,10087
