,stock_number,item,quantity,value,year
50,2355-01-623-0967,MINE RESISTANT VEHICLE,2,1534720.0,4038
49,2355-01-553-4634,MINE RESISTANT VEHICLE,1,658000.0,2018
30,2320-01-380-8213,"TRUCK,UTILITY",5,387610.0,10087
22,2310-01-111-2274,"TRUCK,AMBULANCE",3,289398.0,6059
119,5835-01-315-4816,"RECORDER-REPRODUCER,SOUND",1,204250.0,2019
86,4320-01-316-6754,"PUMP,CENTRIFUGAL",1,146577.0,2018
29,2320-01-371-9584,"TRUCK,UTILITY",2,125254.0,4035
48,2340-DS-MTR-CYCL,MOTORCYCLE,1,99000.0,2018
42,2330-DS-TRA-ILE1,TRAILER,4,91104.0,6057
138,5855-01-642-4722,"RECEIVER,INFRARED",2,87465.0,4038
109,5410-DS-BUI-LDIN,PREFABRICATED AND PORTABLE BUILDINGS,3,75216.0,6057
51,2420-00-177-6868,"TRACTOR,WHEELED,INDUSTRIAL",1,67700.0,2019
142,6115-01-313-4216,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",3,66170.0,4038
26,2320-00-580-2955,"TRUCK,CARGO",2,64660.0,4039
28,2320-01-371-9583,"TRUCK,UTILITY",1,63682.0,2018
62,3805-DS-EAR-THMO,EARTH MOVING AND EXCAVATING EQUIPMENT,1,60490.0,2019
65,3825-DS-SWE-EPER,"ROAD CLEARING, CLEANING, AND MARKING",1,59425.0,2019
134,5855-01-538-7994,"VIEWER,NIGHT VISION",3,57115.0,6051
139,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",10,46980.0,20190
126,5855-01-228-0937,NIGHT VISION GOGGLE,12,42936.0,24226
31,2320-01-458-0380,"TRUCK,STAKE",1,38530.0,2020
121,5836-01-559-0725,"RECORDER,VIDEO",1,36278.0,2017
175,6720-01-591-7602,"CAMERA,RECONNAISSANCE SYSTEM",1,35272.0,2017
61,3750-DS-LAW-NRID,"LAWN MOWER, RIDING",4,33340.0,6057
41,2330-01-458-6865,"SEMITRAILER,LOW BED",1,33156.0,2019
23,2310-01-623-1545,"UTILITY VEHICLE,OFF ROAD",4,32000.0,2020
132,5855-01-528-2743,"IMAGE INTENSIFIER,NIGHT VISION",5,31960.0,10095
129,5855-01-433-3157,"IMAGE INTENSIFIER,NIGHT VISION",5,31960.0,10095
45,2340-DS-ATV-4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",3,30808.0,6057
127,5855-01-228-0939,NIGHT VISION GOGGLE,4,30484.0,8068
32,2320-01-501-5871,"TRUCK,CARRYALL",1,30000.0,2019
24,2310-DS-BUS-0000,BUS,1,27800.0,2019
82,4240-DS-SAF-ERES,SAFETY AND RESCUE EQUIPMENT,23,27618.0,6058
35,2320-DS-VAN-0001,"VAN, COMMERCIAL",1,27000.0,2019
130,5855-01-490-6600,"VIEWER,NIGHT VISION",2,26825.0,4034
52,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",3,25400.0,4040
67,3930-DS-FOR-KLIF,FORKLIFT,1,19185.0,2019
18,1367-01-561-5279,"CAPABILITIES SET,NON-LETHAL",2,19145.0,2017
143,6115-01-319-9032,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,17730.0,2019
166,6515-DS-DEF-IBRI,DEFIBRULATOR,1,17304.0,2019
128,5855-01-422-5413,"GOGGLES,NIGHTVISIO",6,16488.0,12114
117,5820-DS-RAD-TELE,"RADIO, TV COMM EQUIP, EXCEPT AIRBORNE",84,16098.0,8071
103,5180-01-467-4685,"TOOL KIT,PIONEER SQUAD LAND CLEARING AND BUILDING ERECTION",1,15179.0,2019
33,2320-DS-PIC-KUP0,PICKUP,1,15000.0,2019
83,4310-00-245-9500,"COMPRESSOR UNIT,RECIPROCATING",1,14933.0,2019
223,8145-DS-SHI-PCON,SPECIALIZED SHIPPING AND STORAGE CONTAIN,2,14000.0,4039
140,5965-01-568-2627,"HORN,LOUDSPEAKER",3,13704.0,4040
136,5855-01-571-1258,"ILLUMINATOR,INTEGRATED,SMALL ARMS",85,12588.0,24228
224,8340-01-541-7570,"PLENUM,TENT",3,12567.0,2019
43,2340-00-585-7495,"SCOOTER,MOTOR",2,12200.0,4038
38,2330-01-163-1853,"SEMITRAILER,LOW BED",1,12174.0,2020
116,5820-01-625-2776,"RECEIVER-TRANSMITTER,RADIO",6,11012.0,4038
