,stock_number,item,quantity,value,year
57,2355-01-623-0967,MINE RESISTANT VEHICLE,4,3069440.0,8076
56,2355-01-596-1330,MINE RESISTANT VEHICLE,2,1150000.0,4038
35,2320-01-413-3739,"TRUCK,UTILITY",4,770052.0,8068
54,2355-01-562-6152,MINE RESISTANT VEHICLE,1,689000.0,2019
53,2355-01-553-4634,MINE RESISTANT VEHICLE,1,658000.0,2017
55,2355-01-576-8862,"CAR,ARMORED,MINE DISPOSAL",1,585453.0,2019
27,2310-01-111-2274,"TRUCK,AMBULANCE",3,289398.0,6055
85,3930-DS-FOR-KLIF,FORKLIFT,3,251897.0,6059
38,2320-01-566-7916,SPECIAL PURPOSE VEH,1,200000.0,2019
26,1385-DS-ROB-TEOD,EOD ROBOT,4,180952.0,8072
34,2320-01-380-8604,"TRUCK,UTILITY",2,179800.0,4037
159,5855-01-398-6167,"IMAGE INTENSIFIER TUBE,NIGHT VISION",14,177688.0,28252
58,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",2,155781.0,4038
181,5855-DS-THR-MIMG,THERMAL IMAGINING EQUIPMENT,13,140528.0,26246
52,2350-01-554-8159,"UNMANNED VEHICLE,GROUND",1,120000.0,2020
156,5855-01-228-0937,NIGHT VISION GOGGLE,26,93028.0,52448
33,2320-01-346-9317,"TRUCK,UTILITY",1,91429.0,2018
162,5855-01-433-3157,"IMAGE INTENSIFIER,NIGHT VISION",13,83096.0,26231
40,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,1,81925.0,2019
228,6910-DS-TRA-INAI,TRAINING AIDS,22,81858.0,6060
45,2330-DS-TRA-ILE1,TRAILER,5,66358.0,10098
31,2320-01-215-7631,"TRUCK,VAN",2,66164.0,4040
167,5855-01-523-7713,"SIGHT,THERMAL",7,65884.0,14120
30,2320-01-107-7153,"TRUCK,UTILITY",1,63894.0,2017
36,2320-01-456-1282,"TRUCK,UTILITY",1,46983.0,2017
15,1095-01-543-2189,"FIRING DEVICE,NON-LETHAL",116,46032.0,96859
32,2320-01-250-7367,"TRUCK,STAKE",1,38530.0,2019
48,2340-DS-ATV-GATO,"ALL TERRAIN VEHICLE, AG/BVUS",2,36000.0,4038
168,5855-01-524-4314,"SIGHT,THERMAL",3,35997.0,6054
252,8145-01-465-3621,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",6,35701.0,6057
139,5180-01-516-1429,"TOOL KIT,CARPENTERS",1,35000.0,2019
111,4910-DS-VEH-MAIN,MOTOR VEHICLE MAINTENANCE AND REPAIR,4,35000.0,2020
163,5855-01-474-8904,"SIGHT,NIGHT VISION SNIPERSCOPE",6,31884.0,12108
37,2320-01-528-5328,"TRUCK,MAINTENANCE",1,31626.0,2019
280,8465-01-569-8802,"KIT,MODERN COMBATIVES",2,28828.0,4036
47,2340-DS-ATV-4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",4,28410.0,8076
227,6760-01-613-4422,THROWBOT XT AUDIO K,2,27900.0,4036
43,2330-01-175-7379,"SEMITRAILER,VAN",1,27591.0,2019
51,2340-DS-MUL-E000,MULE,2,26321.0,4038
193,6115-01-413-3818,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,25757.0,2019
178,5855-01-582-3974,THERMAL IMAGING SYSTEM,5,25515.0,10095
170,5855-01-533-0940,"SIGHT,NIGHT VISION SNIPERSCOPE",5,25000.0,10090
160,5855-01-419-9429,"IMAGE INTENSIFIER,NIGHT VISION",2,24868.0,4034
81,3805-DS-EAR-THMO,EARTH MOVING AND EXCAVATING EQUIPMENT,2,24000.0,4038
84,3930-01-052-5219,"TRUCK,LIFT,FORK",1,23350.0,2019
147,5411-DS-SHE-LTER,RIGID WALL SHELTERS,2,23000.0,4038
279,8465-01-518-1441,"KIT,FSBE,INDIVIDUAL A",33,20279.0,6054
75,3510-DS-WAS-HER6,CLOTHES WASHER,1,20000.0,2019
174,5855-01-555-9600,"VIEWER,NIGHT VISION",1,19125.0,2019
80,3770-01-630-7307,MWD WORLDWIDE DEPLOYABLE KENNEL SYSTEM,2,18464.0,4038
42,2330-00-899-7528,"SEMITRAILER,LOW BED",1,18235.0,2019
23,1240-01-644-9166,"SIGHT,BORE,OPTICAL",71,17050.0,22198
39,2320-DS-PIC-KUP0,PICKUP,1,17000.0,2020
192,6115-01-332-0741,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,16256.0,2019
175,5855-01-577-5764,"SIGHT,NIGHT VISION SNIPERSCOPE",2,15318.0,4034
256,8150-01-527-2880,"CONTAINER,FREIGHT,UTILITY",1,15316.0,2019
219,6625-01-259-1060,"ANALYZER,SPECTRUM",1,15105.0,2018
281,8465-01-569-8803,"KIT,MODERN COMBATIVES",1,14426.0,2019
145,5411-00-117-2868,"SHELTER,NONEXPANDABLE",1,14000.0,2020
190,6115-01-274-7387,"GENERATOR SET,DIESEL ENGINE",1,12798.0,2019
28,2310-DS-PAS-SMOT,PASSENGER MOTOR VEHICLES,1,12692.0,2019
166,5855-01-523-7707,"SIGHT,THERMAL",2,12432.0,4036
77,3750-00-063-5852,"MOWER,LAWN,TRACTOR PROPELLED",2,12119.0,4038
50,2340-DS-MTR-CYCL,MOTORCYCLE,1,12000.0,2019
202,6230-01-439-3732,"FLOODLIGHT SET,ELECTRIC",1,12000.0,2020
253,8145-01-465-4187,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,11890.0,2019
180,5855-01-632-8524,"CMERA,5000C",1,11605.0,2017
133,5180-00-596-1474,"TOOL KIT,REFRIGERATION EQUIPMENT",2,11376.0,4038
71,2920-DS-GEN-ERA0,GENERATOR,2,10968.0,4040
191,6115-01-275-5061,"GENERATOR SET,DIESEL ENGINE",1,10700.0,2019
76,3740-00-925-9598,"SPRAYER,PESTICIDE,TRAILER MOUNTED",1,10652.0,2017
135,5180-01-333-1034,"TOOL KIT,GENERAL MECHANICS",3,10335.0,2019
86,3930-DS-WHS-ETRA,"WAREHOUSE TRUCKS AND TRACTORS, SELF-PROP",1,10275.0,2019
63,2540-DS-VEH-FNDD,"VEHICULAR FURNITURE, ACCESSO DEMIL D",1,10000.0,2017
25,1385-01-574-4707,"UNMANNED VEHICLE,GROUND",1,10000.0,2018
46,2340-01-525-3088,ALL TERRAIN VEHICLE WHEELED,1,9652.0,2019
165,5855-01-504-4589,"IMAGE INTENSIFIER TUBE,NIGHT VISION",4,9036.0,8072
44,2330-01-387-5443,"TRAILER,CARGO",1,8954.0,2019
73,3431-01-441-2195,"WELDING MACHINE,ARC",1,8260.0,2020
179,5855-01-611-2796,"SIGHT,THERMAL",1,7017.0,2019
59,2520-01-489-0850,"TRANSMISSION,HYDRAULIC,VEHICULAR",1,7007.0,2019
109,4910-01-620-3116,MAINTENANCE KIT,6,6995.0,4040
113,4940-01-542-3324,"CLEANER,PRESSURE,SOLVENT-WATER",1,6704.0,2019
232,7021-01-538-4247,"COMPUTER,DIGITAL",10,6657.0,2018
16,1240-01-411-1265,"SIGHT,REFLEX",119,6420.0,40360
29,2320-01-009-6194,"TRUCK,CARGO",1,6337.0,2020
101,4240-01-518-4626,"BARRIER,VEHICLE ARRESTING,PORTABLE",3,6227.0,2017
136,5180-01-447-2200,"TOOL KIT,CARPENTERS",2,6051.0,4038
146,5411-01-522-4821,"HVASC,SUPPLY,GREEN",1,6047.0,2020
251,8145-01-422-9695,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,5539.0,2019
140,5180-01-550-0145,"TOOL KIT,LINEMANS",6,5500.0,4039
137,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",12,5340.0,6059
195,6115-01-435-1565,"GENERATOR SET,DIESEL ENGINE",1,5262.0,2019
245,7830-DS-TRE-ADM1,TREADMILL,1,5191.0,2019
72,3431-00-847-3545,"TORCH OUTFIT,WELDING,GAS SHIELDED ARC",1,5188.0,2019
258,8340-01-334-7529,TENT,1,5148.0,2019
186,5965-01-619-0258,HEADSET-MICROPHONE,19,5074.0,4038
41,2330-00-838-2320,MOTOR VEH/TRLR/CYCL,1,4744.0,2019
74,3431-01-565-8079,"WELDING MACHINE,ARC",1,4574.0,2019
189,6115-00-017-8237,"GENERATOR SET,GASOLINE ENGINE",1,4491.0,2019
141,5180-01-571-3291,"TOOL KIT,PIPEFITTERS",1,4356.0,2019
172,5855-01-534-5931,"ILLUMINATOR,INTEGRATED,SMALL ARMS",155,4350.0,10091
231,7010-01-618-9344,"COMPUTER SYSTEM,DIGITAL",4,4073.0,2018
83,3895-DS-MIS-CCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,3,3873.0,6057
106,4520-00-199-1627,"HEATER,PORTABLE,ELE",1,3786.0,2019
154,5820-01-549-6407,"RECEIVER-TRANSMITTER,RADIO",14,3760.0,2017
177,5855-01-579-6564,"ILLUMINATOR,INTEGRATED,SMALL ARMS",6,3711.0,2018
134,5180-00-596-1546,"TOOL KIT,PIONEER,ENGINEERS",3,3657.0,2019
148,5430-DS-TAN-KFUE,FUEL STORAGE TANKS,2,3421.0,2019
257,8340-00-782-3232,TENT,9,3387.0,2019
194,6115-01-416-6295,"GENERATOR SET,DIESEL ENGINE",1,3366.0,2019
61,2530-01-576-5896,"WHEEL,PNEUMATIC TIRE",1,3225.0,2020
155,5820-01-572-6748,"RECEIVER-TRANSMITTER,RADIO",12,3180.0,2017
78,3750-DS-LAN-DSCP,GARDENING IMPLEMENTS AND TOOLS,1,3000.0,2019
229,7010-01-504-2352,"COMPUTER SYSTEM,DIGITAL",2,3000.0,2017
206,6230-DS-LIG-HT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",9,2991.0,4038
49,2340-DS-CAR-T000,"CART, MOTORIZED",2,2572.0,4040
108,4910-00-279-0629,"BALANCER,VEHICLE WHEEL",1,2524.0,2019
243,7730-DS-TEL-EVI3,"TELEVISION, PERSONAL/HOME USE",6,2494.0,6057
198,6130-01-495-2839,"CHARGER,BATTERY",2,2411.0,2020
182,5895-01-518-8865,"KIT,DUAL,COM,LF,RG",14,2348.0,4036
94,4140-DS-FAN-0000,FAN,1,2250.0,2019
157,5855-01-328-3540,"IMAGE INTENSIFIER TUBE,NIGHT VISION",1,2218.0,2018
207,6310-DS-TRA-FFIC,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,2,2060.0,4040
173,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",71,2028.0,4035
255,8145-01-540-4447,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",8,2000.0,2019
149,5440-DS-LAD-DER2,"LADDER, SCAFFOLDING",18,2000.0,8080
235,7035-DS-STA-NDAR,"STAND, COMPUTER",1,2000.0,2020
62,2540-01-434-8598,"COVER,FITTED,VEHICULAR CAB",1,1990.0,2019
200,6230-00-299-5879,"FLOODLIGHT SET,ELECTRIC",2,1975.0,2020
96,4220-01-608-4504,DIVERS SUIT,17,1777.0,2019
6,1005-01-457-4015,"CONVERSION KIT,RIFLE",24,1752.0,6056
138,5180-01-506-8287,"TOOL KIT,SMALL ARMS",1,1711.0,2019
199,6130-01-502-3023,"CHARGER,BATTERY",1,1705.0,2019
196,6115-DS-GEN-ERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",6,1600.0,6057
110,4910-DS-PRE-SSUR,PRESSURE WASHER,2,1558.0,4038
67,2541-01-435-9692,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,1536.0,2017
221,6650-01-593-3671,BORESCOPE KIT,5,1500.0,2019
69,2541-01-555-4878,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",3,1419.0,2019
230,7010-01-598-8377,"COMPUTER SYSTEM,DIGITAL",1,1237.0,2017
203,6230-01-519-0393,"CASE,LIGHT SET",2,1218.0,2019
