,stock_number,item,quantity,value,year
286,6910-01-607-7818,"TRAINING SYSTEM,DIS",2,1003228.0,4034
291,6930-01-576-4027,"RECONGIURABLE VEHICLE SIMULATOR,SEMITRAILER",1,950000.0,2020
105,2355-01-623-0967,MINE RESISTANT VEHICLE,1,767360.0,2019
104,2355-01-581-2392,MINE RESISTANT VEHICLE,1,705421.0,2020
103,2355-01-562-6146,MINE RESISTANT VEHICLE,1,689000.0,2017
102,2355-01-529-2246,MINE RESISTANT VEHICLE,2,600000.0,4038
86,2320-01-413-3739,"TRUCK,UTILITY",3,577539.0,6052
106,2355-DS-COM-BTV2,ONLY COMPLETE COMBAT/ASSAULT/TACTICAL WHEELED VEHICLES,1,427000.0,2019
313,7360-01-473-3408,CONTAINERIZED KITCHEN WITH TRAILER,1,355705.0,2019
83,2320-01-371-9583,"TRUCK,UTILITY",5,318410.0,10086
71,2310-01-111-2274,"TRUCK,AMBULANCE",3,289398.0,6058
204,5855-14-521-9283,"VIEWER,NIGHT VISION",6,276000.0,12114
175,5450-DS-MSC-PREF,MISCELLANEOUS PREFABRICATED STRUCTURES,1,257086.0,2020
183,5855-01-464-3151,"SIGHT,THERMAL",10,193060.0,20180
66,1520-01-020-4216,"HELICOPTER,OBSERVATION",1,190817.0,2018
101,2350-01-575-0646,"UNMANNED VEHICLE,GROUND",1,187312.0,2017
79,2320-01-346-9317,"TRUCK,UTILITY",2,182858.0,4036
64,1385-DS-ROB-TEOD,EOD ROBOT,5,182792.0,10089
85,2320-01-412-0143,"TRUCK,UTILITY",2,179254.0,4038
219,6115-01-462-0291,"GENERATOR SET,DIESEL ENGINE",7,150438.0,12115
81,2320-01-360-1895,"TRUCK,CARGO",1,134047.0,2019
196,5855-01-548-1555,"SIGHT,NIGHT VISION SNIPERSCOPE",13,123315.0,26247
180,5855-01-432-0524,"VIEWER,NIGHT VISION",32,115424.0,64608
80,2320-01-354-3385,"TRUCK,CARGO",1,104626.0,2019
87,2320-01-456-1282,"TRUCK,UTILITY",2,93966.0,4035
65,1520-00-169-7137,"HELICOPTER,OBSERVATION",1,92290.0,2017
84,2320-01-380-8604,"TRUCK,UTILITY",1,89900.0,2018
199,5855-01-557-6277,"LIGHT,INFRARED TRANSMITTER",65,87296.0,131105
94,2330-01-556-9648,"INTEGRATED TRAILER,ECU AND GENERATOR",2,85000.0,2020
69,1680-00-183-0834,"TRANSMISSION ASSY,H",1,76675.0,2017
78,2320-01-230-0305,"TRUCK,DUMP",1,72425.0,2019
119,3825-01-136-2920,"CLEANER,VACUUM,SELF-PROPELLED",1,70183.0,2019
74,2320-01-107-7153,"TRUCK,UTILITY",1,63894.0,2017
158,4920-01-570-3856,"AC RINSE CART,AIRCR",1,62500.0,2019
118,3810-01-165-0646,"CRANE,WHEEL MOUNTED",1,58481.0,2019
63,1385-01-627-4491,RECON SCOUT XT,5,57782.0,10085
192,5855-01-526-4703,"SIGHT,NIGHT VISION SNIPERSCOPE",5,50500.0,10090
75,2320-01-128-9551,"TRUCK,UTILITY",1,50458.0,2017
218,6115-01-299-6035,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",1,50294.0,2019
179,5855-01-228-0937,NIGHT VISION GOGGLE,14,50092.0,28266
205,5860-01-350-8551,LASER-INFRARED OBSERVATION SET,2,44030.0,4036
109,2540-01-565-4700,BALLISTIC BLANKET KIT,9,43883.0,6056
99,2340-DS-ATV-4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",7,43483.0,14133
114,3431-01-498-4423,"WELDING SHOP,MARINE CORPS TACTICAL",1,42958.0,2019
202,5855-01-573-2483,"SIGHT,THERMAL",3,42381.0,6051
76,2320-01-146-7193,"TRUCK,UTILITY",1,41447.0,2017
333,8145-01-565-6131,CONTAINER ISO COMPA,1,41426.0,2020
330,8145-01-337-9996,"REFRIGERATED,CONTAINER SYSTEM (RCS)",1,40000.0,2019
62,1385-01-592-8822,"UNMANNED VEHICLE,GROUND",2,39942.0,2020
107,2360-01-576-8653,"UNMANNED VEHICLE,GROUND",3,38114.0,6051
182,5855-01-464-3150,"SIGHT,THERMAL",3,37536.0,6054
82,2320-01-370-1438,"TRUCK,DUMP",1,36382.0,2019
73,2320-00-833-6117,"TRUCK,DUMP",1,36382.0,2019
280,6720-01-546-4674,"CAMERA SYSTEM,DIGITAL",2,34508.0,4034
98,2340-01-574-6673,ALL TERRAIN VEHICLE WHEELED,3,34095.0,6053
72,2310-01-654-4105,"UTILITY VEHICLE,OFF ROAD",3,31905.0,2018
117,3750-DS-LAW-NRID,"LAWN MOWER, RIDING",6,31705.0,12114
254,6515-01-529-1390,"RECORDER SYSTEM,DEFIBRILLATOR-MONITOR",1,31559.0,2019
336,8150-01-518-8749,"CONTAINER,FREIGHT,SPECIFIC PURPOSE",2,28724.0,2020
95,2330-DS-TRA-ILE1,TRAILER,5,27817.0,8076
382,8465-01-518-1441,"KIT,FSBE,INDIVIDUAL A",48,27039.0,8072
157,4310-01-465-1509,"COMPRESSOR UNIT,RECIPROCATING",1,23852.0,2019
132,4130-01-565-7655,SMALL FIELD REFRIGERATION SYSTEM,4,23250.0,2019
221,6115-DS-GEN-ERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",2,22500.0,4038
123,3930-01-178-0954,"TRUCK,LIFT,FORK",1,21313.0,2020
77,2320-01-164-4815,"TRUCK,CARGO",4,20000.0,8079
125,3930-DS-FOR-KLIF,FORKLIFT,1,19720.0,2019
189,5855-01-523-7713,"SIGHT,THERMAL",2,18824.0,4034
124,3930-01-223-8437,"TRUCK,LIFT,FORK",1,18500.0,2019
274,6635-01-513-1122,"SCANNER,X-RAY,BAGGAGE",2,17500.0,2017
91,2330-00-542-2831,"CHASSIS,TRAILER",3,17001.0,6057
292,7010-01-583-0324,"COMPUTER SYSTEM,DIGITAL",1,16212.0,2019
154,4240-01-664-8648,"SHIELD,BALLISTIC",1,15892.0,2019
216,6115-01-274-7392,"GENERATOR SET,DIESEL ENGINE",1,15304.0,2020
156,4240-DS-SAF-ERES,SAFETY AND RESCUE EQUIPMENT,50,14857.0,10096
404,8465-01-569-8802,"KIT,MODERN COMBATIVES",1,14414.0,2018
129,3990-DS-MHE-MISC,MISC MATERIALS HANDLING EQUIPMENT,4,14306.0,4040
185,5855-01-491-0140,NIGHT SIGHT VISION,3,13518.0,6051
184,5855-01-490-6600,"VIEWER,NIGHT VISION",2,13412.0,2019
88,2320-01-543-4760,"TRUCK,UTILITY",1,13343.0,2019
100,2340-DS-CAR-T000,"CART, MOTORIZED",1,13263.0,2019
89,2320-01-571-3861,"TRUCK,UTILITY",1,13000.0,2019
335,8145-DS-SHI-PCON,SPECIALIZED SHIPPING AND STORAGE CONTAIN,11,13000.0,2019
177,5855-01-017-7366,NIGHT VISION SIGHT ASSEMBLY,4,12828.0,8068
215,6115-01-274-7387,"GENERATOR SET,DIESEL ENGINE",1,12798.0,2019
229,6230-01-439-3732,"FLOODLIGHT SET,ELECTRIC",1,12000.0,2019
223,6150-01-557-1304,"LOAD BANK,ELECTRICAL",1,12000.0,2019
190,5855-01-524-4314,"SIGHT,THERMAL",1,11999.0,2017
131,4110-01-464-0283,"REFRIGERATOR-FREEZER,MECHANICAL,FOOD",1,11496.0,2019
160,4940-01-358-4247,"CLEANER,STEAM,PRESSURE JET,TRAILER MOUNTED",1,11330.0,2020
325,8115-01-241-7524,"CONTAINER,CARGO",2,10914.0,4038
217,6115-01-275-5061,"GENERATOR SET,DIESEL ENGINE",1,10700.0,2019
186,5855-01-501-9529,"VIEWER,NIGHT VISION",8,10427.0,2017
115,3590-DS-MIS-CSVS,MISCELLANEOUS SERVICE AND TRADE EQUIPMEN,3,10334.0,4038
214,6070-01-532-2886,SPLICE FIBER OPTIC,1,10281.0,2017
90,2320-DS-PIC-KUP0,PICKUP,1,10000.0,2019
289,6910-DS-TRA-INAI,TRAINING AIDS,1,10000.0,2020
198,5855-01-553-1162,THERMAL IMAGING SYSTEM,10,9225.0,2019
92,2330-01-212-2187,"TRAILER,TANK",1,9053.0,2019
93,2330-01-387-5443,"TRAILER,CARGO",1,8954.0,2020
130,4020-01-500-5765,HELI-VAC FAST ROPE,1,8829.0,2019
200,5855-01-558-3616,NIGHT VISION DEVICE,6,8437.0,2019
293,7010-01-587-3882,"COMPUTER SYSTEM,DIGITAL",1,8120.0,2019
222,6117-DS-SOL-PWRS,SOLAR ELECTRIC POWER SYSTEMS,4,8100.0,6060
97,2340-01-384-8438,"UTILITY VEHICLE,2WD",1,7841.0,2019
108,2540-01-565-4688,BALLISTIC BLANKET,1,7440.0,2017
234,6230-01-589-4829,"LIGHT KIT,WEAPONS",1,6954.0,2018
43,1240-01-411-1265,"SIGHT,REFLEX",302,6741.0,42366
298,7021-DS-NOT-EBO1,NOTEBOOK COMPUTER,135,6356.0,8076
96,2340-01-090-7875,"SCOOTER,MOTOR",1,6251.0,2019
188,5855-01-523-7707,"SIGHT,THERMAL",1,6216.0,2017
307,7110-01-083-9754,SAFE,1,6000.0,2019
331,8145-01-442-3343,"SHIPPING AND STORAGE CONTAINER,COMMUNICATION EQUIPMENT",8,5584.0,2020
173,5430-01-203-9971,"TANK,WATER,MODULE",3,5524.0,2020
321,7830-DS-TRA-INE1,TRAINER,2,5498.0,4038
194,5855-01-534-5931,"ILLUMINATOR,INTEGRATED,SMALL ARMS",152,5220.0,12110
187,5855-01-505-3103,"ILLUMINATOR,INFRARED",3,5026.0,2018
238,6230-DS-LIG-HT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",2,4990.0,2019
141,4220-01-561-2259,"MASK,UNDERWATER",17,4884.0,2019
126,3940-01-328-8836,"SLING,MULTIPLE LEG",7,4738.0,2019
21,1005-01-559-7993,"SIGHT,HOLOGRAPHIC",35,4369.0,18156
116,3750-01-217-4158,"MOWER,RIDING",1,4250.0,2019
268,6515-DS-MED-SUPP,MEDICAL SUPPLIES,2,4121.0,2019
227,6220-01-600-1351,"LIGHTING KIT,VEHICULAR",1,3907.0,2019
278,6665-01-552-2704,"DETECTOR,CHEMICAL AGENT,AUTOMATIC",6,3853.0,2017
193,5855-01-529-4726,"ILLUMINATOR,INTEGRATED,SMALL ARMS",57,3600.0,6054
166,5180-00-313-3045,"TOOL KIT,ELECTRICIANS",1,3286.0,2019
70,1940-DS-BOA-T000,SMALL CRAFT BOAT,1,3220.0,2019
326,8115-01-474-7089,"BOX,SHIPPING",3,3126.0,2019
352,8415-01-522-5347,"HELMET,FLYER'S",4,2932.0,4035
50,1240-01-540-3690,"SIGHT,REFLEX",140,2889.0,18157
294,7010-01-617-7198,TACTICAL COP WORKSTATION,3,2810.0,2018
288,6910-01-623-1504,"AIRWAY,MANIKIN,RESUSCITATION TRAINING",1,2495.0,2020
48,1240-01-533-0939,"SIGHT,BORE,OPTICAL",32,2400.0,6056
312,7310-01-374-5699,"COFFEE MAKER,AUTOMATIC",27,2375.0,8076
127,3950-01-610-7413,"WINCH,DRUM,POWER OPERATED",2,2317.0,2019
300,7025-01-560-1066,"OPTICAL READER,DATA ENTRY",2,2297.0,2018
282,6760-DS-TRI-POD0,"TRIPOD, CAMERA",8,2278.0,4038
281,6730-DS-OVE-RHEA,OVERHEAD PROJECTOR,1,2219.0,2019
142,4220-01-608-4478,DIVERS SUIT,32,2199.0,4038
37,1095-01-526-7860,"FIRING DEVICE,NON-LETHAL",24,2158.0,4037
318,7830-DS-BIC-YCEE,"BICYCLE, EXERCISE",2,2072.0,2019
209,5895-01-629-4310,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",15,2015.0,2018
60,1240-DS-OPT-SIGH,OPTICAL SIGHTING AND RANGING EQUIPMENT,4,2000.0,4038
319,7830-DS-LEG-CURL,LEG CURL,1,1999.0,2019
53,1240-01-571-6399,"SPOTTING INSTRUMENT,OPTICAL",6,1999.0,2017
296,7021-01-575-1114,"COMPUTER,DIGITAL",2,1990.0,2019
211,5965-01-572-7829,HEADSET-MICROPHONE,26,1955.0,4036
159,4933-01-394-7781,"BORE LIGHT SYSTEM,LASER",4,1926.0,6053
55,1240-01-574-4359,SIGHT UNIT,4,1925.0,2019
39,1095-01-543-2189,"FIRING DEVICE,NON-LETHAL",23,1918.0,4034
169,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",3,1780.0,2020
395,8465-01-529-2432,"KIT,INDIVIDUAL,KH",10,1717.0,2019
167,5180-00-357-7770,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",1,1711.0,2019
135,4210-01-545-6475,FIREMANS COAT,6,1683.0,2019
136,4210-01-545-6530,FIREMENS TROUSER,6,1559.0,2019
