,stock_number,item,quantity,value,year
180,2355-01-623-0967,MINE RESISTANT VEHICLE,11,8440960.0,22209
179,2355-01-596-1330,MINE RESISTANT VEHICLE,10,5750000.0,20190
178,2355-01-581-2392,MINE RESISTANT VEHICLE,5,3527105.0,10100
141,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,30,1457487.0,60577
187,2410-01-270-1192,"TRACTOR,FULL TRACKED,LOW SPEED",2,744272.0,4038
285,3930-DS-FOR-KLIF,FORKLIFT,13,733424.0,26250
177,2355-01-553-4634,MINE RESISTANT VEHICLE,1,658000.0,2017
176,2355-01-529-2246,MINE RESISTANT VEHICLE,2,600000.0,4036
92,2310-01-111-2274,"TRUCK,AMBULANCE",6,578796.0,12113
129,2320-01-413-3739,"TRUCK,UTILITY",3,577539.0,6051
280,3930-01-054-3833,"TRUCK,LIFT,FORK",5,500050.0,10097
181,2355-20-001-9922,"CAR,ARMORED,MINE DISPOSAL",1,460000.0,2017
132,2320-01-447-3888,"TRUCK,CARGO",3,448800.0,6060
46,1367-01-579-4067,"CAPABILITIES SET,NON-LETHAL",4,422000.0,2018
772,7360-01-473-3408,CONTAINERIZED KITCHEN WITH TRAILER,1,355705.0,2019
133,2320-01-447-6343,"TRUCK,CARGO",2,352856.0,4039
140,2320-DS-PIC-KUP0,PICKUP,12,345323.0,22211
257,3805-01-106-7176,"EXCAVATOR,UTILITY,WHEEL MOUNTED",1,336448.0,2019
682,6525-01-625-0898,"RADIOGRAPHIC UNIT,MOBILE",2,318375.0,4040
594,5855-01-584-7217,"IMAGE INTENSIFIER,NIGHT VISION",12,315864.0,24240
70,1615-01-034-0405,TRANSMISSION ASSEMB,2,305672.0,2017
55,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",1,298861.0,2017
771,7360-01-313-2238,"KITCHEN,FIELD,TRAILER MOUNTED",2,290000.0,4039
124,2320-01-355-4332,TRUCK TRACTOR,2,284264.0,4038
105,2320-01-028-4396,TRUCK TRACTOR,4,277240.0,8076
158,2330-01-556-9648,"INTEGRATED TRAILER,ECU AND GENERATOR",3,255000.0,6060
263,3805-DS-EAR-THMO,EARTH MOVING AND EXCAVATING EQUIPMENT,7,253096.0,14134
161,2330-DS-TRA-ILE1,TRAILER,21,241633.0,42400
93,2310-01-111-2275,"TRUCK,AMBULANCE",3,235497.0,6057
262,3805-01-622-4621,"EXCAVATOR,UTILITY,CRAWLER MOUNTED",1,220000.0,2019
61,1385-DS-ROB-TEOD,EOD ROBOT,13,217423.0,26231
147,2330-01-021-9413,"TRAILER,LIFT,TOWER,PORTABLE",3,206334.0,4039
374,4940-01-492-6569,"ELECTRONIC SHOP,SEMITRAILER MOUNTED",1,204826.0,2019
100,2310-DS-VAN-0000,VAN,10,200261.0,20195
115,2320-01-179-0669,"TRUCK,WRECKER",1,195050.0,2019
138,2320-01-566-8062,SPECIAL PURPOSE VEH,1,190744.0,2017
549,5411-01-124-1377,"SHELTER,EXPANDABLE,ONE SIDE",1,187699.0,2018
175,2350-01-575-0646,"UNMANNED VEHICLE,GROUND",1,187312.0,2017
361,4910-DS-VEH-MAIN,MOTOR VEHICLE MAINTENANCE AND REPAIR,5,183255.0,10095
122,2320-01-346-9317,"TRUCK,UTILITY",2,182858.0,4036
128,2320-01-412-0143,"TRUCK,UTILITY",2,179254.0,4035
185,2410-01-223-0350,"TRACTOR,FULL TRACKED,LOW SPEED",2,175366.0,4038
306,4210-01-387-6911,"TRUCK,FIRE FIGHTING",1,171000.0,2019
118,2320-01-230-0304,"TRUCK,WRECKER",1,168960.0,2019
106,2320-01-041-2418,"TRUCK,SERVICING PLATFORM",1,165125.0,2019
256,3805-01-063-2012,"GRADER,ROAD,MOTORIZED",1,157800.0,2019
183,2410-00-185-9792,"TRACTOR,FULL TRACKED,LOW SPEED",2,144650.0,4039
193,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",6,140924.0,10096
190,2420-00-177-6867,"TRACTOR,WHEELED,AGRICULTURAL",1,140000.0,2019
600,5855-14-521-9283,"VIEWER,NIGHT VISION",3,138000.0,6057
258,3805-01-150-4795,"GRADER,ROAD,MOTORIZED",2,135448.0,4040
184,2410-01-163-6962,"TRACTOR,FULL TRACKED,LOW SPEED",1,131501.0,2019
142,2320-DS-VAN-0001,"VAN, COMMERCIAL",2,130398.0,4039
171,2340-DS-CAR-T000,"CART, MOTORIZED",14,130114.0,24229
125,2320-01-360-1892,TRUCK TRACTOR,1,128767.0,2019
123,2320-01-354-3386,"TRUCK,CARGO",1,128076.0,2019
261,3805-01-549-7814,"LOADER,SCOOP TYPE",1,123508.0,2019
814,8145-01-486-2409,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",2,121441.0,4038
189,2420-00-177-6865,"TRACTOR,WHEELED,AGRICULTURAL",2,119000.0,2019
172,2340-DS-MTR-CYCL,MOTORCYCLE,8,117696.0,12114
372,4940-01-114-6831,"SERVICING PLATFORM,SELF-PROPELLED",1,117156.0,2019
104,2320-00-935-4448,TRUCK TRACTOR,1,116776.0,2020
108,2320-01-075-2831,"TRUCK,DUMP",1,116500.0,2019
112,2320-01-125-2640,TRUCK TRACTOR,2,114908.0,4038
116,2320-01-185-1063,"TRUCK,MAINTENANCE",1,114411.0,2020
304,4130-99-767-5769,"COMPRESSOR SET,POWER DRIVEN",2,114386.0,4040
785,7830-DS-RVC-AMPR,"RECREATIONAL CAMPER, TRAILER",4,111300.0,8076
191,2420-01-160-2754,"TRACTOR,WHEELED,INDUSTRIAL",1,110000.0,2020
558,5445-DS-PRE-FABT,PREFABRICATED TOWER STRUCTURES,2,110000.0,4038
137,2320-01-518-7332,"TRUCK,UTILITY",1,106596.0,2019
578,5855-01-228-0937,NIGHT VISION GOGGLE,29,103762.0,58530
98,2310-DS-PAS-SMOT,PASSENGER MOTOR VEHICLES,6,98542.0,6057
813,8145-01-486-2371,"CONTAINER,SPECIAL",1,98431.0,2019
136,2320-01-518-7330,"TRUCK,UTILITY",1,97461.0,2018
545,5410-DS-BUI-LD0D,PREFAB &PORTABLE BUILDINGS DEMIL D,1,96200.0,2017
95,2310-01-623-1545,"UTILITY VEHICLE,OFF ROAD",4,96000.0,6057
255,3805-00-351-9426,"EXCAVATOR,UTILITY,TRUCK MOUNTED",1,95000.0,2019
119,2320-01-239-5371,"TRUCK,TANK",1,94125.0,2020
624,6115-01-414-9697,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",2,92644.0,4038
62,1520-00-169-7137,"HELICOPTER,OBSERVATION",1,92290.0,2017
113,2320-01-136-1167,"TRUCK,TANK",1,91119.0,2019
127,2320-01-380-8604,"TRUCK,UTILITY",1,89900.0,2018
231,3431-01-498-4423,"WELDING SHOP,MARINE CORPS TACTICAL",2,85916.0,4038
629,6115-01-474-3783,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",1,85594.0,2019
293,3990-DS-MHE-MISC,MISC MATERIALS HANDLING EQUIPMENT,3,82884.0,4039
252,3750-DS-LAN-DSCP,GARDENING IMPLEMENTS AND TOOLS,6,82755.0,12115
729,6920-DS-TRA-INE0,ARMAMENT TRAINING DEVICES,3,82000.0,6057
295,4030-00-738-7608,"HOOK,CARGO",2,81128.0,4038
