,stock_number,item,quantity,value,year
99,2355-01-570-7996,MINE RESISTANT VEHICLE,4,1980000.0,8071
101,2355-01-623-0967,MINE RESISTANT VEHICLE,2,1534720.0,4038
79,2320-01-413-3739,"TRUCK,UTILITY",6,1155078.0,12106
100,2355-01-596-1330,MINE RESISTANT VEHICLE,2,1150000.0,4038
97,2355-01-553-4634,MINE RESISTANT VEHICLE,1,658000.0,2017
57,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",2,597722.0,4036
195,5855-14-521-9283,"VIEWER,NIGHT VISION",12,552000.0,24228
61,1385-DS-ROB-TEOD,EOD ROBOT,5,480952.0,10090
161,5855-01-432-0524,"VIEWER,NIGHT VISION",115,414805.0,232185
98,2355-01-555-0908,MINE RESISTANT VEHICLE,1,412000.0,2018
75,2320-01-346-9317,"TRUCK,UTILITY",4,362658.0,8079
78,2320-01-380-8604,"TRUCK,UTILITY",3,269700.0,6057
65,2310-01-357-8986,"BUS,MOTOR",2,243680.0,4040
82,2320-01-623-4822,"TRUCK,CARRYALL",1,235500.0,2018
59,1385-01-593-6219,PACKBOT 510 WITH FASTAC REMOTELY CONTROLLED VEHICLE,3,231000.0,6053
80,2320-01-540-2038,"TRUCK,UTILITY",1,213578.0,2019
118,3930-01-054-3833,"TRUCK,LIFT,FORK",2,200020.0,4038
155,5855-01-228-0937,NIGHT VISION GOGGLE,53,189634.0,106913
96,2350-01-575-0646,"UNMANNED VEHICLE,GROUND",1,187312.0,2017
181,5855-01-547-9489,"SIGHT,NIGHT VISION SNIPERSCOPE",17,149515.0,34321
165,5855-01-474-8904,"SIGHT,NIGHT VISION SNIPERSCOPE",27,143478.0,54459
76,2320-01-354-3384,"TRUCK,VAN",1,124607.0,2020
102,2360-01-576-8653,"UNMANNED VEHICLE,GROUND",9,114341.0,18153
77,2320-01-354-3385,"TRUCK,CARGO",1,104626.0,2019
159,5855-01-398-6167,"IMAGE INTENSIFIER TUBE,NIGHT VISION",8,101536.0,16144
74,2320-01-215-7631,"TRUCK,VAN",3,99246.0,6059
64,2310-01-111-2274,"TRUCK,AMBULANCE",1,96466.0,2019
103,2410-01-223-0350,"TRACTOR,FULL TRACKED,LOW SPEED",1,87683.0,2019
67,2310-DS-PAS-SMOT,PASSENGER MOTOR VEHICLES,1,85828.0,2019
121,3930-01-294-5017,"TRUCK,LIFT,FORK",1,79176.0,2020
84,2320-DS-VAN-0001,"VAN, COMMERCIAL",3,74065.0,6058
47,1240-01-575-1124,"RANGE FINDER-TARGET DESIGNATOR,LASER",2,73929.0,2019
91,2340-DS-ATV-4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",6,69662.0,12114
171,5855-01-523-7715,"SIGHT,THERMAL",6,63048.0,12102
173,5855-01-526-4703,"SIGHT,NIGHT VISION SNIPERSCOPE",6,60600.0,12106
179,5855-01-538-7994,"VIEWER,NIGHT VISION",17,57115.0,6053
243,6665-01-603-9109,"MONITOR,CHEMICAL AGENT",1,55245.0,2018
87,2330-01-387-5426,"TRAILER,CARGO",6,53724.0,12120
190,5855-01-582-3974,THERMAL IMAGING SYSTEM,10,51030.0,20170
72,2320-01-128-9551,"TRUCK,UTILITY",1,50458.0,2017
66,2310-DS-BUS-0000,BUS,1,45860.0,2019
37,1240-01-504-2221,"RANGE FINDER,LASER",2,41002.0,4034
116,3825-DS-SWE-EPER,"ROAD CLEARING, CLEANING, AND MARKING",2,38826.0,4038
92,2340-DS-CAR-T000,"CART, MOTORIZED",2,38500.0,4040
170,5855-01-523-7713,"SIGHT,THERMAL",4,37648.0,8068
244,6720-01-472-3218,"CAMERA,STILL PICTURE",2,37006.0,2019
39,1240-01-524-7984,"RANGE FINDER,LASER",2,36782.0,4036
