,stock_number,item,quantity,value,year
35,2355-01-581-2392,MINE RESISTANT VEHICLE,2,1410842.0,4040
25,2320-01-413-3739,"TRUCK,UTILITY",5,962565.0,10090
37,2355-01-623-0967,MINE RESISTANT VEHICLE,1,767360.0,2019
17,1385-01-593-6219,PACKBOT 510 WITH FASTAC REMOTELY CONTROLLED VEHICLE,9,693000.0,18153
33,2355-01-553-4634,MINE RESISTANT VEHICLE,1,658000.0,2018
36,2355-01-596-1330,MINE RESISTANT VEHICLE,1,575000.0,2019
34,2355-01-570-7996,MINE RESISTANT VEHICLE,1,495000.0,2019
38,2355-20-001-9922,"CAR,ARMORED,MINE DISPOSAL",1,460000.0,2018
223,8150-01-473-1213,"CONTAINER,FREIGHT,SPECIFIC PURPOSE",14,406200.0,28266
26,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,5,290464.0,10096
16,1385-01-573-6046,"TRAILER,TRANSPORT,TOTAL CONTAINMENT BOMB DISPOSAL",1,284528.0,2017
105,5855-01-583-6496,THERMAL IMAGING SYSTEM,2,206000.0,4034
23,2320-01-091-1597,"TRUCK,RESCUE",1,150120.0,2019
57,3825-00-614-8869,"DISTRIBUTOR,WATER,TANK TYPE",1,125000.0,2020
73,4230-01-519-7852,DECONTAMINATION MOBILE TRAILER SYSTEM,1,117461.0,2019
56,3805-DS-EAR-THMO,EARTH MOVING AND EXCAVATING EQUIPMENT,3,116602.0,6058
28,2330-01-021-9413,"TRAILER,LIFT,TOWER,PORTABLE",2,103167.0,2020
60,3930-01-054-3833,"TRUCK,LIFT,FORK",1,100010.0,2019
18,1520-00-169-7137,"HELICOPTER,OBSERVATION",1,92290.0,2017
224,8150-01-518-8749,"CONTAINER,FREIGHT,SPECIFIC PURPOSE",3,86173.0,6057
40,2410-01-254-1667,"TRACTOR,FULL TRACKED,LOW SPEED",1,80233.0,2019
218,8145-01-534-3597,MULT-TEMP REFR CONT,1,78298.0,2020
19,1680-00-183-0834,"TRANSMISSION ASSY,H",1,76675.0,2017
158,6665-01-512-7300,"ANALYZER,HAZARDOUS MATERIAL IDENTIFICATION",1,75313.0,2017
27,2320-DS-VAN-0001,"VAN, COMMERCIAL",1,64025.0,2020
216,8145-01-467-0448,"CONTAINER,SPECIAL",2,57959.0,2019
79,4940-01-083-6052,"SERVICING PLATFORM,SELF-PROPELLED",1,55324.0,2019
62,3930-DS-FOR-KLIF,FORKLIFT,1,53867.0,2020
24,2320-01-371-9577,"TRUCK,UTILITY",1,47023.0,2018
101,5855-01-422-5413,"GOGGLES,NIGHTVISIO",17,46716.0,34323
107,5855-DS-THR-MCAM,THERMAL CAMERA,2,34650.0,4038
29,2330-DS-TRA-ILE1,TRAILER,4,33667.0,8077
11,1240-01-411-1265,"SIGHT,REFLEX",175,30174.0,189602
156,6635-01-550-5033,TOOL SET MK41 MOD1,5,30063.0,2017
98,5855-01-228-0937,NIGHT VISION GOGGLE,8,28624.0,16144
2,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",38,28462.0,76646
39,2360-01-576-8653,"UNMANNED VEHICLE,GROUND",2,25409.0,4034
114,6115-01-274-7390,"GENERATOR SET,DIESEL ENGINE",1,25073.0,2019
117,6115-01-462-0291,"GENERATOR SET,DIESEL ENGINE",1,25073.0,2019
220,8145-01-593-8566,"CONTAINER,SHIPPING",1,23459.0,2019
31,2340-DS-ATV-4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",3,22989.0,6058
41,2420-01-164-4916,"TRACTOR,WHEELED,INDUSTRIAL",2,22809.0,4038
227,8150-01-573-7424,"CONTAINER,FREIGHT,UTILITY",5,21649.0,2019
32,2340-DS-CAR-T000,"CART, MOTORIZED",4,20901.0,6057
222,8145-DS-SHI-PCON,SPECIALIZED SHIPPING AND STORAGE CONTAIN,10,18300.0,14134
161,6730-01-593-6314,MULTIMEDIA PROJECTION SET,1,18145.0,2019
106,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",2,17993.0,4034
116,6115-01-319-9032,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,17730.0,2019
104,5855-01-577-7174,"ILLUMINATOR,INFRARED",20,17680.0,40360
113,6115-00-118-1243,"GENERATOR SET,DIESEL ENGINE",1,16722.0,2019
112,5965-DS-SPE-AKE0,"SPEAKER, COMMUNICATIONS EQUIPMENT",1,15640.0,2019
22,2320-01-090-7831,"TRUCK,CARRYALL",1,15000.0,2019
217,8145-01-481-0611,"CONTAINER,BOH CARGO 6",1,12883.0,2019
14,1367-01-561-5277,"CAPABILITIES SET,NON-LETHAL",4,12256.0,2018
215,8145-01-465-3621,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",2,11900.0,2019
115,6115-01-275-5061,"GENERATOR SET,DIESEL ENGINE",1,10700.0,2019
225,8150-01-526-4684,"CONTAINER,FREIGHT,UTILITY",2,9746.0,2019
30,2340-01-525-3088,ALL TERRAIN VEHICLE WHEELED,3,9652.0,2019
253,8970-DS-FRH-MRE0,"FLAMELESS RATION HEATER, WASTE",1,9500.0,2020
128,6310-DS-TRA-FFIC,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,1,9295.0,2019
55,3770-01-630-7307,MWD WORLDWIDE DEPLOYABLE KENNEL SYSTEM,2,9232.0,2019
61,3930-01-512-3846,"SEGWAY,HT",1,7456.0,2020
171,6910-01-316-0314,"DOLL,TRAINING,NURSING TECHNIQUE",3,7034.0,2020
53,3740-DS-SPR-AYER,"PEST, DISEASE, AND FROST CONTROL EQUIP",2,6550.0,4038
64,3990-DS-MHE-MISC,MISC MATERIALS HANDLING EQUIPMENT,1,6343.0,2020
13,1240-01-540-3690,"SIGHT,REFLEX",37,6099.0,38325
120,6117-01-630-3900,SOLAR CELL ASSEMBLY,2,5786.0,2019
178,7035-DS-SWI-TCH6,"SWITCH, NETWORK",3,5728.0,4039
201,7830-DS-BIC-YCEE,"BICYCLE, EXERCISE",1,5598.0,2020
87,5180-01-563-2596,"TOOL KIT,PIONEER,ENGINEERS",3,5569.0,2020
174,7010-01-565-3857,"COMPUTER SYSTEM,DIGITAL",5,5457.0,2018
52,3685-DS-CON-TAI0,SPECIALIZED METAL CONTAINER MANUF MACH,6,5232.0,6057
226,8150-01-528-7533,"TRICON,FREIGHT,GENERAL PURPOSE",2,5115.0,2019
63,3950-01-610-7413,"WINCH,DRUM,POWER OPERATED",10,4634.0,4038
21,2320-00-926-3656,"TRUCK,CARGO",1,4169.0,2019
175,7025-DS-MON-IT08,"MONITOR, COMPUTER",21,3846.0,36342
109,5965-01-504-2073,AMPLIFIED SPEAKER A,3,3609.0,2019
54,3750-DS-LAN-DSCP,GARDENING IMPLEMENTS AND TOOLS,2,3508.0,4038
103,5855-01-534-5931,"ILLUMINATOR,INTEGRATED,SMALL ARMS",65,3480.0,8068
205,7830-DS-STE-PPER,STEPPER,1,3323.0,2020
202,7830-DS-ELL-IPTI,ELLIPTICAL,1,3275.0,2020
67,4110-00-122-5462,"ICE MAKING MACHINE,CUBE",2,2938.0,2020
10,1240-00-930-3833,BINOCULAR,10,2781.0,20190
45,2541-01-574-5786,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",2,2615.0,2017
118,6115-DS-GEN-ERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",3,2524.0,2019
72,4120-DS-AIR-COND,AIR CONDITIONER,2,2500.0,2019
146,6515-01-592-8802,"BACKPACK,MEDICAL",6,2341.0,12114
145,6515-01-588-0725,OTOSCOPE AND OPHTHALMOSCOPE SET,2,2279.0,4038
150,6515-DS-DEF-IBRI,DEFIBRULATOR,1,2276.0,2020
111,5965-DS-HHM-ISPE,"HAND, HEADSETS, MICS AND SPEAKERS",1,2231.0,2019
183,7110-DS-SAF-E000,SAFE,1,2206.0,2019
172,6910-01-523-3638,"MANIKIN,TRAUMA AND RESUSCITATION TRAINING",4,2194.0,2020
124,6230-01-252-1831,"LIGHT SET,EMERGENCY",7,2094.0,2019
180,7110-01-502-5826,"DESK,FIELD",1,2052.0,2019
169,6760-DS-LEN-S001,"LENS, CAMERA",2,2000.0,2019
88,5180-DS-TOO-LKIT,"SETS, KITS, AND OUTFITS OF HAND TOOLS",1,1900.0,2019
71,4120-01-516-5237,"COOLER,AIR,EVAPORATIVE",1,1758.0,2019
154,6530-DS-HOS-PCHR,HOSPITAL CHAIR,2,1725.0,2020
221,8145-DS-CAS-E004,SHIPPING CASE,26,1698.0,10097
206,7830-DS-TRE-ADM1,TREADMILL,3,1525.0,6059
185,7125-DS-CAB-INSH,"CABINETS, LOCKERS, BINS, AND SHELVING",15,1395.0,12116
9,1095-00-407-0674,"RACK,STORAGE,SMALL ARMS",21,1307.0,6057
143,6515-01-587-3093,"BACKPACK,MEDICAL STORAGE",1,1215.0,2019
239,8430-DS-BOO-TS01,"BOOTS, MEN'S, PAIR",28,1200.0,12114
123,6210-DS-LIG-HTSE,LIGHT SET,1,1200.0,2020
12,1240-01-492-5264,"SIGHT,HOLOGRAPHIC",27,1175.0,4034
177,7025-DS-PRO-JEC2,"PROJECTOR, COMPUTER SCREEN",2,1000.0,2020
200,7830-01-572-6161,"EXERCISE MACHINE,GYMNASTIC",1,956.0,2019
162,6730-DS-OVE-RHEA,OVERHEAD PROJECTOR,5,850.0,6058
152,6530-01-193-5037,"LITTER-SPLINT,EXTRICATION",1,827.0,2019
47,2930-01-448-9439,"RADIATOR,ENGINE COOLANT",2,805.0,2020
182,7110-DS-OFF-URN0,OFFICE FURNITURE,3,800.0,2019
168,6760-01-500-9632,"CASE,PHOTOGRAPHIC EQUIPMENT",18,763.0,6057
