,stock_number,item,quantity,value,year
56,2320-01-413-3739,"TRUCK,UTILITY",9,1732617.0,18160
76,2355-01-623-0967,MINE RESISTANT VEHICLE,2,1534720.0,4038
74,2355-01-581-2392,MINE RESISTANT VEHICLE,1,705421.0,2020
75,2355-01-582-6466,MINE RESISTANT VEHICLE,1,689000.0,2020
73,2355-01-553-4634,MINE RESISTANT VEHICLE,1,658000.0,2017
44,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",1,298861.0,2018
49,2310-01-111-2274,"TRUCK,AMBULANCE",3,289398.0,6055
41,1385-01-478-3714,"UNMANNED VEHICLE,GROUND",2,279006.0,4037
55,2320-01-371-9584,"TRUCK,UTILITY",4,250508.0,8072
57,2320-01-418-7400,"TRUCK,UTILITY",1,188000.0,2017
72,2350-01-575-0646,"UNMANNED VEHICLE,GROUND",1,187312.0,2018
45,1385-01-593-6219,PACKBOT 510 WITH FASTAC REMOTELY CONTROLLED VEHICLE,2,154000.0,4034
51,2320-00-935-4448,TRUCK TRACTOR,1,116776.0,2019
84,3805-01-071-9753,"LOADER,SCOOP TYPE",1,112450.0,2020
116,5855-01-228-0937,NIGHT VISION GOGGLE,22,78716.0,44395
62,2320-DS-PIC-KUP0,PICKUP,4,74126.0,8078
77,2410-00-185-9792,"TRACTOR,FULL TRACKED,LOW SPEED",1,72325.0,2019
117,5855-01-422-5413,"GOGGLES,NIGHTVISIO",25,68700.0,50450
54,2320-01-371-9583,"TRUCK,UTILITY",1,63682.0,2019
66,2340-DS-ATV-4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",5,56726.0,10097
43,1385-01-521-8467,ALTERNATE CONTROL SYSTEM,1,48500.0,2019
58,2320-01-456-1282,"TRUCK,UTILITY",1,46983.0,2019
103,4910-DS-VEH-MAIN,MOTOR VEHICLE MAINTENANCE AND REPAIR,2,45517.0,4038
129,6115-01-470-6376,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,38418.0,2019
63,2330-DS-TRA-ILE1,TRAILER,4,37909.0,8077
47,1940-01-459-1333,"BOAT,LANDING,INFLATABLE",3,36766.0,4038
60,2320-01-552-6889,"TRUCK,CARGO",1,31019.0,2020
59,2320-01-501-5871,"TRUCK,CARRYALL",1,30000.0,2020
100,4910-01-501-7342,"TOOL SET,SATS,MOD 1",1,29916.0,2019
64,2340-01-506-6222,"UTILITY VEHICLE,4WD",2,28139.0,4038
52,2320-01-090-7894,"TRUCK,CARGO",1,27242.0,2019
50,2310-DS-VAN-0000,VAN,1,22657.0,2020
61,2320-01-595-9586,"VEHICLE,SPORT UTILITY,CLASS III,MIDSIZE,INTERMEDIATE 4X4",1,22503.0,2020
17,1095-01-543-2189,"FIRING DEVICE,NON-LETHAL",30,22057.0,46414
133,6230-01-563-5725,"LIGHT UNIT,PORTABLE",1,21211.0,2019
24,1240-01-504-2221,"RANGE FINDER,LASER",1,20501.0,2018
78,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",1,20000.0,2019
121,5855-01-540-6522,"VIEWER,NIGHT VISION",6,19874.0,2019
40,1367-01-561-5279,"CAPABILITIES SET,NON-LETHAL",1,19145.0,2018
120,5855-01-538-7994,"VIEWER,NIGHT VISION",2,19038.0,2019
128,6115-01-319-9033,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,18183.0,2019
4,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",23,17227.0,46391
86,3895-DS-MIS-CCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2,16751.0,4038
83,3750-DS-LAW-NRID,"LAWN MOWER, RIDING",5,16200.0,8077
