,stock_number,item,quantity,value,year
88,2355-01-623-0967,MINE RESISTANT VEHICLE,2,1534720.0,4038
86,2355-01-570-7996,MINE RESISTANT VEHICLE,3,1485000.0,6055
64,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",2,597722.0,4036
87,2355-01-596-1330,MINE RESISTANT VEHICLE,1,575000.0,2019
122,3895-01-539-0585,AIRFIELD DAMAGE REPAIR (ADR) KIT,1,450000.0,2020
123,3895-01-613-1203,AIRFIELD DAMAGE REPAIR KIT,1,450000.0,2019
115,3805-DS-EAR-THMO,EARTH MOVING AND EXCAVATING EQUIPMENT,1,199759.0,2019
128,3930-01-533-0855,"LIGHT CAPABILITY,ROUGH TERRAIN FORKLIFT",2,140000.0,4038
113,3805-00-438-1463,"LOADER,SCOOP TYPE",1,128900.0,2020
300,6545-01-605-1778,MES TACTICAL COMBAT MEDICAL CARE-2012,1,112508.0,2019
378,7830-DS-REC-GYME,RECREATIONAL AND GYMNASTIC EQUIPMENT,3,110700.0,6058
239,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",14,108762.0,28266
77,2320-01-354-3385,"TRUCK,CARGO",1,104626.0,2019
223,5855-01-526-4703,"SIGHT,NIGHT VISION SNIPERSCOPE",10,101000.0,20182
85,2340-DS-MTR-CYCL,MOTORCYCLE,1,99999.0,2019
216,5855-01-422-5413,"GOGGLES,NIGHTVISIO",29,79692.0,58522
67,1385-01-593-6219,PACKBOT 510 WITH FASTAC REMOTELY CONTROLLED VEHICLE,1,77000.0,2020
119,3825-DS-SWE-EPER,"ROAD CLEARING, CLEANING, AND MARKING",1,70183.0,2019
157,4520-DS-HEA-TER0,SPACE AND WATER HEATING EQUIPMENT,2,68651.0,4038
214,5855-01-228-0939,NIGHT VISION GOGGLE,8,60968.0,16144
90,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",1,56809.0,2019
220,5855-01-499-4139,"VIEWER,NIGHT VISION",3,55224.0,6057
213,5855-01-228-0937,NIGHT VISION GOGGLE,15,53670.0,30285
80,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,2,53437.0,4039
400,8340-DS-TEN-TARP,TENTS AND TARPAULINS,10,53232.0,20190
238,5855-DS-IMI-NTEN,IMAGE INTENSIFIER,11,51678.0,22220
81,2330-DS-TRA-ILE1,TRAILER,2,51492.0,4040
226,5855-01-533-0940,"SIGHT,NIGHT VISION SNIPERSCOPE",10,50000.0,20190
219,5855-01-474-8903,"SIGHT,NIGHT VISION SNIPERSCOPE",2,44252.0,4040
127,3930-01-087-3105,"TRUCK,LIFT,FORK",1,42694.0,2019
79,2320-DS-PIC-KUP0,PICKUP,2,40844.0,4038
65,1385-01-574-4707,"UNMANNED VEHICLE,GROUND",4,40000.0,8075
66,1385-01-592-8822,"UNMANNED VEHICLE,GROUND",1,39942.0,2020
271,6230-01-498-4223,"LIGHT SET,GENERAL ILLUMINATION",1,37987.0,2019
83,2340-DS-CAR-T000,"CART, MOTORIZED",4,37951.0,8076
78,2320-01-572-1119,"TRUCK,VAN",1,33082.0,2019
76,2320-01-215-7631,"TRUCK,VAN",1,33082.0,2019
114,3805-01-502-3529,"LOADER,SCOOP TYPE",2,32202.0,4038
200,5180-01-585-7545,"TOOL KIT,METAL WORKER'S",1,28806.0,2019
110,3750-DS-LAN-DSCP,GARDENING IMPLEMENTS AND TOOLS,2,28420.0,4038
82,2340-DS-ATV-4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",2,28019.0,4038
73,2320-00-892-5938,"TRUCK,CARGO",1,27290.0,2019
221,5855-01-506-5920,"SIGHT,NIGHT VISION SNIPERSCOPE",23,27257.0,46425
394,8145-DS-SHI-PCON,SPECIALIZED SHIPPING AND STORAGE CONTAIN,1,27209.0,2019
