,stock_number,item,quantity,value,year
83,1520-01-020-4216,"HELICOPTER,OBSERVATION",15,2862255.0,30270
147,2355-01-553-4634,MINE RESISTANT VEHICLE,4,2632000.0,8068
151,2355-01-582-6466,MINE RESISTANT VEHICLE,3,2067000.0,6060
149,2355-01-562-6146,MINE RESISTANT VEHICLE,2,1378000.0,4034
102,2310-01-111-2274,"TRUCK,AMBULANCE",13,1254058.0,26243
460,6350-01-607-7713,"INTERFACE UNIT,SURVEILLANCE EQUIPMENT",1,1200000.0,2017
77,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",4,1195444.0,8074
81,1385-DS-ROB-TEOD,EOD ROBOT,27,1022243.0,54487
84,1520-01-385-3844,"HELICOPTER,FLIGHT TRAINER",1,833400.0,2017
152,2355-01-623-0967,MINE RESISTANT VEHICLE,1,767360.0,2019
146,2350-01-575-0646,"UNMANNED VEHICLE,GROUND",4,749248.0,8069
150,2355-01-562-6152,MINE RESISTANT VEHICLE,1,689000.0,2019
75,1367-01-579-4067,"CAPABILITIES SET,NON-LETHAL",1,422000.0,2018
148,2355-01-555-0908,MINE RESISTANT VEHICLE,1,412000.0,2019
123,2320-01-413-3739,"TRUCK,UTILITY",2,385026.0,4034
82,1520-00-169-7137,"HELICOPTER,OBSERVATION",4,369160.0,8068
119,2320-01-346-9317,"TRUCK,UTILITY",4,365716.0,8077
105,2310-01-654-4105,"UTILITY VEHICLE,OFF ROAD",10,319051.0,20174
88,1615-01-034-0405,TRANSMISSION ASSEMB,2,305672.0,2017
87,1615-00-121-6543,"TRANSMISSION,MECHANICAL,HELICOPTER",1,305672.0,2018
103,2310-01-380-8225,"TRUCK,AMBULANCE",2,285836.0,4038
121,2320-01-380-8604,"TRUCK,UTILITY",3,269700.0,6054
120,2320-01-371-9583,"TRUCK,UTILITY",4,254728.0,8074
416,6115-01-547-8552,"POWER PLANT,UTILITY",1,250000.0,2019
142,2340-DS-CAR-T000,"CART, MOTORIZED",27,243832.0,52495
