,stock_number,item,quantity,value,year
56,2355-01-553-4634,MINE RESISTANT VEHICLE,2,1316000.0,4035
40,2320-01-447-6343,"TRUCK,CARGO",7,1234996.0,14135
15,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",2,597722.0,4036
18,1940-01-218-9165,"BOAT,BRIDGE ERECTION,INBOARD ENGINE",6,385611.0,6057
36,2320-01-360-1898,"TRUCK,CARGO",2,231278.0,4038
200,6910-01-459-2302,"SIMULATOR,DRIVING",2,220000.0,2019
31,2320-01-179-0669,"TRUCK,WRECKER",1,195050.0,2019
17,1520-00-169-7137,"HELICOPTER,OBSERVATION",2,184580.0,4034
16,1385-01-593-6219,PACKBOT 510 WITH FASTAC REMOTELY CONTROLLED VEHICLE,2,154000.0,4034
153,6115-DS-GEN-ERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",8,151950.0,16153
39,2320-01-447-3888,"TRUCK,CARGO",1,149600.0,2020
35,2320-01-355-4332,TRUCK TRACTOR,1,142132.0,2020
34,2320-01-355-3062,"TRUCK,DUMP",2,129535.0,2019
28,2320-01-107-7155,"TRUCK,UTILITY",3,123183.0,6056
134,5855-01-526-4703,"SIGHT,NIGHT VISION SNIPERSCOPE",12,121200.0,24216
41,2320-DS-PIC-KUP0,PICKUP,5,112785.0,10100
33,2320-01-354-3385,"TRUCK,CARGO",1,104626.0,2019
20,2310-01-111-2274,"TRUCK,AMBULANCE",1,96466.0,2019
57,2410-01-223-7261,"TRACTOR,FULL TRACKED,LOW SPEED",1,90375.0,2020
37,2320-01-380-8233,"TRUCK,UTILITY",1,88634.0,2018
19,1940-DS-BOA-T000,SMALL CRAFT BOAT,3,82471.0,6058
78,3930-DS-FOR-KLIF,FORKLIFT,3,81728.0,6057
21,2310-01-111-2275,"TRUCK,AMBULANCE",1,78499.0,2019
43,2320-DS-VAN-0001,"VAN, COMMERCIAL",1,69741.0,2019
58,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",2,69185.0,4040
54,2340-DS-CAR-T000,"CART, MOTORIZED",1,68000.0,2019
79,3990-01-442-1941,IMPROVED BOAT CRADL,6,66192.0,6057
24,2320-00-490-0858,"TRUCK,SERVICING PLATFORM",1,65599.0,2020
71,3805-01-150-4814,"LOADER,SCOOP TYPE",1,58890.0,2019
64,3419-DS-MIS-CMAC,MISCELLANEOUS MACHINE TOOLS,1,54950.0,2020
23,2310-DS-VAN-0000,VAN,3,53439.0,6057
27,2320-01-090-7831,"TRUCK,CARRYALL",3,45000.0,6059
50,2340-01-506-6222,"UTILITY VEHICLE,4WD",5,42208.0,6057
25,2320-00-542-3158,"TRUCK,CARRYALL",1,35328.0,2020
46,2330-01-275-7474,"TRAILER,CARGO",1,34714.0,2020
32,2320-01-215-7631,"TRUCK,VAN",1,33082.0,2020
245,8115-01-220-9527,"CONTAINER,CARGO",5,32010.0,6059
22,2310-01-654-4105,"UTILITY VEHICLE,OFF ROAD",1,31905.0,2017
151,6115-01-317-2138,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",3,31481.0,2019
150,6115-01-285-3012,"GENERATOR SET,DIESEL ENGINE",6,29767.0,6059
