,stock_number,item,quantity,value,year
109,2355-01-553-4634,MINE RESISTANT VEHICLE,9,5922000.0,18153
113,2355-01-623-0967,MINE RESISTANT VEHICLE,4,3069440.0,8076
111,2355-01-581-2392,MINE RESISTANT VEHICLE,2,1410842.0,4040
112,2355-01-596-1330,MINE RESISTANT VEHICLE,2,1150000.0,4038
51,2310-01-111-2274,"TRUCK,AMBULANCE",11,1061126.0,22213
110,2355-01-570-7996,MINE RESISTANT VEHICLE,2,990000.0,4038
85,2320-01-542-7628,"TRUCK,CARGO",1,724820.0,2019
87,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,5,594139.0,10095
64,2320-01-346-9317,"TRUCK,UTILITY",6,548574.0,12114
76,2320-01-447-6343,"TRUCK,CARGO",3,529284.0,6058
75,2320-01-447-4938,"TRUCK,VAN",2,460726.0,4038
73,2320-01-413-3739,"TRUCK,UTILITY",2,385026.0,4036
38,1385-01-456-9129,MK3MOD0,2,370986.0,4034
72,2320-01-380-8604,"TRUCK,UTILITY",4,359600.0,8076
557,7360-01-473-3408,CONTAINERIZED KITCHEN WITH TRAILER,1,355705.0,2019
79,2320-01-493-3782,"TRUCK,CARGO",1,328920.0,2018
80,2320-01-493-3785,"TRUCK,CARGO",1,316920.0,2017
52,2310-01-111-2275,"TRUCK,AMBULANCE",4,313996.0,8075
65,2320-01-354-3385,"TRUCK,CARGO",3,313878.0,6057
169,3930-DS-FOR-KLIF,FORKLIFT,3,301732.0,6057
325,6115-01-591-1161,"GENERATOR,HEATING AND AIR CONDITIONER",4,294000.0,6059
638,8340-01-537-8710,TENT,1,230121.0,2019
84,2320-01-540-2038,"TRUCK,UTILITY",1,213578.0,2019
327,6115-DS-GEN-ERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",13,201858.0,20194
156,3805-DS-EAR-THMO,EARTH MOVING AND EXCAVATING EQUIPMENT,1,177167.0,2019
81,2320-01-517-4333,AVIATION REFUELER,1,174774.0,2019
74,2320-01-432-4847,TRUCK TRACTOR,1,162968.0,2019
