,stock_number,item,quantity,value,year
100,2320-01-447-6343,"TRUCK,CARGO",3,529284.0,6058
111,2355-01-555-0908,MINE RESISTANT VEHICLE,1,412000.0,2018
88,2310-01-111-2274,"TRUCK,AMBULANCE",4,385864.0,8078
83,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",1,298861.0,2020
334,5855-01-464-3150,"SIGHT,THERMAL",23,287776.0,46414
99,2320-01-447-4938,"TRUCK,VAN",1,230363.0,2019
98,2320-01-413-3739,"TRUCK,UTILITY",1,192513.0,2017
82,1385-01-478-3714,"UNMANNED VEHICLE,GROUND",1,139503.0,2018
431,6545-01-565-3507,MEDICAL EQUIPMENT SET TACTICAL COMBAT MEDICAL CARE-2008,1,138604.0,2019
329,5855-01-228-0939,NIGHT VISION GOGGLE,18,137178.0,36324
102,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,3,129328.0,6058
154,3930-01-054-3833,"TRUCK,LIFT,FORK",1,100010.0,2019
376,6115-DS-GEN-ERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",10,97764.0,14135
216,4940-01-105-0760,PLATFORM LIFT,1,90000.0,2019
289,5180-01-585-7545,"TOOL KIT,METAL WORKER'S",5,86417.0,6057
573,8145-01-538-2176,LIGHTWEIGHT INFLATABLE DECONTAMINATION CONTAINER,1,76608.0,2020
203,4520-01-646-3010,"HEATER,DUCT TYPE,PORTABLE",5,55225.0,10095
106,2340-DS-ATV-4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",9,52895.0,18174
97,2320-01-343-7375,"TRUCK,MAINTENANCE",1,49093.0,2019
101,2320-01-456-1282,"TRUCK,UTILITY",1,46983.0,2018
108,2340-DS-CAR-T000,"CART, MOTORIZED",5,45947.0,10095
103,2330-DS-TRA-ILE1,TRAILER,5,43295.0,10096
93,2320-01-107-7155,"TRUCK,UTILITY",1,41061.0,2019
89,2310-DS-VAN-0000,VAN,2,39418.0,4039
335,5855-01-465-2168,"ILLUMINATOR,INFRARED",5,38932.0,10095
354,5895-00-167-7931,"OPERATIONS CENTER,",1,34227.0,2019
290,5180-01-586-1897,"TOOL KIT,METAL WORKER'S",1,33483.0,2019
324,5830-01-581-2404,PUBLIC ADDRESS SET,1,33434.0,2018
369,6115-01-313-4216,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",1,33085.0,2019
96,2320-01-215-7631,"TRUCK,VAN",1,33082.0,2019
332,5855-01-422-5413,"GOGGLES,NIGHTVISIO",12,32976.0,24220
90,2320-00-580-2955,"TRUCK,CARGO",1,32330.0,2019
94,2320-01-123-2671,"TRUCK,CARGO",1,31249.0,2019
207,4910-00-754-0650,"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",1,29395.0,2019
370,6115-01-317-2136,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,28521.0,2019
91,2320-00-892-5938,"TRUCK,CARGO",1,27290.0,2019
368,6115-01-274-7390,"GENERATOR SET,DIESEL ENGINE",2,25073.0,2019
419,6530-DS-HOS-PCAB,HOSPITAL CABINET,3,24600.0,6057
580,8340-01-185-2617,TENT,1,23826.0,2019
373,6115-01-413-3820,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,23738.0,2019
352,5860-01-350-8551,LASER-INFRARED OBSERVATION SET,1,22015.0,2018
338,5855-01-526-4703,"SIGHT,NIGHT VISION SNIPERSCOPE",2,20200.0,4036
562,8115-DS-BXC-ARCR,"BOXES, CARTONS, AND CRATES",2,20000.0,2019
572,8145-01-538-2134,LIGHTWEIGHT INFLATABLE DECONTAMINATION CONTAINER,1,19458.0,2020
372,6115-01-319-9033,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,18183.0,2019
371,6115-01-319-9032,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,17730.0,2019
210,4910-01-543-0301,TRUCK TIRE CHANGER,1,17648.0,2019
105,2340-01-571-4220,ALL TERRAIN VEHICLE WHEELED,1,16576.0,2020
375,6115-01-653-1233,"GENERATOR,ALTERNATING CURRENT",3,16345.0,4038
581,8340-01-462-6736,TENT,1,16309.0,2019
87,1940-DS-BOA-T000,SMALL CRAFT BOAT,4,15899.0,6060
284,5180-01-467-4685,"TOOL KIT,PIONEER SQUAD LAND CLEARING AND BUILDING ERECTION",1,15179.0,2019
217,4940-01-573-6331,"CLEANER,ULTRASONIC",1,14791.0,2019
147,3805-DS-EAR-THMO,EARTH MOVING AND EXCAVATING EQUIPMENT,1,14219.0,2020
342,5855-01-561-0057,"SIGHT,THERMAL",2,14160.0,4036
336,5855-01-488-6563,"ILLUMINATOR,INFRARED",8,14065.0,16144
85,1385-DS-ROB-TEOD,EOD ROBOT,1,13000.0,2018
110,2340-DS-SCO-OTER,SCOOTER,1,13000.0,2020
199,4320-01-337-7538,"PUMPING ASSEMBLY,FLAMMABLE LIQUID,BULK TRANSFER",1,12947.0,2019
506,7110-DS-GUN-CABI,GUN CABINET/SAFE,2,12206.0,4038
353,5860-01-526-4142,"MARKER,LASER",1,12203.0,2019
92,2320-00-965-0623,"TRUCK,CARGO",1,11614.0,2020
278,5180-00-596-1474,"TOOL KIT,REFRIGERATION EQUIPMENT",2,11376.0,4038
473,7021-01-623-3775,"COMPUTER,DIGITAL",10,11307.0,6057
381,6210-DS-LIG-HTSE,LIGHT SET,45,11250.0,4038
133,3417-01-413-9905,ENGRAVING SYSTEM,1,10797.0,2019
286,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",11,10680.0,12114
212,4910-DS-VEH-MAIN,MOTOR VEHICLE MAINTENANCE AND REPAIR,2,10384.0,4038
355,5895-01-578-3719,RADIO TERMINAL SET,3,10282.0,2019
109,2340-DS-MUL-E000,MULE,2,10053.0,4039
339,5855-01-533-0940,"SIGHT,NIGHT VISION SNIPERSCOPE",2,10000.0,4040
84,1385-01-574-4707,"UNMANNED VEHICLE,GROUND",1,10000.0,2018
462,6920-01-614-6935,TRAINING SIMULATOR,1,9982.0,2020
173,4220-01-561-2259,"MASK,UNDERWATER",16,9768.0,4038
126,2815-01-524-8080,"ENGINE,DIESEL",1,9190.0,2019
209,4910-01-375-2487,"MOUNTER AND DEMOUNTER,PNEUMATIC TIRE",1,9120.0,2019
175,4220-01-584-7592,"VEST,DIVER'S SUIT",24,8757.0,6057
285,5180-01-467-6369,"Sets, Kits, and Outfits of Hand Tools",3,8196.0,2020
414,6515-DS-DEF-IBRI,DEFIBRULATOR,4,8111.0,8080
408,6515-01-435-5350,"SUCTION APPARATUS,OROPHARYNGEAL,TRACHEAL",7,7881.0,14133
118,2541-01-574-5796,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",4,7669.0,4034
447,6720-01-473-5878,"BODY,CAMERA,STILL PICTURE",2,7259.0,2019
429,6545-01-534-6145,"MEDICAL EQUIPMENT SET,SURGICAL INSTRUMENT & SUPPLY SET",4,7231.0,4038
328,5855-01-228-0937,NIGHT VISION GOGGLE,2,7156.0,4036
146,3770-01-613-5925,"SET,MILITARY WORKING DOG FACILITIES",5,7154.0,2019
119,2590-01-269-8719,"WINCH,DRUM,VEHICLE MOUNTING",1,7086.0,2019
551,7730-DS-TEL-EVI3,"TELEVISION, PERSONAL/HOME USE",4,7006.0,8076
468,7010-01-608-2456,"COMPUTER SYSTEM,DIGITAL",1,6894.0,2019
359,5965-01-568-2627,"HORN,LOUDSPEAKER",2,6852.0,2020
277,5180-00-357-7770,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",4,6844.0,8076
394,6230-01-572-5707,"LIGHT SET,GENERAL ILLUMINATION",8,6522.0,2019
498,7110-01-388-5178,"TABLE,OFFICE",2,6457.0,4038
68,1240-01-411-1265,"SIGHT,REFLEX",101,6420.0,40372
208,4910-01-309-1751,"BALANCER,VEHICLE WHEEL",1,6357.0,2019
136,3431-DS-WEL-DER0,ELECTRIC ARC WELDING EQUIPMENT,2,6309.0,4038
432,6545-01-572-9964,"MEDICAL EQUIPMENT SET,COMBAT MEDIC-2009",5,6191.0,4038
273,5140-01-433-7740,"CABINET,TOOL,MOBILE",2,6062.0,4038
444,6650-01-593-3671,BORESCOPE KIT,13,6000.0,8077
739,8465-01-558-8195,"KIT,MECHANICAL BREA",2,5988.0,2019
472,7021-01-592-8324,"COMPUTER,DIGITAL",5,5726.0,2017
464,7010-01-476-0935,"COMPUTER SYSTEM,DIGITAL",1,5650.0,2017
163,4120-01-264-6295,AIR CONDITIONER,1,5539.0,2019
211,4910-DS-PRE-SSUR,PRESSURE WASHER,2,5500.0,4038
505,7110-DS-FIL-ECA0,FILE CABINET,39,5375.0,34334
125,2805-01-267-5047,"OUTBOARD MOTOR,GASOLINE",1,5283.0,2020
95,2320-01-164-4815,"TRUCK,CARGO",1,5000.0,2019
321,5820-01-369-8585,"RECEIVER-TRANSMITTER,RADIO",1,4967.0,2019
86,1940-01-219-6785,"BOAT,INFLATABLE",1,4959.0,2020
340,5855-01-534-5931,"ILLUMINATOR,INTEGRATED,SMALL ARMS",52,4350.0,10090
104,2340-01-091-9004,"CART,GOLF",2,4144.0,4038
139,3439-01-508-5924,SPECTRUM CASE,1,4128.0,2019
275,5140-DS-TOO-LBOX,TOOLBOX,3,4110.0,6057
486,7025-DS-PLO-TTER,PLOTTER,1,3888.0,2019
177,4230-DS-DEC-ONTA,DECONTAMINATING AND IMPREGNATING EQUIP,1,3883.0,2020
487,7025-DS-PRI-NT05,PRINTER,4,3866.0,2019
451,6720-DS-DIG-ITA0,"CAMERA, DIGITAL",25,3861.0,12115
116,2541-01-555-4876,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",2,3729.0,2018
497,7110-00-919-9193,FILING CABINET,1,3699.0,2019
392,6230-01-519-0393,"CASE,LIGHT SET",19,3653.0,6059
387,6230-01-392-8382,SEARCHLIGHT,1,3579.0,2020
197,4240-DS-SAF-ERES,SAFETY AND RESCUE EQUIPMENT,1,3550.0,2020
274,5140-DS-CAB-INE0,"CABINET, TOOL",5,3481.0,6059
287,5180-01-506-8287,"TOOL KIT,SMALL ARMS",2,3422.0,4038
202,4520-01-332-2394,"HEATER,DUCT TYPE,PORTABLE",1,3409.0,2019
471,7021-01-572-8768,COMPUTER LAPTOP,1,3311.0,2019
282,5180-01-389-7560,"TOOL KIT,VEHICULAR,SPECIAL PURPOSE",1,3240.0,2019
465,7010-01-572-8348,"WORKSTATION,PORTABLE MULTIFUNCTION",2,3200.0,2018
115,2540-01-544-2211,BALLISTIC BLANKET,7,3086.0,2017
130,3405-DS-SAW-FILE,SAWS AND FILING MACHINES,2,3073.0,4039
499,7110-01-666-3837,FILING CABINET,9,3069.0,10100
474,7021-DS-LAP-TOP2,LAPTOP COMPUTER,19,3055.0,4038
351,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",3,3000.0,6060
489,7035-DS-CAB-INE3,ADP CABINET,2,2973.0,4039
446,6665-12-371-0877,"DETECTING SET,MINE",3,2940.0,2019
362,5965-01-572-7829,HEADSET-MICROPHONE,20,2933.0,6054
313,5440-DS-LAD-DER2,"LADDER, SCAFFOLDING",2,2930.0,4039
411,6515-01-599-6715,BLOOD-FLUID WARMER SYSTEM,2,2837.0,2019
469,7010-01-617-7198,TACTICAL COP WORKSTATION,1,2810.0,2018
162,4110-DS-REF-RIG0,REFRIGERATOR,7,2800.0,10095
511,7125-DS-CAB-INE6,"CABINET, STORAGE",54,2740.0,36346
243,5120-01-476-1438,"JACK KIT,HYDRAULIC,HAND",1,2700.0,2019
327,5836-DS-VID-EORE,VIDEO RECORDING AND REPRODUCING EQUIPMEN,4,2609.0,4040
479,7025-01-589-8173,"PRINTER,AUTOMATIC DATA PROCESSING",2,2600.0,2019
127,2910-01-171-4636,"PUMP,FUEL,METERING AND DISTRIBUTING",1,2581.0,2019
266,5130-01-547-2690,"GRINDER,BENCH",4,2533.0,6057
460,6920-01-085-1583,"SIMULATOR SYSTEM,FIRING,LASER",25,2533.0,4040
141,3510-01-621-2316,"WASHER AND DRYER COMBINATION,LAUNDRY",1,2502.0,2019
761,8465-01-586-6103,INDIVIDUAL EQUIPMENT KIT,4,2462.0,2019
485,7025-DS-MON-IT08,"MONITOR, COMPUTER",22,2460.0,18174
384,6220-01-561-9764,HID AND IR RC SEARCH LIGHT,3,2432.0,4038
306,5340-01-515-8518,"SPIKE STRIP,TIRE DEFLATION DEVICE",24,2237.0,8079
81,1240-01-645-6222,"SIGHT,INFINITY",2,2236.0,2019
438,6605-01-438-9288,"COMPASS,MAGNETIC,MOUNTED",1,2236.0,2019
77,1240-01-585-3100,MARK 4 SIGHT,4,2222.0,4037
113,2530-01-571-5857,"WHEEL,PNEUMATIC TIRE",2,2201.0,2019
198,4310-DS-COM-PRE1,"COMPRESSOR, AIR",4,2200.0,8076
415,6515-DS-MED-SUPB,MEDICAL SUPPLIES,6,2010.0,6060
80,1240-01-619-6564,"SIGHT,INFINITY",2,1995.0,2019
363,5965-01-572-7941,HEADSET-MICROPHONE,4,1954.0,4038
452,6730-00-051-8983,"MIRROR,PHOTOGRAPHIC PROJECTOR",1,1944.0,2020
214,4933-01-394-7781,"BORE LIGHT SYSTEM,LASER",3,1926.0,6055
502,7110-DS-CAB-INE5,"CABINET, OFFICE",23,1901.0,10099
583,8340-01-521-6438,"SHELTER,ICS IMPROVED COMBAT SHELTER",19,1816.0,10098
418,6530-DS-HOS-CART,HOSPITAL CART,3,1770.0,6058
129,3220-01-315-7902,"SAW,CIRCULAR,TABLE TYPE",1,1743.0,2019
283,5180-01-462-4254,"TOOL KIT,SMALL ARMS",1,1711.0,2020
383,6220-01-561-9674,"FLOODLIGHT,ELECTRIC",4,1671.0,2019
476,7025-01-536-6572,PRINTER STATION,1,1668.0,2019
279,5180-00-955-5623,"TOOL KIT,JO-BOLT,HAND",3,1633.0,2019
396,6230-DS-LIG-HT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",50,1617.0,18175
504,7110-DS-DES-K001,DESK,18,1610.0,12114
475,7021-DS-NOT-EBO1,NOTEBOOK COMPUTER,14,1589.0,2019
707,8465-01-445-6274,MODULAR SLEEP SYSTEM,22,1574.0,12118
612,8415-01-522-5348,"HELMET,FLYERS",3,1541.0,2018
281,5180-01-387-5455,"TOOL KIT,VEHICULAR,SPECIAL PURPOSE",1,1516.0,2019
291,5180-DS-TOO-LKIT,"SETS, KITS, AND OUTFITS OF HAND TOOLS",5,1470.0,6057
75,1240-01-575-1724,SIGHT UNIT,6,1441.0,2019
554,7830-DS-BIC-YCEE,"BICYCLE, EXERCISE",1,1429.0,2020
430,6545-01-539-2732,"FIRST AID KIT,INDIVIDUAL",205,1389.0,8076
322,5820-01-530-2019,"MONITOR SET,TELEVISION",1,1367.0,2019
427,6545-01-530-0929,"FIRST AID KIT,UNIVERSAL",92,1342.0,26250
206,4720-01-559-2546,"HOSE,AIR DUCT",2,1314.0,2020
341,5855-01-550-2780,"ILLUMINATOR,INTEGRATED,SMALL ARMS",9,1306.0,2020
424,6545-01-467-5035,"MEDICAL EQUIPMENT SET,GENERAL CLINIC",3,1299.0,2019
736,8465-01-547-2757,MODULAR SLEEPING BAG SYSTEM,6,1288.0,8079
117,2541-01-560-7680,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,1266.0,2019
467,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",5,1243.0,2017
466,7010-01-598-8377,"COMPUTER SYSTEM,DIGITAL",1,1237.0,2019
70,1240-01-484-7213,"RANGE FINDER,LASER",4,1220.0,4038
787,8470-DS-PSH-IELD,"SHIELD,PERSONAL PROTECTIVE",6,1217.0,4037
215,4933-01-515-9045,"CLEARING BARREL,PEDESTAL",1,1211.0,2019
59,1005-DS-SWE-PASC,WEAPON ACCESSORIES,5,1200.0,4034
379,6130-01-609-9818,"CHARGER,BATTERY",1,1198.0,2020
360,5965-01-572-7797,HEADSET-MICROPHONE,25,1191.0,2019
760,8465-01-585-1512,RUCKSACK MEDIUM (OEF) PATTERN 2,23,1189.0,20191
280,5180-01-143-9605,"TOOL SET,ORGANIZATIONAL",1,1173.0,2019
315,5640-01-566-7387,"TAPE,DUCT",5,1172.0,4036
65,1095-01-571-7275,"RACK,STORAGE,SMALL ARMS",1,1162.0,2019
443,6650-01-504-8456,"SPOTTING INSTRUMENT,OPTICAL",1,1161.0,2017
378,6130-01-446-4132,"CHARGER,BATTERY",3,1148.0,4038
789,8475-01-542-2562,"HELMET,FLYERS",2,1126.0,2018
538,7490-00-281-3959,"STENCIL CUTTING MACHINE,HAND OPERATED",2,1114.0,2019
503,7110-DS-CHA-IR02,"CHAIR, OFFICE",113,1072.0,18176
507,7110-DS-OFF-URN0,OFFICE FURNITURE,14,1072.0,10096
276,5180-00-177-7033,"TOOL KIT,GENERAL MECHANICS",3,1044.0,2019
288,5180-01-569-8208,"TOOL KIT,CARPENTERS",1,1044.0,2019
749,8465-01-580-0981,ASSAULT PACK,46,1002.0,26249
232,5120-01-117-7855,"WRENCH SET,CROWFOOT,RATCHETING",1,1001.0,2020
