start,end,day_count
2022-10-06T00:00:00.000Z,2022-10-07T00:00:00.000Z,143849
2022-10-07T00:00:00.000Z,2022-10-08T00:00:00.000Z,87022
2022-10-08T00:00:00.000Z,2022-10-09T00:00:00.000Z,84562
2022-10-09T00:00:00.000Z,2022-10-10T00:00:00.000Z,60451
2022-10-10T00:00:00.000Z,2022-10-11T00:00:00.000Z,86252
2022-10-11T00:00:00.000Z,2022-10-12T00:00:00.000Z,125797
2022-10-12T00:00:00.000Z,2022-10-13T00:00:00.000Z,107832
2022-10-13T00:00:00.000Z,2022-10-14T00:00:00.000Z,75560
2022-10-14T00:00:00.000Z,2022-10-15T00:00:00.000Z,202571
2022-10-15T00:00:00.000Z,2022-10-16T00:00:00.000Z,97774
2022-10-16T00:00:00.000Z,2022-10-17T00:00:00.000Z,49715
2022-10-17T00:00:00.000Z,2022-10-18T00:00:00.000Z,50996
2022-10-18T00:00:00.000Z,2022-10-19T00:00:00.000Z,56697
2022-10-19T00:00:00.000Z,2022-10-20T00:00:00.000Z,35035
2022-10-20T00:00:00.000Z,2022-10-21T00:00:00.000Z,53210
2022-10-21T00:00:00.000Z,2022-10-22T00:00:00.000Z,144404
2022-10-22T00:00:00.000Z,2022-10-23T00:00:00.000Z,75391
2022-10-23T00:00:00.000Z,2022-10-24T00:00:00.000Z,53252
2022-10-24T00:00:00.000Z,2022-10-25T00:00:00.000Z,53439
2022-10-25T00:00:00.000Z,2022-10-26T00:00:00.000Z,51412
2022-10-26T00:00:00.000Z,2022-10-27T00:00:00.000Z,94457
2022-10-27T00:00:00.000Z,2022-10-28T00:00:00.000Z,243294
2022-10-28T00:00:00.000Z,2022-10-29T00:00:00.000Z,1573279
2022-10-29T00:00:00.000Z,2022-10-30T00:00:00.000Z,722162
2022-10-30T00:00:00.000Z,2022-10-31T00:00:00.000Z,482178
2022-10-31T00:00:00.000Z,2022-11-01T00:00:00.000Z,554652
2022-11-01T00:00:00.000Z,2022-11-02T00:00:00.000Z,430302
2022-11-02T00:00:00.000Z,2022-11-03T00:00:00.000Z,405299
2022-11-03T00:00:00.000Z,2022-11-04T00:00:00.000Z,386748
2022-11-04T00:00:00.000Z,2022-11-05T00:00:00.000Z,520654
2022-11-05T00:00:00.000Z,2022-11-05T20:31:34.000Z,521174
2022-09-05T00:00:00.000Z,2022-09-06T00:00:00.000Z,19487
2022-09-06T00:00:00.000Z,2022-09-07T00:00:00.000Z,52728
