flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
580897178,11064122,N668PD,AS50,N668PD,,,,,
580858002,10527058,N14LA,B412,N14LA,,WHP,POC,POC,
580745174,11361569,N960LA,AS50,N960LA,,EMT,FUL,FUL,
580875355,11064122,N668PD,AS50,N668PD,,,BUR,BUR,
580903503,11359066,N958LA,AS50,N958LA,,WJF,PMD,PMD,
580868844,11351614,N950SG,AS32,L950SG,,,,,
580756026,11061269,N665PD,AS50,N665PD,,,,,
580776707,11361569,N960LA,AS50,N960LA,,CPM,LGB,LGB,
580880391,10865027,N472LA,AS50,N472LA,,,BUR,BUR,
580853404,10578214,N190LA,H60,N190LA,,WHP,,,
580897009,11057465,N661PD,AS50,N661PD,,,,,
580846764,10578214,N190LA,H60,N190LA,,WHP,,,
580850213,10616756,N228LA,AS50,N228LA,,,,,
580725537,11057465,N661PD,AS50,N661PD,,,,,
580863186,10694319,N304FD,A139,FIRE4,,,,,
580753829,11360017,N959LA,AS50,N959LA,,CPM,LGB,LGB,
580735205,10578214,N190LA,H60,N190LA,,,BUR,BUR,
580732697,11361569,N960LA,AS50,N960LA,,LGB,,,
580765493,11061269,N665PD,AS50,N665PD,,BUR,VNY,VNY,
580858845,11057465,N661PD,AS50,N661PD,,,BUR,BUR,
580768017,11361569,N960LA,AS50,N960LA,,,,,
580732478,11359066,N958LA,AS50,N958LA,,,,,
580816519,11351458,N950LA,AS50,N950LA,,POC,,,
580771502,10865027,N472LA,AS50,N472LA,,,EMT,EMT,
580724660,10601970,N213PF,AS50,N213PF,,,,,
580728309,10691466,N301FD,A139,FIRE1,,VNY,,,
580715430,11061269,N665PD,AS50,N665PD,,VNY,,,
580745693,11359066,N958LA,AS50,N958LA,,,WJF,WJF,
580815717,11351614,N950SG,AS32,N950SG,,LGB,,,
580761192,11361569,N960LA,AS50,N960LA,,LGB,CCB,CCB,
580725612,11061269,N665PD,AS50,N665PD,,,VNY,VNY,
580742618,11360017,N959LA,AS50,N959LA,,LGB,,,
580838510,10578214,N190LA,H60,N190LA,,WHP,WHP,WHP,
580735157,10497326,N110LA,B412,N110LA,,,,,
580719038,11359066,N958LA,AS50,N958LA,,EMT,WHP,WHP,
580892958,11361569,N960LA,AS50,N960LA,,CPM,FUL,FUL,
580879031,11361569,N960LA,AS50,N960LA,,LGB,,,
580840232,11100597,N703WP,AS50,N703WP,,,,,
580857929,11361569,N960LA,AS50,N960LA,,CPM,,,
580771552,11064122,N668PD,AS50,N668PD,,,BUR,BUR,
580835859,10616756,N228LA,AS50,N228LA,,,BUR,BUR,
580860195,10694319,N304FD,A139,FIRE4,,VNY,WHP,WHP,
580864792,10695270,N305FD,A139,N305FD,,VNY,,,
580741158,11064122,N668PD,AS50,N668PD,,,HHR,HHR,
580820902,10695270,N305FD,A139,N305FD,,VNY,VNY,VNY,
580684060,10694319,N304FD,A139,FIRE4,,VNY,BUR,BUR,
580852218,10695270,N305FD,A139,N305FD,,VNY,,,
580859007,11064122,N668PD,AS50,N668PD,,,CPM,CPM,
580756136,11057465,N661PD,AS50,N661PD,,,TOA,TOA,
580822577,11351614,N950SG,AS32,L950SG,,LGB,,,
580838066,10695270,N305FD,A139,N305FD,,VNY,,,
580879860,10616756,N228LA,AS50,N228LA,,,SMO,SMO,
580835332,10865027,N472LA,AS50,N472LA,,,SNA,SNA,
580884753,11057465,N661PD,AS50,N661PD,,VNY,,,
580731495,10578214,N190LA,H60,N190LA,,WHP,WHP,WHP,
580836301,11361569,N960LA,AS50,N960LA,,LGB,,,
580754048,10497326,N110LA,B412,N110LA,,,,,
580892095,11359066,N958LA,AS50,N958LA,,BUR,WJF,WJF,
580728296,10695270,N305FD,A139,N305FD,,VNY,BUR,BUR,
580721350,11360017,N959LA,AS50,N959LA,,CLD,LGB,LGB,
580718035,11351614,N950SG,AS32,L950SG,,,,,
580841883,11351614,N950SG,AS32,L950SG,,,,,
580823416,10527058,N14LA,B412,N14LA,,POC,WHP,WHP,
580747949,10497326,N110LA,B412,N110LA,,WHP,EMT,EMT,
580731906,10497326,N110LA,B412,N110LA,,WHP,WHP,WHP,
580897743,11351614,N950SG,AS32,L950SG,,PMD,,,
