flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
592358131,11314118,N913WB,AS50,N913WB,N913WB,,CPM,CPM,
592360914,10547881,N160LA,H60,N160LA,N160LA,WHP,PMD,PMD,
592277750,11363471,N962LA,AS50,N962LA,N962LA,WJF,BUR,BUR,
592385896,10616756,N228LA,AS50,N228LA,N228LA,,EMT,EMT,
592386024,11314118,N913WB,AS50,N913WB,N913WB,,WHP,WHP,
592369887,11351614,N950SG,AS32,L950SG,,LGB,POC,POC,
592358485,10616756,N228LA,AS50,N228LA,N228LA,,,,
592321948,10612001,N223LA,AS50,N223LA,N223LA,,SMO,SMO,
592283645,11363471,N962LA,AS50,N962LA,N962LA,,,,
592214313,11352409,N951LA,AS50,N951LA,N951LA,LGB,POC,POC,
592347444,10547881,N160LA,H60,N160LA,N160LA,WJF,,,
592371584,10610099,N221LA,AS50,N221LA,N221LA,,,,
592298264,10612001,N223LA,AS50,N223LA,N223LA,,,,
592302225,11352409,N951LA,AS50,N951LA,N951LA,LGB,BUR,BUR,
592395116,10616756,N228LA,AS50,N228LA,N228LA,,LGB,LGB,
592399993,10610099,N221LA,AS50,N221LA,N221LA,,,,
592286213,10610099,N221LA,AS50,N221LA,N221LA,,LGB,LGB,
592308402,11314118,N913WB,AS50,N913WB,N913WB,,,,
592295431,11363471,N962LA,AS50,N962LA,N962LA,BUR,,,
592285737,11314118,N913WB,AS50,N913WB,N913WB,,WHP,WHP,
592272628,10601970,N213PF,AS50,N213PF,N213PF,,,,
592375059,11351614,N950SG,AS32,L950SG,,POC,,,
592395919,11363471,N962LA,AS50,N962LA,N962LA,BUR,PMD,PMD,
592316485,11314118,N913WB,AS50,N913WB,N913WB,VNY,,,
592367606,10527058,N14LA,B412,N14LA,N14LA,WHP,POC,POC,
592355367,11100597,N703WP,AS50,N703WP,N703WP,WHP,PMD,PMD,
592288068,11352409,N951LA,AS50,N951LA,N951LA,CPM,LGB,LGB,
592349869,10527058,N14LA,B412,N14LA,N14LA,POC,,,
592303265,11363471,N962LA,AS50,N962LA,N962LA,CPM,LGB,LGB,
592310552,10610099,N221LA,AS50,N221LA,N221LA,,LAX,LAX,
592307444,11363471,N962LA,AS50,N962LA,N962LA,LGB,WHP,WHP,
592399255,10547881,N160LA,H60,N160LA,N160LA,PMD,PMD,PMD,
592272491,10612001,N223LA,AS50,N223LA,N223LA,,,,
