flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
569529763,11363471,N962LA,AS50,N962LA,,POC,,,
569378516,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
569360316,10497326,N110LA,B412,N110LA,,POC,POC,POC,
569528618,11354311,N953LA,AS50,N953LA,,CPM,LGB,LGB,
569409099,11363471,N962LA,AS50,N962LA,,,SMO,SMO,
569464153,10497326,N110LA,B412,N110LA,,POC,,,
569491452,11353317,N952JH,AS32,N952JH,,,LGB,LGB,
569373458,10610099,N221LA,AS50,N221LA,,CPM,SMO,SMO,
569549186,10865027,N472LA,AS50,N472LA,,,WHP,WHP,
569497299,10691466,N301FD,A139,N301FD,,VNY,,,
569366781,11363471,N962LA,AS50,N962LA,,POC,,,
569555398,11354311,N953LA,AS50,N953LA,,LGB,LGB,LGB,
569516024,10694319,N304FD,A139,BT624AP,,SMO,,,
569500920,11363471,N962LA,AS50,N962LA,,EMT,,,
569498776,11361569,N960LA,AS50,N960LA,,SMO,,,
569474601,11354311,N953LA,AS50,N953LA,,,LGB,LGB,
569386041,11058416,N662PD,AS50,N662PD,,,,,
569502970,11058416,N662PD,AS50,N662PD,,,LGB,LGB,
569405405,10610099,N221LA,AS50,N221LA,,HHR,,,
569510587,10694319,N304FD,A139,N624AP,,TOA,,,
569478784,11363471,N962LA,AS50,N962LA,,POC,EMT,EMT,
569501442,10694319,N304FD,A139,FIRE4,,TOA,,,
569326900,11353317,N952JH,AS32,N952JH,,BUR,POC,POC,
569395522,10610099,N221LA,AS50,N221LA,,,,,
569498334,10617707,N229LA,AS50,N229LA,,,,,
569353204,11058416,N662PD,AS50,N662PD,,,,,
569502208,10656249,N267LA,AS50,N267LA,,,,,
569367920,11353317,N952JH,AS32,N952JH,,,,,
569554523,11361569,N960LA,AS50,N960LA,,,,,
569454444,10694319,N304FD,A139,FIRE4,,VNY,,,
569520469,11354311,N953LA,AS50,N953LA,,,,,
569413211,11058416,N662PD,AS50,N662PD,,,VNY,VNY,
569408591,10865027,N472LA,AS50,N472LA,,WHP,CPM,CPM,
569341918,10656249,N267LA,AS50,N267LA,,,,,
569395474,10865027,N472LA,AS50,N472LA,,,BUR,BUR,
569499011,11353317,N952JH,AS32,N952JH,,LGB,,,
569375405,11363471,N962LA,AS50,N962LA,,CPM,,,
569413330,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
569535759,11353317,N952JH,AS32,N952JH,,,,,
569514759,11361569,N960LA,AS50,N960LA,,,,,
569378415,11058416,N662PD,AS50,N662PD,,,BUR,BUR,
569361720,10865027,N472LA,AS50,N472LA,,,VNY,VNY,
569426439,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
569361576,10610099,N221LA,AS50,N221LA,,,,,
569354749,11362520,N961LA,AS50,N961LA,,LGB,,,
569507308,11354311,N953LA,AS50,N953LA,,LGB,,,
569528888,10612001,N223LA,AS50,POLICE,,VNY,LGB,LGB,
569486637,10610099,N221LA,AS50,N221LA,,,SMO,SMO,
569532589,10691466,N301FD,A139,N301FD,,VNY,WHP,WHP,
569520247,10694319,N304FD,A139,BT4AP,,LAX,,,
569479045,10617707,N229LA,AS50,N229LA,,,HHR,HHR,
569359704,11353317,N952JH,AS32,N952JH,,POC,,,
569484401,11361569,N960LA,AS50,N960LA,,LGB,,,
569417470,11058416,N662PD,AS50,N662PD,,VNY,SMO,SMO,
569528768,10617707,N229LA,AS50,N229LA,,,VNY,VNY,
569324407,11354311,N953LA,AS50,N953LA,,CPM,EMT,EMT,
569430683,11363471,N962LA,AS50,N962LA,,,POC,POC,
569471041,11353317,N952JH,AS32,N952JH,,LGB,,,
569359509,11359066,N958LA,AS50,,,FUL,,,
569508934,10691466,N301FD,A139,N301FD,,,,,
569370141,10865027,N472LA,AS50,N472LA,,,,,
569549178,11058416,N662PD,AS50,N662PD,,,,,
