flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
590539637,11351458,N950LA,AS50,N950LA,N950LA,CPM,POC,POC,
590489979,10527058,N14LA,B412,N14LA,N14LA,CCB,,,
590380049,11356213,N955LA,AS50,N955LA,N955LA,LGB,LGB,LGB,
590505551,10696221,N306FD,B06,N306FD,N306FD,,,,
590413364,10610099,N221LA,AS50,N221LA,N221LA,,WHP,WHP,
590503569,10610099,N221LA,AS50,N221LA,N221LA,,HHR,HHR,
590386624,10610099,N221LA,AS50,N221LA,N221LA,,,,
590413412,11058416,N662PD,AS50,N662PD,N662PD,,,,
590497451,10547881,N160LA,H60,N160LA,N160LA,WHP,,,
590428500,11356213,N955LA,AS50,N955LA,N955LA,CPM,,,
590543638,10696221,N306FD,B06,N306FD,N306FD,VNY,,,
590385095,11356213,N955LA,AS50,N955LA,N955LA,,LGB,LGB,
590460117,11362520,N961LA,AS50,N961LA,N961LA,LGB,,,
590419668,11058416,N662PD,AS50,N662PD,N662PD,,,,
590411081,11358115,N957LA,AS50,N957LA,N957LA,LGB,,,
590374438,11360017,N959LA,AS50,N959LA,N959LA,POC,LGB,LGB,
590482711,10527058,N14LA,B412,N14LA,N14LA,POC,POC,POC,
590510191,11353317,N952JH,AS32,N952JH,N952JH,CCB,CPM,CPM,
590376060,10497326,N110LA,B412,N110LA,N110LA,SMO,SMO,SMO,
590529082,11351458,N950LA,AS50,N950LA,N950LA,POC,CPM,CPM,
590499469,10696221,N306FD,B06,N306FD,N306FD,VNY,,,
590479512,11353317,N952JH,AS32,N952JH,N952JH,LGB,EMT,EMT,
590392451,11358115,N957LA,AS50,N957LA,N957LA,LGB,LAX,LAX,
590399902,11358115,N957LA,AS50,N957LA,N957LA,,,,
590404704,11358115,N957LA,AS50,N957LA,N957LA,EMT,,,
590531593,11100597,N703WP,AS50,N703WP,N703WP,,,,
590449078,10547881,N160LA,H60,N160LA,N160LA,PMD,MHV,MHV,
590428027,10497326,N110LA,B412,N110LA,N110LA,WHP,,,
590501192,11353317,N952JH,AS32,N952JH,N952JH,,POC,POC,
590486505,11353317,N952JH,AS32,N952JH,N952JH,,,,
590399523,10656249,N267LA,AS50,N267LA,N267LA,,WHP,WHP,
590377352,11353317,N952JH,AS32,N952JH,N952JH,POC,,,
590371777,10656249,N267LA,AS50,N267LA,N267LA,,,,
590372408,11358115,N957LA,AS50,N957LA,N957LA,LGB,,,
590382549,10656249,N267LA,AS50,N267LA,N267LA,,VNY,VNY,
590548191,11358115,N957LA,AS50,N957LA,N957LA,BUR,WHP,WHP,
590423316,11356213,N955LA,AS50,N955LA,N955LA,LGB,POC,POC,
590370572,10497326,N110LA,B412,N110LA,N110LA,WHP,,,
590406853,11356213,N955LA,AS50,N955LA,N955LA,POC,LGB,LGB,
590479162,11362520,N961LA,AS50,N961LA,N961LA,,,,
590480442,11100597,N703WP,AS50,N703WP,N703WP,HSH,,,
590396425,11058416,N662PD,AS50,N662PD,N662PD,HHR,,,
590461366,10656249,N267LA,AS50,N267LA,N267LA,SRQ,,,
590468174,10547881,N160LA,H60,N160LA,N160LA,PMD,PMD,PMD,
590427694,10656249,N267LA,AS50,N267LA,N267LA,,,,
590373720,11100597,N703WP,AS50,N703WP,N703WP,,,,
590447563,10696221,N306FD,B06,N306FD,N306FD,VNY,BUR,BUR,
590370274,11353317,N952JH,AS32,N952JH,,APV,POC,POC,
590386907,11058416,N662PD,AS50,N662PD,N662PD,,LGB,LGB,
590418514,10610099,N221LA,AS50,N221LA,N221LA,VNY,LGB,LGB,
590521104,10694319,N304FD,A139,FIRE4,,VNY,BUR,BUR,
590503310,11058416,N662PD,AS50,N662PD,N662PD,,HHR,HHR,
590517662,10547881,N160LA,H60,N160LA,N160LA,PMD,WJF,WJF,
