flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
542965139,11356213,N955LA,AS50,N955LA,,EMT,POC,POC,
542945367,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
542939448,11362520,N961LA,AS50,,,PMD,,,
543059206,11352409,N951LA,AS50,,,HHR,,,
543116878,11352409,N951LA,AS50,N951LA,,CPM,CPM,CPM,
542940588,11352409,N951LA,AS50,N951LA,,LGB,,,
542973211,11362520,N961LA,AS50,N961LA,,WJF,PMD,PMD,
543126144,11362520,N961LA,AS50,N961LA,,LGB,,,
542975933,11058416,N662PD,AS50,N662PD,,VNY,,,
542966822,11355262,N954LA,AS50,N954LA,,EMT,POC,POC,
543107991,11358115,N957LA,AS50,,,LGB,,,
543053267,11352409,N951LA,AS50,N951LA,,LGB,,,
543074231,10527058,N14LA,B412,N14LA,,WHP,BUR,BUR,
543110837,11351614,N950SG,AS32,L950SG,,,,,
543078543,11058416,N662PD,AS50,N662PD,,,,,
542972839,11359066,N958LA,AS50,N958LA,,,,,
542946133,11352409,N951LA,AS50,N951LA,,CPM,LGB,LGB,
542938574,11363471,N962LA,AS50,N962LA,,LGB,LGB,LGB,
543127701,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
543124166,11352409,N951LA,AS50,N951LA,,CPM,CPM,CPM,
542986982,11352409,N951LA,AS50,N951LA,,CPM,CPM,CPM,
542933526,11356213,N955LA,AS50,N955LA,,LGB,CCB,CCB,
542939668,11100597,N703WP,AS50,N703WP,,PMD,VNY,VNY,
543095900,11355262,N954LA,AS50,N954LA,,,,,
543067907,11100597,N703WP,AS50,N703WP,,WHP,VNY,VNY,
543051486,10656249,N267LA,AS50,N267LA,,VNY,,,
543136301,11359066,N958LA,AS50,N958LA,,LGB,,,
543106261,10865027,N472LA,,N472LA,,,,,
542994062,10865027,N472LA,,N472LA,,,LAX,LAX,
543133996,10656249,N267LA,AS50,N267LA,,,CNO,CNO,
543035979,11355262,N954LA,AS50,N954LA,,EMT,,,
543056191,10865027,N472LA,,N472LA,,,,,
542977027,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
542953329,11352409,N951LA,AS50,N951LA,,LGB,,,
543086165,11355262,N954LA,AS50,N954LA,,EMT,,,
542981391,11352409,N951LA,AS50,N951LA,,CPM,CPM,CPM,
543057273,11057465,N661PD,AS50,N661PD,,,,,
543104299,11352409,N951LA,AS50,N951LA,,LGB,,,
542976305,11352409,N951LA,AS50,N951LA,,LGB,,,
542947130,11351614,N950SG,AS32,L950SG,,POC,LGB,LGB,
542963524,11356213,N955LA,AS50,N955LA,,EMT,POC,POC,
542993425,11355262,N954LA,AS50,N954LA,,,CPM,CPM,
542950234,11355262,N954LA,AS50,N954LA,,,LGB,LGB,
542961340,10865027,N472LA,,N472LA,,,,,
542960538,11359066,N958LA,AS50,N958LA,,LGB,,,
542982586,11355262,N954LA,AS50,N954LA,,,,,
542943553,11356213,N955LA,AS50,N955LA,,EMT,,,
542952392,11355262,N954LA,AS50,N954LA,,LGB,,,
543078445,10656249,N267LA,AS50,N267LA,,,,,
542935538,11100597,N703WP,AS50,N703WP,,WHP,PMD,PMD,
542933395,11359066,N958LA,AS50,N958LA,,VNY,,,
542994450,11058416,N662PD,AS50,N662PD,,,BUR,BUR,
543049556,11351614,N950SG,AS32,L950SG,,LGB,EMT,EMT,
542958276,11362520,N961LA,AS50,,,WHP,,,
543119900,11362520,N961LA,AS50,N961LA,,,,,
543064667,11352409,N951LA,AS50,N951LA,,CPM,POC,POC,
543081424,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
543129895,11356213,N955LA,AS50,N955LA,,POC,,,
543095270,11058416,N662PD,AS50,N662PD,,,BUR,BUR,
542991571,10612001,N223LA,AS50,POLICE,,CPM,BUR,BUR,
543078438,11352409,N951LA,AS50,N951LA,,,LGB,LGB,
543023810,11058416,N662PD,AS50,N662PD,,,,,
543129098,10694319,N304FD,A139,FIRE4,,VNY,VNY,VNY,
543106663,11057465,N661PD,AS50,N661PD,,,,,
543133866,11064122,N668PD,AS50,N668PD,,FUL,,,
542961258,11058416,N662PD,AS50,N662PD,,,BUR,BUR,
