flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
531227017,10694319,N304FD,A139,FIRE4,,VNY,VNY,VNY,
531229620,10610099,N221LA,AS50,N221LA,,,,,
531262713,11352410,N951LB,AS32,,,,,,
531246768,11101548,N704WP,AS50,N704WP,,,,,
531201913,11352409,N951LA,AS50,N951LA,,LGB,,,
531120796,11356213,N955LA,AS50,N955LA,,EMT,,,
531086458,11057465,N661PD,AS50,N661PD,,,WHP,WHP,
531219912,11100597,N703WP,AS50,N703WP,,,,,
531267712,11352409,N951LA,AS50,N951LA,,PMD,,,
531274962,11057465,N661PD,AS50,N661PD,,,WHP,WHP,
531104179,11356213,N955LA,AS50,N955LA,,,,,
531246515,10656249,N267LA,AS50,N267LA,,TOA,,,
531265378,10656249,N267LA,AS50,N267LA,,,BUR,BUR,
531214161,11352409,N951LA,AS50,N951LA,,,,,
531253628,10865027,N472LA,,N472LA,,,,,
531272311,11352409,N951LA,AS50,N951LA,,WHP,,,
531253518,11358115,N957LA,AS50,,,EMT,POC,POC,
531268986,11352410,N951LB,AS32,,,,,,
531196803,11352410,N951LB,AS32,,,LGB,,,
531216763,11101548,N704WP,AS50,N704WP,,WHP,MHV,MHV,
531083105,10610099,N221LA,AS50,N221LA,,,BUR,BUR,
531249833,11352410,N951LB,AS32,,,,,,
531269144,11354311,N953LA,AS50,N953LA,,CPM,,,
531220372,11356213,N955LA,AS50,N955LA,,LGB,,,
531250508,11354311,N953LA,AS50,N953LA,,LGB,,,
531109630,11352409,N951LA,AS50,N951LA,,LGB,CPM,CPM,
531216078,10656249,N267LA,AS50,N267LA,,,,,
531100787,11356213,N955LA,AS50,N955LA,,LGB,LGB,LGB,
531260278,11352409,N951LA,AS50,N951LA,,PMD,VCV,VCV,
531274910,10610099,N221LA,AS50,N221LA,,,BUR,BUR,
531216816,11100597,N703WP,AS50,N703WP,,WHP,PMD,PMD,
531230947,11358115,N957LA,AS50,,,,,,
531247314,11358115,N957LA,AS50,,,,EMT,EMT,
531229340,11057465,N661PD,AS50,N661PD,,,,,
531253097,10656249,N267LA,AS50,N267LA,,,,,
531220046,11352409,N951LA,AS50,N951LA,,EMT,FUL,FUL,
531260266,11352410,N951LB,AS32,,,,,,
531223882,10694319,N304FD,A139,FIRE4,,VNY,BUR,BUR,
