flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
571484253,10694319,N304FD,A139,FIRE4,,VNY,WHP,WHP,
571422310,11360017,N959LA,AS50,N959LA,,,,,
571433510,10695270,N305FD,A139,N305FD,,VNY,VNY,VNY,
571505206,11354311,N953LA,AS50,N953LA,,POC,,,
571477921,11351458,N950LA,AS50,N950LA,,,,,
571304513,11351458,N950LA,AS50,N950LA,,CPM,,,
571508682,11361569,N960LA,AS50,N960LA,,LGB,EMT,EMT,
571433742,10691466,N301FD,A139,N301FD,,VNY,TOA,TOA,
571498606,10610099,N221LA,AS50,N221LA,,,EMT,EMT,
571451385,11351458,N950LA,AS50,,,LGB,POC,POC,
571399152,11361569,N960LA,AS50,N960LA,,LGB,EMT,EMT,
571331306,11351458,N950LA,AS50,N950LA,,,,,
571465427,11061269,N665PD,AS50,N665PD,,VNY,VNY,VNY,
571433553,10694319,N304FD,A139,FIRE4,,VNY,TOA,TOA,
571435211,11061269,N665PD,AS50,N665PD,,,BUR,BUR,
571441567,10691466,N301FD,A139,N301FD,,,,,
571455186,11361569,N960LA,AS50,N960LA,,LGB,,,
571476357,10610099,N221LA,AS50,N221LA,,,,,
571354371,11061269,N665PD,AS50,N665PD,,,LAX,LAX,
571445584,11355262,N954LA,AS50,N954LA,,,,,
571424115,11351614,N950SG,AS32,L950SG,,LGB,WHP,WHP,
571484868,10601970,N213PF,AS50,N213PF,,VNY,,,
571463348,11351614,N950SG,AS32,L950SG,,,,,
571453634,11064122,N668PD,AS50,,,,,,
571315094,11060318,N664PD,B06,N664PD,,VNY,,,
571451969,11061269,N665PD,AS50,N665PD,,,VNY,VNY,
571446403,10656249,N267LA,AS50,N267LA,,,,,
571508233,10691466,N301FD,A139,N301FD,,TOA,,,
571412770,11351614,N950SG,AS32,N950SG,,LGB,,,
571317974,11061269,N665PD,AS50,N665PD,,,VNY,VNY,
571441083,11100597,N703WP,AS50,N703WP,,,,,
571483123,11364575,N963SD,AS50,N963SD,,LGB,,,
571476653,10656249,N267LA,AS50,N267LA,,,,,
571498887,11061269,N665PD,AS50,N665PD,,,CPM,CPM,
571323495,11351458,N950LA,AS50,N950LA,,LGB,,,
571419663,11351458,N950LA,AS50,N950LA,,LGB,LGB,LGB,
571508217,10616756,N228LA,AS50,N228LA,,,BUR,BUR,
571437245,11100597,N703WP,AS50,N703WP,,WHP,PMD,PMD,
571442957,10616756,N228LA,AS50,N228LA,,VNY,HHR,HHR,
571304593,11353317,N952JH,AS32,N952JH,,PMD,,,
571291198,11351458,N950LA,AS50,N950LA,,EMT,,,
571290775,11061269,N665PD,AS50,N665PD,,,BUR,BUR,
571483007,11314118,N913WB,AS50,N913WB,,CNO,,,
571377044,11061269,N665PD,AS50,N665PD,,,SMO,SMO,
571430079,11058416,N662PD,AS50,N662PD,,,,,
571408273,11361569,N960LA,AS50,N960LA,,EMT,,,
571421595,10656249,N267LA,AS50,N267LA,,,,,
571462963,10865027,N472LA,AS50,N472LA,,VNY,VNY,VNY,
571338791,11058416,N662PD,AS50,N662PD,,,VNY,VNY,
571407728,11351614,N950SG,AS32,L950SG,,LGB,,,
571459970,10617707,N229LA,AS50,N229LA,,,,,
571322831,11360017,N959LA,AS50,,,CCB,,,
571503804,10691466,N301FD,A139,N301FD,,VNY,TOA,TOA,
571478910,11361569,N960LA,AS50,N960LA,,,,,
571435343,11355262,N954LA,AS50,N954LA,,LGB,,,
571495383,11351458,N950LA,AS50,N950LA,,EMT,,,
571460614,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
571427221,11361569,N960LA,AS50,N960LA,,TOA,LGB,LGB,
571388839,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
571472286,11314118,N913WB,AS50,N913WB,,,RAL,RAL,
571441433,10694319,N304FD,A139,FIRE4,,,BUR,BUR,
