flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
551504767,10691466,N301FD,A139,N301FD,,PNE,,,
551527024,11356213,N955LA,AS50,N955LA,,CPM,,,
551525665,11061269,N665PD,AS50,N665PD,,,MHV,MHV,
551635963,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,
551692548,11356213,N955LA,AS50,N955LA,,LGB,,,
551495124,11351614,N950SG,AS32,L950SG,,WJF,,,
551553519,11358115,N957LA,AS50,,,EMT,,,
551515696,11359066,N958LA,AS50,N958LA,,LGB,WHP,WHP,
551664495,11100597,N703WP,AS50,N703WP,,WHP,SMO,SMO,
551532779,11061269,N665PD,AS50,N665PD,,MHV,WJF,WJF,
551694962,10656249,N267LA,AS50,N267LA,,,VNY,VNY,
551690300,11061269,N665PD,AS50,N665PD,,,CNO,CNO,
551515184,11356213,N955LA,AS50,N955LA,,LGB,CPM,CPM,
551549303,11358115,N957LA,AS50,,,CPM,CCB,CCB,
551721011,11363471,N962LA,AS50,N962LA,,,,,
551640362,11356213,N955LA,AS50,N955LA,,,LGB,LGB,
551654220,11058416,N662PD,AS50,N662PD,,,,,
551550107,11359066,N958LA,AS50,N958LA,,LGB,WHP,WHP,
551524128,11363471,N962LA,AS50,N962LA,,,,,
551700051,10695270,N305FD,A139,N305FD,,VNY,VNY,VNY,
551683063,10691466,N301FD,A139,N301FD,,PNE,,,
551667718,11100597,N703WP,AS50,N703WP,,WJF,,,
551537416,11359066,N958LA,AS50,N958LA,,WJF,LGB,LGB,
551704870,10527058,N14LA,B412,N14LA,,WHP,POC,POC,
551527793,11351614,N950SG,AS32,L950SG,,,,,
551716577,10610099,N221LA,AS50,N221LA,,,SMO,SMO,
551702064,11061269,N665PD,AS50,N665PD,,CNO,CPM,CPM,
551533619,11058416,N662PD,AS50,N662PD,,,TOA,TOA,
551513447,11358115,N957LA,AS50,,,POC,CPM,CPM,
551520533,11358115,N957LA,AS50,,,CPM,,,
551701856,11356213,N955LA,AS50,N955LA,,,,,
551552979,11356213,N955LA,AS50,N955LA,,LGB,,,
551540281,11358115,N957LA,AS50,,,CPM,CPM,CPM,
551685661,11353317,N952JH,AS32,N952JH,,EMT,,,
551565691,11356213,N955LA,AS50,N955LA,,EMT,,,
551579584,10527058,N14LA,B412,N14LA,,POC,,,
551670624,11356213,N955LA,AS50,N955LA,,,,,
551537159,11061269,N665PD,AS50,N665PD,,,CNO,CNO,
551694469,11354311,N953LA,AS50,,,,,,
551650690,11358115,N957LA,AS50,,,LGB,,,
551505570,11358115,N957LA,AS50,,,,POC,POC,
551668103,10610099,N221LA,AS50,N221LA,,,,,
551669819,11061269,N665PD,AS50,N665PD,,CNO,,,
551624275,10527058,N14LA,B412,N14LA,,POC,,,
551676389,11358115,N957LA,AS50,,,EMT,,,
551708251,11356213,N955LA,AS50,N955LA,,CPM,,,
551646660,11353317,N952JH,AS32,N952JH,,LGB,EMT,EMT,
551656779,11356213,N955LA,AS50,N955LA,,CPM,,,
551696474,11061269,N665PD,AS50,N665PD,,CNO,CNO,CNO,
551538569,11358115,N957LA,AS50,,,LGB,,,
551717643,11358115,N957LA,AS50,,,,,,
551679264,11354311,N953LA,AS50,,,CPM,,,
551642374,10656249,N267LA,AS50,N267LA,,,BUR,BUR,
