flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
573624524,11353317,N952JH,AS32,N952JH,,LGB,,,
573500459,10610099,N221LA,AS50,N221LA,,,LGB,LGB,
573650177,10865027,N472LA,AS50,N472LA,,,CPM,CPM,
573686592,11356213,N955LA,AS50,N955LA,,BUR,,,
573681902,11362520,N961LA,AS50,N961LA,,EMT,,,
573625292,11362520,N961LA,AS50,N961LA,,LGB,,,
573509055,11356213,N955LA,AS50,N955LA,,WJF,,,
573514844,11061269,N665PD,AS50,N665PD,,VNY,,,
573516085,10865027,N472LA,AS50,N472LA,,,,,
573649656,10694319,N304FD,A139,FIRE4,,VNY,,,
573691550,10656249,N267LA,AS50,N267LA,,,SMO,SMO,
573673003,10610099,N221LA,AS50,N221LA,,,,,
573628491,11100597,N703WP,AS50,N703WP,,WHP,PMD,PMD,
573611672,11360017,N959LA,AS50,N959LA,,CPM,,,
573560814,11314118,N913WB,AS50,N913WB,,VNY,,,
573697417,10695270,N305FD,A139,N305FD,,,VNY,VNY,
573499869,11353317,N952JH,AS32,N952JH,,TOA,,,
573649851,11314118,N913WB,AS50,N913WB,,,,,
573691593,10865027,N472LA,AS50,N472LA,,,,,
573527795,10865027,N472LA,AS50,N472LA,,TOA,SMO,SMO,
573638548,11362520,N961LA,AS50,N961LA,,CPM,,,
573603107,10497326,N110LA,B412,N110LA,,POC,,,
573500501,11061269,N665PD,AS50,N665PD,,,,,
573691045,10695270,N305FD,A139,N305FD,,VNY,BUR,BUR,
573505222,11363471,N962LA,AS50,N962LA,,LGB,,,
573531347,11061269,N665PD,AS50,N665PD,,,SMO,SMO,
573624474,10610099,N221LA,AS50,N221LA,,,LAX,LAX,
573518295,11356213,N955LA,AS50,N955LA,,WHP,LAX,LAX,
573638992,10497326,N110LA,B412,N110LA,,WHP,POC,POC,
573527844,11356213,N955LA,AS50,N955LA,,,,,
573549402,11314118,N913WB,AS50,N913WB,,,BUR,BUR,
573546932,11061269,N665PD,AS50,N665PD,,BUR,,,
573516168,11314118,N913WB,AS50,N913WB,,,WHP,WHP,
573566023,11314118,N913WB,AS50,N913WB,,,CPM,CPM,
573672994,11362520,N961LA,AS50,N961LA,,LGB,CPM,CPM,
573494777,11356213,N955LA,AS50,N955LA,,WJF,,,
573548955,10610099,N221LA,AS50,N221LA,,,EMT,EMT,
573648494,11362520,N961LA,AS50,N961LA,,,,,
