updated_date,updated_time,story_headline,story_copy,image_caption,image_url,more_news,story_url
2022-08-23,8:08 AM PT,2 US bombers fly over Balkans in support of NATO allies,"A pair of US Air Force strategic bomber jets fly low over several Southeast European cities. The flight was conducted Monday to reportedly show support for America’s NATO allies in the region.The fly-over comes after two Russians and a Ukrainian were arrested for alleged espionage at a military plant in Southern Albania. During the arrest, the Russian reportedly deployed a “neo-paralyzing spray” that injured two Albanian military guards.“We are very happy to be here, in the middle of Tirana, in the middle of Albania, for the historic flyover of two B-52 bombers,” said Yuri Kim, US Ambassador to Albania. “As everybody knows, these are some of the biggest aircraft in the US military and they are conducting an exercise, flying over the region, including Albania but not just Albania.” I spoke w/🇦🇱 DefMinister @nikopeleshi & Chief of Defense Gen. Kingji to wish speedy recovery to the 2 soldiers injured last night while protecting 🇦🇱 military facility. We stand w/our Ally as authorities investigate fully to determine facts & hold accountable those responsible.— Ambassador Yuri Kim (@USAmbAlbania) August 21, 2022The planes flew over allied countries Croatia, North Macedonia, Montenegro and Albania.","Yuri Kim, US Ambassador to Albania is pictured. (Photo/U.S. Embassy in Albania)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/08/AmbYuri_Kim.jpg, Zelensky Thanks Europe For Sanctions PackageTOPICS:Air ForceAlbaniabomber jetsCroatiajetsmilitaryMontenegroNATOnewsNorth MacedoniaOANOANNpoliticsRussiaUkraineus air forceus militaryWarYuri Kim SHARETWEETPINSHARE,https://www.oann.com/2-us-bombers-fly-over-balkans-in-support-of-nato-allies/
2022-08-23,7:58 AM PT,Zelensky thanks Europe for sanctions package,"Zelensky thanks Europe for sanctions packageUkrainian President Volodymyr Zelenskyy speaks with U.S. President Joe Biden over the telephone in his office in Kyiv, Ukraine, Thursday, Dec. 9, 2021. (Ukrainian Presidential Press Office via AP)OAN NewsroomUPDATED 7:58 AM PT – Tuesday, August 23, 2022Ukrainian President Volodymyr Zelenskyy thanks European politicians who are in favor of imposing an eighth round of sanctions against Russia for its invasion of Ukraine. Zelenskyy expressed his gratitude Monday in a daily address.His remarks came as the US and its allies begged Russia to end military operations close to the Zaporizhya Nuclear Power Station. There are widespread fears that continued shelling and fighting in the area could lead to a nuclear catastrophe.“I am grateful to all European politicians who do not forget that the eighth sanctions package against Russia is needed,” stated Zelenskyy. “The longer the interval between sanctions packages, the greater Russia’s audacity. I am grateful to all our friends, all friends of freedom in different countries of the world, who promote the need to recognize the objective reality and legally define Russia as a terrorist state.”The world is on a verge of nuclear disaster due to occupation of world's third largest nuclear power plant in Energodar, Zaporizhzhia region. How long will it take the global community to respond to Russia's irresponsible actions and nuclear blackmailing? https://t.co/lGHlhALMqV— Володимир Зеленський (@ZelenskyyUa) August 18, 2022Russia has asked for an urgent meeting of the UN Security Council to discuss the situation.","Ukrainian President Volodymyr Zelenskyy speaks with U.S. President Joe Biden over the telephone in his office in Kyiv, Ukraine, Thursday, Dec. 9, 2021. (Ukrainian Presidential Press Office via AP)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/01/CALL.jpg," So Long, Fauci — Stepping Down Before Red WaveTOPICS:newsNUCLEAROANOANNpoliticsRussiaSanctionsUkraineUN Security CouncilUnited NationsVolodymyr ZelenskyVolodymyr ZelenskyyWarZaporizhyaZaporizhya Nuclear Power Station SHARETWEETPINSHARE",https://www.oann.com/zelensky-thanks-europe-for-sanctions-package/
2022-08-22,"Chanel Rion, OAN Chief White House Correspondent
11:19 AM PT","So Long, Fauci — Stepping Down Before Red Wave","So Long, Fauci — Stepping Down Before Red WaveWASHINGTON, DC – MARCH 27: National Institute of Allergy and Infectious Diseases Director Anthony Fauci listens during a briefing on the coronavirus pandemic in the press briefing room of the White House on March 27, 2020 in Washington, DC. President Trump signed the H.R. 748, the CARES Act on Friday afternoon. Earlier in the day, the U.S. House of Representatives approved the $2 trillion stimulus bill that lawmakers hope will battle the economic effects of the COVID-19 pandemic. (Photo by Drew Angerer/Getty Images)Chanel Rion, OAN Chief White House CorrespondentUPDATED 11:19 AM PT – Monday, August 22, 2022The timing of Dr. Anthony Fauci’s planned resignation in December has raised questions around plans to investigate Fauci under a Republican congress in the fall.Having served 54 years in government – 38 of those as Director of National Institute of Health – Biden’s Chief Medical Advisor Dr. Anthony Fauci announced Monday he would he resigning from his post in December.The 81 year old stated he would be pursuing the “next chapter” in his career.President Biden chimed in with a laudatory statement confirming Fauci’s resignation:“As he leaves his position in the U.S. government, I know the American people and the entire world will continue to benefit from Dr. Fauci’s expertise in whatever he does next. Whether you’ve met him personally or not, he has touched all Americans’ lives with his work,”The timing of Fauci’s announcement has been tied by his critics to fears over a red wave midterm that would deliver to Congress an army of Republicans whose constituents have long called for an investigation into Dr. Fauci’s conduct and handling of the pandemic.Fauci has been accused of lying before Congress when he denied providing funding to the Wuhan Lab in China. Republican calls to investigate Fauci have fallen in n deaf ears in the Democrat controlled Congress.But Fauci’s chief congressional nemesis, Kentucky’s Republican Senator Rand Paul assured Fauci’s resignation in December would have little effect on efforts to investigate him:Fauci’s resignation will not prevent a full-throated investigation into the origins of the pandemic. He will be asked to testify under oath regarding any discussions he participated in concerning the lab leak.— Rand Paul (@RandPaul) August 22, 2022Fauci’s resignation will not prevent a full-throated investigation into the origins of the pandemic. He will be asked to testify under oath regarding any discussions he participated in concerning the lab leak.Fauci leaves his post in the government as one of the highest paid employees in the US government with a salary of roughly over $400,000 a year by some estimates. A salary that surpasses that of the President, four-star generals, and almost 5 million of his colleagues in government.And with Fauci’s resignation in December, he is expected to receive a pension exceeding $350,000 per year.TOPICS:Anthony FauciChanel RionCongressCOVIDCOVID-19HealthJoe BidenlcokdownsnewsOANOANNpoltiicsred waveRepublican SHARETWEETPINSHARE","WASHINGTON, DC – MARCH 27: National Institute of Allergy and Infectious Diseases Director Anthony Fauci listens during a briefing on the coronavirus pandemic in the press briefing room of the White House on March 27, 2020 in Washington, DC. President Trump signed the H.R. 748, the CARES Act on Friday afternoon. Earlier in the day, the U.S. House of Representatives approved the $2 trillion stimulus bill that lawmakers hope will battle the economic effects of the COVID-19 pandemic. (Photo by Drew Angerer/Getty Images)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2021/06/psaki.jpg,,https://www.oann.com/so-long-fauci-stepping-down-before-red-wave/
2022-08-22,3:23 PM PT,Trump sues US Gov’t over FBI raid of Fla. home,"Trump sues US Gov’t over FBI raid of Fla. homeWASHINGTON, DC – NOVEMBER 13: U.S. President Donald Trump speaks at the White House on November 13, 2020 in Washington, DC. (Photo by Tasos Katopodis/Getty Images)OAN NewsroomUPDATED 3:23 PM PT – Monday, August 22, 202245th President Donald Trump is reportedly suing the US Government over the FBI raid of his Florida home.BREAKING: Pres. Donald Trump has filed a motion in the Southern District of Florida asserting his Fourth Amendment rights “regarding the unnecessary, unwarranted, and unAmerican Break-In” by the FBI of his Mar-a-Lago estate. 👇 @OANN pic.twitter.com/8r3NouC4Lc— Daniel Baldwin (@baldwin_daniel_) August 22, 2022According to reports on Monday, Trump filed a lawsuit in a Southern District of Florida court in West Palm Beach. The filing has asked the court to appoint a ‘special master’ on the case. In addition, the filing also asked to conduct a review of the items seized by the FBI from his Mar-a-Lago home. This comes as the Biden DOJ is being ordered to update what it wants redacted from its affidavit leading to the raid by Thursday. Trump has insisted that the FBI’s actions were politically motivated. Trump’s lawsuit also requests that the government provides a receipt of all items seized from Mar-a-Lago and to return those items back into his possession. ","WASHINGTON, DC – NOVEMBER 13: U.S. President Donald Trump speaks at the White House on November 13, 2020 in Washington, DC. (Photo by Tasos Katopodis/Getty Images)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/08/GettyImages-1285530007.jpg," Mexico Aims To Crackdown On Cartel Violence, Mulls Over Merging National Guard With Nation’s Army To Quell Violent SpatsTOPICS:Donald TrumpFBIFloridaMar-a-LagonewsOANOANNPalm BeachpoliticsRAIDTrump SHARETWEETPINSHARE",https://www.oann.com/trump-sues-us-govt-over-fbi-raid-of-fla-home/
2022-08-22,3:23 PM PT,"Mexico aims to crackdown on cartel violence, mulls over merging National Guard with nation’s army to quell violent spats","Mexico aims to crackdown on cartel violence, mulls over merging National Guard with nation’s army to quell violent spatsTOPSHOT – A Mexican National Guard vehicle drives past children playing as families of asylum seekers wait outside the El Chaparral border crossing port in Tijuana, Baja California state, Mexico on February 19, 2021. – (Photo by Patrick T. FALLON / AFP) (Photo by PATRICK T. FALLON/AFP via Getty Images)OAN NewsroomUPDATED 3:23 PM PT – Monday, August 22, 2022Mexico’s President Andres Manuel Lopez Obrador recently said he is looking into ways to streamline the country’s National Guard amid an increase in violence in the country. Reports said that Lopez Obrador has flirted with bypassing Mexico’s Congress in order to give control of the National Guard to Mexico’s army. This would give Mexico’s military control over policing practices in the country. Many civilians believe that this would be a breach of Lopez Obrador’s campaign promise to give control over policing to the people. Director of the Foundation of Justice, Ana Lorena Delgadillo, spoke on the topic. “What it brings as a consequence is that we don’t have any control of what goes on inside,” Delgadillo said. “In other words, I think the paradigm that President Andrés Manuel López Obrador maintains that the army is not corrupt, that the army is honest, and that the army is different from the police is false.”Mexican voters supported Lopez Obrador’s initial creation of the National Guard back in 2019. They resonated with his pledge to have the branch be controlled by the people by 2024. However, that plan was put on hold after violence broke out in cities across the country.In Ciudad Juarez, across the border from El Paso, a gang fight reportedly broke out in a local prison that spilled out into the streets. The fight resulted in the deaths of 11 people. Additionally in Tijuana, authorities said that cartel members set up roadblocks and set fires ablaze. That prompted the US Consulate in the border town to issue a shelter-in-place order for American nationals. Yesterday in #Tijuana there were at least 10 narco blockades of vehicles set on fire in different areas of the city. Authorities  have not confirmed the number of fires attended.#BajaCalifornia #Mexicohttps://t.co/TMOFkt7uiR pic.twitter.com/lwNOKspVnF— Borderland Beat (@Borderland_Beat) August 13, 2022These events put the US Consulate in Tijuana on high alert. Embassy officials are urging Americans to stay out of hot spot zones and to engage in local events with extreme caution. The State Department has issued a warning for people who want to travel to Mexico. The Department announced that there’s been an increase in kidnappings, homicides and other violent crimes throughout the country.In response to the violence, Mexico has launched several operations that have led to the arrests of nearly 170-cartel members and top drug lords. However, critics of a state controlled police force believe fighting fire with fire doesn’t always work. Sofía de Robina, a pro Juárez Human Rights Center lawyer shared her thoughts. “We see that there is a greater willingness to use force, often lethal force due to the very nature of these types of military institutions, without this actually leading to a decrease in violence,” she said. “We even see an absence of a much more strategic vision of the different regions, but rather a virtual territorial occupation by military logic without taking into account the prevailing situations.”Meanwhile, on the American side of the border, the issue over border security continues to rage. Several states, including in Texas and Florida, have launched operations to crackdown on drug and human traffickers. Additionally, Republican lawmakers and law enforcement officers in border towns are calling on Joe Biden to increase border security, keep Trump-era policies remaining in Mexico and to not vilify border agents. Without the mainstream media sounding the alarm, Biden has re-started border construction in Yuma, Arizona.","TOPSHOT – A Mexican National Guard vehicle drives past children playing as families of asylum seekers wait outside the El Chaparral border crossing port in Tijuana, Baja California state, Mexico on February 19, 2021. – (Photo by Patrick T. FALLON / AFP) (Photo by PATRICK T. FALLON/AFP via Getty Images)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/08/GettyImages-1231273282.jpg, New York City Mayor Makes Endorsements Ahead Of Primary DayTOPICS:cartelcrimedrug lordsMexicoMexico BordernewsOANOANNpolicepoliticsUSviolence SHARETWEETPINSHARE,https://www.oann.com/mexico-aims-to-crackdown-on-cartel-violence-mulls-over-merging-national-guard-with-nations-army-to-quell-violent-spats/
2022-08-22,"Caitlin Sinclair, OAN NY Political Correspondent
2:45 PM PT",New York City Mayor makes endorsements ahead of primary day,"New York City Mayor makes endorsements ahead of primary dayNEW YORK, NEW YORK – JUNE 08: Brooklyn Borough President Eric Adams, who’s running as a Democratic mayoral candidate, June 8, 2021 in the Queens borough of New York City. (Photo by Spencer Platt/Getty Images)Caitlin Sinclair, OAN NY Political CorrespondentUPDATED 2:45 PM PT – Monday, August 22, 2022New Yorkers are heading to the polls to vote in the state’s second round of primary elections, with several key congressional races on the ballot and as far as endorsements go, the approval of one in particular is standing out. New York Mayor Eric Adams has favored a few candidates. In Tuesday’s state Senate primary, Mayor Adams endorsed three candidates facing rivals backed by the democratic socialists of America. The Mayor said the endorsements are meant to help elect people willing to tighten the state’s bail law, a move that he believes is needed to address an uptick in serious crime.During an unrelated press conference he addressed his recent backings;“I just want reasonable thinking lawmakers. I want people that are responding to the constituents, the people of this city, they want to support the police, they want safe streets, they want to make sure people who are part of the catch-release-repeat system don’t continue to hurt innocent New Yorkers.”The Mayor has recently held a fundraiser for Miguelina Camilo, a lawyer running against Senator Gustavo Rivera in the Bronx. Mr. Rivera was endorsed by representative Alexandria Ocasio-Cortez.Additionally, in a newly created Senate district that covers parts of Queens, Brooklyn and Manhattan, the Mayor has endorsed a moderate Democrat, Elizabeth Crowley, over Kristen Gonzalez, a tech worker who is supported by the democratic socialists. In Brooklyn, Mr. Adams endorsed incumbent Senator Kevin Parker, who is facing a challenge from Kaegan Mays-Williams, a former Manhattan assistant district attorney, and David Alexis, a former lyft driver and co-founder of the drivers cooperative who also has support from the democratic socialists.Yet, it’s unclear just how much influence Mr. Adams’s endorsements will have when overall voter turnout is a topic of concern. If you thought turnout was low before, this second primary is expected to have an even worse turnout. Recent voter statistics showed that Tuesday’s primary could possibly be even sleepier than June’s contest, which featured the race for governor and drew fewer than 475,000 registered citywide Democrats to cast their ballots. Due not only to lack of knowledge about the divided primaries, but to the race falling on a popular travel month, voters may be hard to come by. That means that a very small percentage of the electorate will have an outsized influence on a number of consequential races, some of which may ultimately impact Democrats’ control of the house. So, Eric Adams is attempting to use endorsements to influence policy. Let us see if New Yorkers play along.","NEW YORK, NEW YORK – JUNE 08: Brooklyn Borough President Eric Adams, who’s running as a Democratic mayoral candidate, June 8, 2021 in the Queens borough of New York City. (Photo by Spencer Platt/Getty Images)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/08/GettyImages-1322550200.jpg," So Long, Fauci — Stepping Down Before Red WaveTOPICS:BROOKLYNdemocratsELECTIONSendorceEric AdamsMANHATTANNew YorknewsNYCOANOANNpoliticsQueenssenate primary SHARETWEETPINSHARE",https://www.oann.com/new-york-city-mayor-makes-endorsements-ahead-of-primary-day/
2022-08-22,"Judicial Watch — RELEASE
1:44 PM PT","Judicial Watch Defends Mother Being Sued by Bucks County, Pa. for Requesting Release of School Board COVID Documents","Judicial Watch Defends Mother Being Sued by Bucks County, Pa. for Requesting Release of School Board COVID DocumentsJudicial Watch — RELEASEUPDATED 1:44 PM PT – Monday, August 22, 2022(Washington, DC) – Judicial Watch announced today that it is providing legal representation to Megan Brock, a parent who is being sued by Bucks County, Pa., to prevent the release of documents she requested under the commonwealth’s Right-to-Know Law that are related to COVID restrictions and the re-opening of the county’s schools (County of Bucks v. Megan Brock (Nos. 2022-03083 and 2022-02979)).Bucks County filed multiple suits against Brock to prevent the release of the documents after the Pennsylvania Office of Open Records found in Brock’s favor and ordered Bucks County to search for and release the documents in two Right-to-Know Law requests.Brock sent a February 7, 2022, request asking for all electronic correspondence by Bucks Co. Director of Policy and Communications Eric Nagy with Board Vice Chair Diane Ellis-Marseglia, Board Chair Bob Harvie, former Director of the Commissioners’ Office of Public Information Larry King, Chief Clerk Gail Humphrey, and Health Department Director David Damsker from 8/10/2021 to 8/28/2021, on the buckscounty.gov domain. Also, all communications about Bucks County Health Department School Guidance.A March 8, 2022, request asks for a copy of an email sent to Acting Chief Operating Officer Margaret McKevitt on 8/23/2021 on the buckscounty.gov domain, which contained the final copy of the Bucks County COVID-19 Amended School Guidance, including all responses.On July 18, 2022, Judicial Watch’s local counsel, J. Chadwick Schnee, filed answers to Bucks County’s lawsuits against Brock.“Our client Megan Brock and other parents won’t be intimidated by Bucks County government’s abusive lawsuits designed to thwart basic information requests,” said Judicial Watch President Tom Fitton. “Judicial Watch is honored to represent a concerned parent being punished through lawfare for daring to demand accountability from her local government.”In July 2022, National Review profiled Brock and Jamie Walker, parents of children in Bucks County, PA who led the fight to reopen the county’s schools during the pandemic, “and then to keep schools open and opening close to normal.”  Brock and Walker, “suspect county officials and two Democratic commissioners had a hand in updating the county’s guidance, and possibly overruling their own health director, a strong advocate for in-person leaning. They believe Pennsylvania governor Tom Wolf’s administration coerced the county into adopting its more restrictive Covid policies and its one-size-fits-all approach to school reopening.”TOPICS:COVIDCOVID-19J. Chadwick SchneeJudicial WatchnewsOANOANNpoltiicsSchool Board SHARETWEETPINSHARE",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png,,https://www.oann.com/judicial-watch-defends-mother-being-sued-by-bucks-county-pa-for-requesting-release-of-school-board-covid-documents/
2022-08-22,7:12 AM PT,"Kimberly Guilfoyle, Bo Hines make case for America First Congress","Kimberly Guilfoyle, Bo Hines make case for America First CongressFormer Trump campaign senior advisor Kimberly Guilfoyle speaks to supporters President Donald Trump during a panel discussion, Tuesday, Oct. 15, 2019, in San Antonio. (AP Photo/Eric Gay)OAN NewsroomUPDATED 7:12 AM PT – Monday, August 22, 2022Lawmakers and advisers close to 45th President Donald Trump have stressed the 2022 midterm elections are immensely important to change the direction of the country. America First patriots are calling for more representation in Congress.On Saturday, former prosecutor Kimberly Guilfoyle and National Finance Chair for the Make America Great Again Again super PAC stressed the best has yet to come. She said the Pennsylvania Senate race is immensely important between Trump-endorsed Dr. Mehmet Oz and leftist John Fetterman who suffered a stroke on the campaign trail earlier this year.Guilfoyle warned Fetterman has a dangerous soft-on-crime platform similar to far left Democrats, promising safe illicit drug injection sites and to empty out one-third of Pennsylvania’s prison population. She further underscored, the number one problem in the Keystone State should be who the most law and order candidate is and not someone who will let violent criminals roam the streets.“That is why we put people away for a long time or for life that commit these kind of atrocities,” she stated. “Can you even imagine 90 percent of the people in a burial in a cemetery being from violent crime? I mean, it’s absolutely outrageous. It’s not like aging, dying and, you know, old age etc. It’s not. I mean this is something that should be alarming to everyone. That should be the number one issue right now in Pennsylvania. Who is going to support law and order?”In contrast, Guilfoyle pointed to Dr. Oz as the candidate voters should chose come November, pointing out his pledge to give back to the community. She touted Oz’s “back the blue” policy proposals, understanding of hard work and personification of the American dream. She added, Oz is the candidate Pennsylvania deserves.Breitbart · Kimberly Guilfoyle – August 20, 2022Meanwhile, Trump-endorsed North Carolina congressional candidate Bo Hines slammed another destructive Democrat economic policy. He derided Democrats for passing the so-called Inflation Reduction Act, which he asserted will weaponize the IRS against America’s middle class.Hines said this is a part of what he calls Joe Biden’s “Build Back Broke” agenda that failed to pass through Congress in its entirety. He believes now individual parts, but says those laws will do nothing but sink the US economy. However, Hines said there’s an army of America First candidates ready to take on the Washington establishment.“In the next Congress, it’s more important now than ever that we have strong conservatives that will actually stand up and use the institutions that are there to investigate things that Americans care about,” he stated. “You know, we can’t play idol ball on the sidelines and sit there and hope that something happens. We actually have to act, we have to do it and take back the majority in the House.”Breitbart · Bo Hines – August 20, 2022In the meantime., GOP strategists and lawmakers are trying to simmer hopes of a total red wave during the November elections, stressing the a takeover of the House is more likely than a takeover of the Senate. Meanwhile, Rasmussen reports show Republicans have at least a five-point lead over Democrats in who voters want to represent them in Congress.","Former Trump campaign senior advisor Kimberly Guilfoyle speaks to supporters President Donald Trump during a panel discussion, Tuesday, Oct. 15, 2019, in San Antonio. (AP Photo/Eric Gay)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/08/KIM.jpg, Judicial Watch President Says FBI Is Being Used To Advance Political EndsTOPICS:2018 Midterm ElectionsAmerica Firstback the bluebo hinesBuild Back Betterbuild back brokeCongresscrimedemocratsDonald TrumpDr. OzECONOMYelectionELECTIONSGOPinflationInflation Reduction ActIRSJoe BidenJohn FettermanKimberly Guilfoylelaw and orderMAGAMake America Great AgaiMehmet OzMiddle Classmidterm electionsnewsNovember electionsOANOANNPennsylvaniapoliceRasmussenred waveREPUBLICANSVOTINGWashington establishment SHARETWEETPINSHARE,https://www.oann.com/kimberly-guilfoyle-bo-hines-make-case-for-america-first-congress/
2022-08-22,10:55 AM PT,Economist: ‘Zombie companies’ may pose systemic risk,"Economist: ‘Zombie companies’ may pose systemic risk398770 02: The Carnival Corp. cruise ship Fascination sets sail December 17, 2001 in Miami, Florida. (Photo by Joe Raedle/Getty Images)OAN NewsroomUPDATED 10:55 AM PT – Monday, August 22, 2022Managing director of the Institute of International Finance, Sonja Gibbs, warned of rising risks posed by so-called ‘zombie companies’ to the US economy. During an interview on Sunday, Gibbs said that many companies accumulated unsustainable levels of debt over the past decade due to ultra-low interest rates. As a result, these companies need a bailout or more loans in order to continue to operate. Gibbs said that some of these ‘zombie companies’ need to be kept afloat because their failure would pose a systemic risk.“Amongst the list of zobidie companies you might find a company like Wework. You know, a company that has been very successful, but at the same time the pandemic has changed a lot of things for that company,” said Gibbs. “Carnival Cruise Lines is another good example of a type of company who’s now in the zombie category or some of the meme stock, you know AMC or GameStop. So these are really household names.”Gibbs went on to say that rising wages and input costs, amid inflation, could make these companies unable to borrow more money which would result in a collapse. ","398770 02: The Carnival Corp. cruise ship Fascination sets sail December 17, 2001 in Miami, Florida. (Photo by Joe Raedle/Getty Images)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/08/GettyImages-688061.jpg," DeSantis Touts His Record, Stumps For J.D. Vance In OhioTOPICS:colllapseeconomistECONOMYinflationnewsOANOANNpoliticssystemic riskzombie companies SHARETWEETPINSHARE",https://www.oann.com/economist-zombie-companies-may-pose-systemic-risk/
2022-08-23,9:52 AM PT,"Sen. Johnson won’t testify before J6 committee, says Democrats destroying America","Sen. Johnson won’t testify before J6 committee, says Democrats destroying AmericaFILE – Sen. Ron Johnson, R-Wis., speaks at the U.S. Capitol in Washington, on March 3, 2021. (Greg Nash/The Hill via AP, Pool, File)OAN NewsroomUPDATED 9:52 AM PT – Tuesday, August 23, 2022Sen. Ron Johnson (R-Wis.) said he’s not going to testify before the Democrat-controlled January 6 panel. In an interview over the weekend, the Republican said Democrat Party leaders are dividing and destroying America with their hyperpartisan policies and aggressive rhetoric.The Wisconsin lawmaker then said he’s running for re-election to undo the damage done by Democrats and to reunite our country. Johnson added, top Democrats don’t appear to like America.“Even I did not anticipate the disaster that the Biden administration would be and Democrat policies and Democrat governance would be,” he stated. “We’ve always heard — President Obama said it, President Biden said it — that they were going to fundamentally transform this country. I always ask: do you even like much less love something you want to fundamentally transform?”Johnson stressed, he has opposed Democrat spending packages that caused record-high inflation and Americans need to elect responsible leadership in Congress to avoid economic problems going forward.","FILE – Sen. Ron Johnson, R-Wis., speaks at the U.S. Capitol in Washington, on March 3, 2021. (Greg Nash/The Hill via AP, Pool, File)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/01/AP22007827981542.jpg, DeSantis Lights Up Jacksonville Rally In Support Of His Endorsed School Board HopefulsTOPICS:Biden AdministrationCongressdemocratinflationJ6january 6january 6 committeeJanuary 6 panelJoe BidenObamaRon Johnson SHARETWEETPINSHARE,https://www.oann.com/sen-johnson-wont-testify-before-j6-committee-says-democrats-destroying-america/
