updated_date,updated_time,story_headline,story_copy,image_caption,image_url,more_news,story_url
2022-09-02,5:30 PM PT,Texas Rep. Flores calls for stronger immigration laws and borders,"Texas Representative Mayra Flores (R-Texas)  is calling for serious immigration reform and strong border security.In a recent interview with Breitbart, Flores said that she wants to defund Mexican cartels by removing their primary sources of revenue. This includes human smuggling and trafficking.She noted that the only way to defund the cartels is to focus on legal on immigration. The Texas Representative also added that her desire to keep women and children safe from abuse should not be seen as political.Flores stressed that she is heartbroken over the humanitarian crisis. She stated that migrants experience abuse at the hands of their smuggler on both sides of the border.","Mayra Flores participates in a news conference to announce the formation of the Hispanic Leadership Trust at the Republican National Committee headquarters in Washington, D.C. in May 2022. (BILL CLARK/CQ-ROLL CALL/GETTY IMAGES)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/MayraFlores-1800x1200-c-default.jpg, Jason Aldean Dropped By PR Firm Amid Controversy Over His Wife’s Comments On TransgenderismTOPICS:abuseflores.texashuman smugglinghuman traffickingimmigrationMayra FloresnewsOANpolitics SHARETWEETPINSHARE,https://www.oann.com/texas-rep-flores-calls-for-stronger-immigration-laws-and-borders/
2022-09-02,5:06 PM PT,Jason Aldean dropped by PR firm amid controversy over his wife’s comments on transgenderism,"Jason Aldean dropped by PR firm amid controversy over his wife’s comments on transgenderismJason Aldean and Brittany Aldean; Photo by Ethan Miller/Getty ImagesOAN NewsroomUPDATED 5:06 PM PT – Friday, September 2, 2022Country music star Jason Aldean was dropped by his PR firm allegedly in response to comments his wife made on social media about gender-affirming surgery.According to reports, after 17-years Green Room PR announced it is dropping Aldean. The agency asserted that they were “no longer the best people for the gig anymore.”The move comes after his wife Brittany took to Instagram last week. There, she thanked her parents for not changing her gender when she went through a tomboy phase. She later went on to compare ‘gender affirming care’ to genital mutilation. This drew further ire from far-left activists.Despite dropping the outspoken country singer, Green Room PR said it will still be fans of Aldean’s music. The agency added that he’s one of the greatest live entertainers in country music. The publicity firm has represented Aldean throughout his entire career.",Jason Aldean and Brittany Aldean; Photo by Ethan Miller/Getty Images,https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/Jason-Aldean-and-Wife-Brittany-770x515.jpg, WH Tries To Spin Marine Escort After Negative FeedbackTOPICS:brittany aldeanCountrycountry musicjason aldreannewsOAN SHARETWEETPINSHARE,https://www.oann.com/jason-aldean-dropped-by-pr-firm-amid-controversy-over-his-wifes-comments-on-transgenderism/
2022-09-02,1:31 PM PT,Biden faces criticism for extreme primetime address targeting MAGA GOP,"Biden faces criticism for extreme primetime address targeting MAGA GOPPresident Biden speaks outside Independence Hall. (AP Photo)OAN NewsroomUPDATED 1:31 PM PT – Friday, September 2, 2022Joe Biden’s primetime address is drawing support and criticism as it targeted Americans who voted for Donald Trump. Critics have pointed out POTUS promised to unite the country, but did the opposite with his extreme message targeting MAGA Republicans. Biden went as far as to say they are semi-fascists and a threat to democracy.What he failed to address is top issues facing Americans. This includes inflation out pacing wages, a record amount of fentanyl and individuals on the terrorist watch list coming across the southern border, the violent crime wave in cities, decades of student progress in reading an math erased, and the censorship of dissenting fact-based opinions.A recap in case you missed Biden’s speech: Nothing to lower inflation. Nothing to reduce crime.Nothing to secure the southern border. All division, no solutions.— Lauren Boebert (@laurenboebert) September 2, 2022On the contrary, supporters said this was the speech they were waiting for the President to make as he called out the attempts to decertify the 2020 election results and showed backbone. aMeanwhile, Biden has appeared to get roasted by left-wing media mainstays for delivering a divisive political speech with Marines in uniform behind him. Biden’s so-called “battle for the soul of the nation” speech Thursday night is not getting the roaring applause he may have hoped for.A CNN reporter was one of many to point out that the military is meant to be kept apolitical and Biden stood in front of two Marines, disparaging half the country. She said “positioning Marines in uniform behind President Biden for a political speech flies in the face of that.”Angry. Divisive. Political. Stubborn. Failure. pic.twitter.com/33cMtmPlmV— Ronna McDaniel (@GOPChairwoman) September 2, 2022The White House has dismissed these concerns while claiming Biden’s speech was not political. Press Secretary Karine Jean-Pierre went on to say that it is not unusual to have presidents deliver speeches in front of service members. She then cited Reagan and Bush.",President Biden speaks outside Independence Hall. (AP Photo),https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/biden-speech-714-2.webp, National File Recounts Ashley Biden Diary StoryTOPICS:20202020 electionCENSORSHIPCNNcrimeDonald TrumpelectionFentanylinflationJoe Bidensemi-fascistsSouthern borderviolent crime SHARETWEETPINSHARE,https://www.oann.com/biden-faces-criticism-for-extreme-primetime-address-targeting-maga-gop/
2022-09-02,11:04 AM PT,John Brennan claims Russia spied on Mar-a-Lago,"John Brennan claims Russia spied on Mar-a-LagoWASHINGTON, DC – MAY 23: Former Director of the U.S. Central Intelligence Agency (CIA) John Brennan testifies before the House Permanent Select Committee on Intelligence on Capitol Hill, May 23, 2017 in Washington, DC.  (Photo by Alex Wong/Getty Images)OAN NewsroomUPDATED 11:04 AM PT – Friday, September 2, 2022Obama-era CIA Director John Brennan continued his mission to smear the 45th President Donald Trump. While speaking on Bush-era Communications Director Nichole Wallace’s MSNBC show on Thursday, Brennan said it was “bizarre” that Trump took the particular documents he took to Mar-a-Lago. This comes despite the DOJ and FBI releasing a heavily redacted affidavit on the raid of Trump’s home. It has not been indicated what was actually seized.Brennan is currently being targeted in the Durham probe into the Crossfire Hurricane operation. The operation tried to get to the bottom of the Obama White House, CIA and the FBI’s efforts to spread the Russia collusion narrative.“I’m sure that Mar-a-Lago was being targeted by Russian intelligence and other intelligence services over the last 18 to 20 months,” Brennan said. “If they were able to get individuals into that facility and access those rooms where the documents were and made copies of those documents, that is what they would do. They wouldn’t steal the documents, they would make copies, and they would put them back exactly where they were. So now the intelligence community has to try to determine if they were compromised.”In the meantime, the Trump legal team is trying to get a special master appointed to the case against him. Critics warn that the Biden DOJ will not fairly review the evidence.","WASHINGTON, DC – MAY 23: Former Director of the U.S. Central Intelligence Agency (CIA) John Brennan testifies before the House Permanent Select Committee on Intelligence on Capitol Hill, May 23, 2017 in Washington, DC.  (Photo by Alex Wong/Getty Images)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/GettyImages-687321060.jpg, House Minority Leader McCarthy: Biden Doesn’t Understand Soul Of AmericaTOPICS:CIADOJFBIJohn BrennanMar-a-LagonewsOANOANNpolitics SHARETWEETPINSHARE,https://www.oann.com/john-brennan-claims-russia-spied-on-mar-a-lago/
2022-09-02,1:25 PM PT,"CDC: E. coli outbreak from Wendy’s restaurant spreads to N.Y., Ind. and Ky.","CDC: E. coli outbreak from Wendy’s restaurant spreads to N.Y., Ind. and Ky.AP Photo/Tony GutierrezOAN NewsroomUPDATED 1:25 PM PT – Friday, September 2, 2022An E. coli breakout, believed to have originated from bad lettuce at Wendy’s restaurants in Michigan, has now spread to other states.On Thursday, the CDC announced the spread of the outbreak. The agency noted that at least 97 people nationwide have been infected with an outbreak of a strain of the virus.While it has yet to be confirmed, many of the infected said they ate sandwiches from the fast-food restaurant which contained romaine lettuce before becoming sick. Victims in Ohio, Pennsylvania and Indiana have all reported symptoms of E. coli. Their symptoms include bloody stool, stomach cramps and other gastrointestinal issues. Ebone Colbert, a woman who is a victim to these symptoms, spoke about her recent experience with the virus.“The doctor told me if I had tried to fight this off at home, I could have died, actually,” Colbert said. “Tuesday morning around 5 a.m., I started having bloody diarrhea and called my doctor and he told me to go to the emergency room. I did get a call from the state of Michigan Health Department. They told me it was E. coli and they didn’t know where it came from.”In response, Wendy’s released a statement announcing they had removed what they believed to be the affected products. The fast-food company also noted that they are cooperating with authorities in the investigation. Wendy’s is currently facing several outbreak related lawsuits.",AP Photo/Tony Gutierrez,https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/wendy-e1633110390713.jpg, Calif. Passes A Slew Of New Bills In 2022 Legislative SessionTOPICS:CDCE. colifast-foodnewsOANOANNOutbreakvirusWendy'sWendy's Restaurant SHARETWEETPINSHARE,https://www.oann.com/cdc-e-coli-outbreak-from-wendys-restaurant-spreads-to-n-y-ind-and-ky/
2022-09-02,12:45 PM PT,Calif. passes a slew of new bills in 2022 legislative session,"Calif. passes a slew of new bills in 2022 legislative session(David Paul Morris/Getty Images)OAN NewsroomUPDATED 12:45 PM PT – Friday, September 2, 2022After eight months, California’s 2022 legislative session has come to a close. Lawmakers scrambled to pass hundreds of new bills before its end.Assembly Bill 2098 is the first of many measures heading to Governor Gavin Newsom’s desk. The bill would allow the State Medical Board to discipline physicians spreading so-called COVID-19 misinformation. Opponents of the bill argued that it infringes on doctor’s freedom of speech.The Legislature has passed AB 2098 to punish doctors who spread COVID ""misinformation."" The bill doesn't account for all the misinformation that turned out to be true.— Kevin Kiley (@KevinKileyCA) August 30, 2022The California Age-Appropriate Design Code Act was also passed. The Act is the first of its kind in America. The bipartisan bill is modeled after laws in the United Kingdom that took effect in 2021. It will require companies such as TikTok, Instagram and YouTube to install “guardrails” for users under the age of 18. That includes not collecting location data for minors.Lawmakers also passed Senate Bill 846. The bill keeps the Diablo Canyon Nuclear Power Plant open until 2030. That date is five years beyond the shutdown date that was scheduled prior. Six of the Governor’s seven climate and energy bills were able to pass, including new restrictions for oil and gas drilling.On the other hand, multiple controversial bills were dropped or failed to pass. Senate Bill 866 would have allowed teens to get a vaccine without parental consent. It was pulled because it didn’t receive enough votes.Senate Bill 866 to allow minors to consent to vaccines without parental permission will not move forward this year, with Sen. @Scott_Wiener saying Wednesday that it remained short votes heading into the final day of the legislative session.— Melody Gutierrez (@MelodyGutierrez) August 31, 2022Senate Bill 918 also failed to pass after its third attempt. The bill would have strengthened the Golden State’s conceal carry laws. Meanwhile, Governor Newsom has until the end of September to sign or veto measures sent to his desk.",(David Paul Morris/Getty Images),https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/GettyImages-2576287-1020x664-671x437.jpg, Herschel Walker Leads In Senate PollTOPICS:2022ACTbillCalif.CaliforniaGavin NewsomlawmakerslegislaturenewsNewsomOANOANNpolitics SHARETWEETPINSHARE,https://www.oann.com/calif-passes-a-slew-of-new-bills-in-2022-legislative-session/
2022-09-02,7:04 AM PT,House Minority Leader McCarthy: Biden doesn’t understand soul of America,"House Minority Leader McCarthy: Biden doesn’t understand soul of AmericaHouse Minority Leader Kevin McCarthy responds to reporters at the Capitol in Washington D.C. (J. Scott Applewhite, File/AP Photo)OAN NewsroomUPDATED 7:04 AM PT – Friday, September 2, 2022House Minority Leader Kevin McCarthy (R-Calif.) is taking Democrats to task for their track record over the past year and a half. The California lawmaker specifically blasted Joe Biden, saying the President doesn’t understand the soul of America.On Thursday, McCarthy held a speech in Scranton, Pennsylvania ahead of Biden’s Philadelphia address to feign national unity. He accused Biden of attempting to distract from the problems his reign has created rather than solving them. The GOP leader scoffed at the Biden administration’s push for so-called green energy, while their fossil fuel policies have pulverized the working class.“He inherited energy independence from President Trump, but is now traveling the world begging foreign countries for energy to power our country,” he noted. “We have God given American-made energy we need right here, right now, but Joe Biden has locked it away and raised the price of gas.”McCarthy zeroed in on the administration’s pledge to allow equity to guide every policy decision made by the White House. The Republican dared to ask how that idealistic goal has been achieved.“Is it fair that historic inflation is causing Americans to get second jobs or go into credit card debt to pay for groceries or to drive their daughter to get chemotherapy?” he asked. “Of course, it is not. It’s cruel and honest Americans know this.”However, McCarthy claimed Biden doesn’t particularly care for certain Americans. On Thursday, White House Press Secretary Karine Jean-Pierre said Americans who do not hold an allegedly majority opinion are “extreme.” She asserted Biden’s targeting of “MAGA office holders” would not be a political speech. McCarthy challenged the White House’s rhetoric, however, while claiming the self-proclaimed “great unifier” owes half the population an apology.﻿﻿The Republican asserted Mr. Biden’s soul of America represents Washington insiders and elitists. To McCarthy, America’s soul can be found in the people that built this nation and propel it into the future.","House Minority Leader Kevin McCarthy responds to reporters at the Capitol in Washington D.C. (J. Scott Applewhite, File/AP Photo)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/211210-kevin-mccarthy-ap-773.jpg, Expert: Biden Admin. Not Deterring Illegal MigrantsTOPICS:baby formulaBiden Administrationfossil fuelGas PricesGOPgreen energyinflationJoe BidenKarine Jean-PierreKevin McCarthyMAGAMiddle ClassnewsOANOANNPennsylvaniaPhiladelphiapoliticspresident bidenPresident TrumpScrantonsoul of Americaspeech SHARETWEETPINSHARE,https://www.oann.com/rep-mccarthy-biden-doesnt-understand-the-soul-of-america/
2022-09-02,11:54 AM PT,"Sept. 2, 1945: Japan formally surrenders","Sept. 2, 1945: Japan formally surrendersFILE- In this Sept. 2, 1945, file photo, Admiral Chester W. Nimitz, Commander-in Chief of the Pacific Fleet and Pacific ocean areas, sat at the table aboard the Battleship Missouri as he signed the World War II surrender of the Japanese. Standing behind him are (left to right), Gen. Douglas MacArthur, Adm. William F. Halsey Jr., and Rear Adm. Forrest Sherman. (AP Photo, File)OAN NewsroomUPDATED 11:54 AM PT – Friday, September 2, 202277-years ago today, President Harry Truman declared September 2nd V-J Day as Japan formally surrendered resulting in the end World War II.While scenes of Japan in World War II recalled images of Iwo Jima, there was no warfare in the Tokyo Bay on this day in 1945. Instead of picking up weapons, representatives only picked up pens to formalize Japan’s surrender to allied forces.The Battle of the Pacific had tilted to allied favor in the summer of 1945. In June, Americans forces captured Okinawa. In August, the United States dropped a pair of atomic bombs on two Japanese cities. On August 15th, Japan’s Emperor went on national radio to announce his surrender. The US accepted the surrender and set September 2nd as the day for a formal surrender ceremony.On this day in 1945, 250 allied warships anchored in the Tokyo Bay as representatives from 10 countries boarded the USS Missouri as General Douglas MacArthur gave an opening address.“We are gathered here, representatives of the major warring powers, to conclude a solemn agreement whereby peace may be restored,” General Douglas MacArthur said.  At 9:05 local time, Japanese Foreign Minister Mamoru Shigemitsu was the first to sign. General MacArthur gave his autograph at 9:08. Nine more representatives would sign and in less than 20 minutes six years of world war finally came to a complete close.While many Americans celebrated after the Emperors surrender in mid-August, President Truman officially declared September 2nd as ‘Victory in Japan Day’ as World War II — the bloodiest conflict of the 20th century — officially came to a close.","FILE- In this Sept. 2, 1945, file photo, Admiral Chester W. Nimitz, Commander-in Chief of the Pacific Fleet and Pacific ocean areas, sat at the table aboard the Battleship Missouri as he signed the World War II surrender of the Japanese. Standing behind him are (left to right), Gen. Douglas MacArthur, Adm. William F. Halsey Jr., and Rear Adm. Forrest Sherman. (AP Photo, File)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/09951469-6818-4f71-b1b7-9e58c009a1a5_750x422.jpg," August 16, 1977: Elvis Presley Dies, Age 42TOPICS:1945Harry TrumannewsOANOANNseptember 2victory over japan dayworld war 2 SHARETWEETPINSHARE",https://www.oann.com/sept-2-1945-japan-formally-surrenders/
2022-09-02,"Caitlin Sinclair, OAN Political Correspondent, New York
8:33 AM PT",Herschel Walker leads in Senate Poll,"Herschel Walker leads in Senate PollCaitlin Sinclair, OAN Political Correspondent, New YorkUPDATED 8:33 AM PT – Friday, September 2, 2022Despite mainstream media narratives and Democrats suggesting Herschel Walker is struggling against incumbent Sen. Rafael Warnock, new polling has the Trump backed candidate leading the midterm race.Political newcomer and football legend Herschel Walker now holds a slight lead in the Georgia Senate midterm race.A new Emerson College poll released Tuesday shows the former Georgia Bulldogs football star with a two-point lead over Warnock, in one of the country’s most heated Senate races of the year.Emerson College Polling/The Hill poll of GeorgiaGeorgia has become one of the truest battleground states in the country. Pew Research Center shows adults in the state are 41% Republican, 41% Democrat, and 18% third party or independent.Walker is one of a handful of Trump-endorsed first-time Republican Senate candidates, also including TV personality Mehmet Oz in Pennsylvania and author J.D. Vance in Ohio.According to the poll, President Joe Biden maintains a fairly low approval rating of 42% among Georgia voters. His national approval rating also remains at 42%, receiving a subtle boost after signing several Democratic legislations into law.The poll was conducted Aug. 28-29 and surveyed 600 Georgia voters, weighted by gender, education, race and region. The poll had a margin of error of plus or minus 3.9 percentage points.TOPICS:Caitlin SinclairDonald TrumpEmerson CollegeEmerson College Pollingj.d. vanceJoe Bidenmainstream mediaNew YorknewsOANOANNpoliticspollPollingRepublican SHARETWEETPINSHARE",Emerson College Polling/The Hill poll of Georgia,https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/emrson.png,,https://www.oann.com/herschel-walker-leads-in-senate-poll/
2022-09-03,4:17 PM PT,Mich. authorities investigating how voting machine wound up for sale online,"Mich. authorities investigating how voting machine wound up for sale onlineMINNEAPOLIS, MN – AUGUST 14: A sign reading “Vote Here” points toward a polling place for the 2018 Minnesota primary election at Holy Trinity Lutheran Church on August 14, 2018 in Minneapolis, Minnesota. (Photo by Stephen Maturen/Getty Images)OAN NewsroomUPDATED 4:17 PM PT – Saturday, September 3, 2022Authorities in Michigan are investigating how a voting machine that went missing following the election wound up for sale online. According to a statement from the State on Friday, the machine was purchased by a cyber-security expert in Connecticut. The cyber-security expert has told authorities about his find and is currently waiting for officials to pick the machine up.Forensic tracing has shown that the machine was first purchased by an Ohio man at a Goodwill store in northern Michigan last month. The man purchased the machine for $8. Soon after, the machine wound up on eBay. It was selling for $1,200 on the website.  Harri Hursti, an election machine security expert, reportedly saw the listing and purchased it outright.“The fact that someone is selling voting machines on eBay, or on GovDeals, or any other site happens all the time,” Hursti said. “Most of the time, the seller is a government, a County, or an electronic recycling.”Authorities have instructed Hursti to leave the machine in the box it came in as they plan to swab the device for evidence. Hursti asserted that the theft of the machine raises questions regarding how the election machines are stored and guarded. Michigan law prevents citizens from holding, misusing or destroying voting machines. In addition, it prevents citizens from obtaining “undue possession” of the machines.","MINNEAPOLIS, MN – AUGUST 14: A sign reading “Vote Here” points toward a polling place for the 2018 Minnesota primary election at Holy Trinity Lutheran Church on August 14, 2018 in Minneapolis, Minnesota. (Photo by Stephen Maturen/Getty Images)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/09/GettyImages-1016543352.jpg, Wokeism Invading Medical SchoolsTOPICS:electionMIich.newsOANOANNpoliticsvoting machine SHARETWEETPINSHARE,https://www.oann.com/mich-authorities-investigating-how-voting-machine-wound-up-for-sale-online/
