index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employer_full,fire
2639768,2018,COUNTY,500675.0,SONOMA,FIRE AND EMERGENCY SERVICES DEPARTMENT,FIRE INSPECTOR II,1018.0,73703.0,33256.0,SONOMA,1018.0,73703.0,33256.0,SONOMA_COUNTY,True
2639771,2018,COUNTY,500675.0,SONOMA,FIRE AND EMERGENCY SERVICES DEPARTMENT,FIRE INSPECTOR II,5041.0,116784.0,44877.0,SONOMA,5041.0,116784.0,44877.0,SONOMA_COUNTY,True
2639772,2018,COUNTY,500675.0,SONOMA,FIRE AND EMERGENCY SERVICES DEPARTMENT,FIRE INSPECTOR II,48.0,110015.0,44220.0,SONOMA,48.0,110015.0,44220.0,SONOMA_COUNTY,True
2641239,2018,COUNTY,500675.0,SONOMA,PERMIT RESOURCE MANAGEMENT DEPARTMENT,ENGINEER,7439.0,127243.0,29869.0,SONOMA,7439.0,127243.0,29869.0,SONOMA_COUNTY,True
2641240,2018,COUNTY,500675.0,SONOMA,PERMIT RESOURCE MANAGEMENT DEPARTMENT,ENGINEER,12411.0,123312.0,36571.0,SONOMA,12411.0,123312.0,36571.0,SONOMA_COUNTY,True
2641241,2018,COUNTY,500675.0,SONOMA,PERMIT RESOURCE MANAGEMENT DEPARTMENT,ENGINEER,47157.0,169271.0,42520.0,SONOMA,47157.0,169271.0,42520.0,SONOMA_COUNTY,True
2641344,2018,COUNTY,500675.0,SONOMA,PERMIT RESOURCE MANAGEMENT DEPARTMENT,SENIOR ENGINEER,5013.0,137662.0,44410.0,SONOMA,5013.0,137662.0,44410.0,SONOMA_COUNTY,True
2641345,2018,COUNTY,500675.0,SONOMA,PERMIT RESOURCE MANAGEMENT DEPARTMENT,SENIOR ENGINEER,11525.0,144070.0,43786.0,SONOMA,11525.0,144070.0,43786.0,SONOMA_COUNTY,True
2642994,2018,COUNTY,500675.0,SONOMA,TRANSPORTATION AND PUBLIC WORKS,ENGINEER,87.0,94992.0,21747.0,SONOMA,87.0,94992.0,21747.0,SONOMA_COUNTY,True
2642995,2018,COUNTY,500675.0,SONOMA,TRANSPORTATION AND PUBLIC WORKS,ENGINEER,2220.0,99010.0,21839.0,SONOMA,2220.0,99010.0,21839.0,SONOMA_COUNTY,True
2642997,2018,COUNTY,500675.0,SONOMA,TRANSPORTATION AND PUBLIC WORKS,ENGINEER,524.0,104186.0,22753.0,SONOMA,524.0,104186.0,22753.0,SONOMA_COUNTY,True
2643129,2018,COUNTY,500675.0,SONOMA,TRANSPORTATION AND PUBLIC WORKS,SENIOR ENGINEER,552.0,94084.0,20901.0,SONOMA,552.0,94084.0,20901.0,SONOMA_COUNTY,True
2643131,2018,COUNTY,500675.0,SONOMA,TRANSPORTATION AND PUBLIC WORKS,SENIOR ENGINEER,4591.0,132545.0,38542.0,SONOMA,4591.0,132545.0,38542.0,SONOMA_COUNTY,True
3990566,2015,COUNTY,501959.0,SONOMA,FIRE AND EMERGENCY SERVICES DEPARTMENT,ASSISTANT FIRE CHIEF,2502.0,145838.0,39359.0,SONOMA,2650.7369260432797,154507.6625980415,41698.78284258091,SONOMA_COUNTY,True
3990586,2015,COUNTY,501959.0,SONOMA,FIRE AND EMERGENCY SERVICES DEPARTMENT,FIRE INSPECTOR II,31659.0,140905.0,31832.0,SONOMA,33541.03930519752,149281.40949805288,33724.32367298548,SONOMA_COUNTY,True
3990587,2015,COUNTY,501959.0,SONOMA,FIRE AND EMERGENCY SERVICES DEPARTMENT,FIRE INSPECTOR II,16170.0,118554.0,31832.0,SONOMA,17131.261428505128,125601.70484817545,33724.32367298548,SONOMA_COUNTY,True
3990588,2015,COUNTY,501959.0,SONOMA,FIRE AND EMERGENCY SERVICES DEPARTMENT,FIRE INSPECTOR II,24993.0,113552.0,31832.0,SONOMA,26478.76418569132,120302.34989051418,33724.32367298548,SONOMA_COUNTY,True
3990589,2015,COUNTY,501959.0,SONOMA,FIRE AND EMERGENCY SERVICES DEPARTMENT,FIRE INSPECTOR II,16464.0,116650.0,25853.0,SONOMA,17442.738909023403,123584.51735529519,27389.888788567907,SONOMA_COUNTY,True
