index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employer_full,fire
7292276,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,FMT FACILITIES MAINTENANCE,STATIONARY ENGINEER,8822.0,158464.0,48813.0,ALAMEDA,8822.0,158464.0,48813.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292277,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,FMT FACILITIES MAINTENANCE,STATIONARY ENGINEER,11225.0,118795.0,38981.0,ALAMEDA,11225.0,118795.0,38981.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292743,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANCE,STATIONARY ENGINEER,20099.0,128329.0,42911.0,ALAMEDA,20099.0,128329.0,42911.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292744,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANCE,STATIONARY ENGINEER,7448.0,156810.0,50877.0,ALAMEDA,7448.0,156810.0,50877.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292745,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANCE,STATIONARY ENGINEER,6684.0,124648.0,41261.0,ALAMEDA,6684.0,124648.0,41261.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292746,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANCE,STATIONARY ENGINEER,1477.0,57842.0,20670.0,ALAMEDA,1477.0,57842.0,20670.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292747,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANCE,STATIONARY ENGINEER,14168.0,131699.0,45559.0,ALAMEDA,14168.0,131699.0,45559.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292748,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANCE,STATIONARY ENGINEER,26908.0,142688.0,39894.0,ALAMEDA,26908.0,142688.0,39894.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292749,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANCE,STATIONARY ENGINEER,14225.0,132392.0,54595.0,ALAMEDA,14225.0,132392.0,54595.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292750,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANCE,STATIONARY ENGINEER,11464.0,117253.0,37132.0,ALAMEDA,11464.0,117253.0,37132.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7292751,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANCE,STATIONARY ENGINEER,10767.0,116454.0,23096.0,ALAMEDA,10767.0,116454.0,23096.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7293606,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,JGP FACILITIES MAINTENANCE,STATIONARY ENGINEER,19799.0,139100.0,54575.0,ALAMEDA,19799.0,139100.0,54575.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7293607,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,JGP FACILITIES MAINTENANCE,STATIONARY ENGINEER,3500.0,141177.0,49241.0,ALAMEDA,3500.0,141177.0,49241.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
7294941,2018,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,PLANT MAINTENANCE,STATIONARY ENGINEER,1446.0,19982.0,0.0,ALAMEDA,1446.0,19982.0,0.0,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
8064743,2017,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,FMT FACILITIES MAINTENANC,STATIONARY ENGINEER,11467.0,140560.0,45211.0,ALAMEDA,11747.07885525457,143993.14588772846,46315.26834611619,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
8064744,2017,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,FMT FACILITIES MAINTENANC,STATIONARY ENGINEER,13062.0,113790.0,35695.0,ALAMEDA,13381.036365861619,116569.29475359007,36566.84222013708,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
8065079,2017,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANC,STATIONARY ENGINEER,8325.0,113716.0,36806.0,ALAMEDA,8528.336223074411,116493.48732049607,37704.97814131854,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
8065083,2017,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANC,STATIONARY ENGINEER,21331.0,128183.0,53351.0,ALAMEDA,21852.004801729767,131313.84049037207,54654.08598645561,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
8065084,2017,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANC,STATIONARY ENGINEER,13851.0,124673.0,53138.0,ALAMEDA,14189.30751060705,127718.10954226501,54435.8835101175,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
8065085,2017,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,HGH FACILITIES MAINTENANC,STATIONARY ENGINEER,10300.0,113656.0,34625.0,ALAMEDA,10551.57514686684,116432.02183420365,35470.707714588774,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
8066033,2017,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,JGP FACILITIES MAINTENANC,STATIONARY ENGINEER,4963.0,135103.0,45143.0,ALAMEDA,5084.220141155352,138402.8599094321,46245.60746165143,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
8066034,2017,SPECIAL DISTRICT,0.0,ALAMEDA HEALTH SYSTEM,JGP FACILITIES MAINTENANC,STATIONARY ENGINEER,6395.0,139478.0,44600.0,ALAMEDA,6551.196414001305,142884.71828492166,45689.344810704955,ALAMEDA_HEALTH_SYSTEM_SPECIAL_DISTRICT,True
