index,id,timezone,name,url,address,city,state,zip,latitude,longitude
0,1754,America/Los_Angeles,Vons,https://local.vons.com/ca/fresno/5638-e-kings-canyon.html,5638 E Kings Canyon,Fresno,CA,93727,36.7344809,-119.6980631
1,2701,America/Los_Angeles,Vons,https://local.vons.com/ca/clovis/3100-fowler-ave.html,3100 Fowler Ave,Clovis,CA,93611,36.7953574,-119.6841646
2,2188,America/Los_Angeles,Vons,https://local.vons.com/ca/fresno/8949-n-cedar-ave.html,8949 N Cedar Ave,Fresno,CA,93720,36.8648627,-119.7583563
3,1756,America/Los_Angeles,Vons,https://local.vons.com/ca/clovis/1650-herndon-ave.html,1650 Herndon Ave,Clovis,CA,93611,36.8357417,-119.6850551
4,2029,America/Los_Angeles,Vons,https://local.vons.com/ca/lancaster/4033-w-ave-l.html,4033 W Ave L,Lancaster,CA,93536,34.66160196197932,-118.20239245891571
5,3017,America/Los_Angeles,Vons,https://local.vons.com/ca/palmdale/3027-rancho-vista-blvd.html,3027 Rancho Vista Blvd,Palmdale,CA,93551,34.60340852121108,-118.1842406170199
6,3138,America/Los_Angeles,Vons,https://local.vons.com/ca/santa-clarita/16550-w-soledad-canyon-rd.html,16550 W Soledad Canyon Rd,Santa Clarita,CA,91387,34.42558870419761,-118.42522631349183
7,2598,America/Los_Angeles,Vons,https://local.vons.com/ca/la-crescenta/3233-foothill-blvd.html,3233 Foothill Blvd,La Crescenta,CA,91214,34.23117718467332,-118.250173330307
8,2288,America/Los_Angeles,Vons,https://local.vons.com/ca/montrose/2039-verdugo-blvd.html,2039 Verdugo Blvd,Montrose,CA,91020,34.20573356608936,-118.22151394220782
9,2858,America/Los_Angeles,Vons,https://local.vons.com/ca/pasadena/2355-e-colorado-blvd.html,2355 E Colorado Blvd,Pasadena,CA,91107,34.1476373,-118.1021057
10,2200,America/Los_Angeles,Vons,https://local.vons.com/ca/monrovia/130-w-foothill-blvd.html,130 W Foothill Blvd,Monrovia,CA,91016,34.1500513,-118.0019793
11,2124,America/Los_Angeles,Vons,https://local.vons.com/ca/tujunga/7789-foothill-blvd.html,7789 Foothill Blvd,Tujunga,CA,91042,34.259180754231565,-118.30124198795147
