street_url,street_name,neighborhood,description,map_url
https://lastreetnames.com/street/0001st-street/,1st Street,Los Angeles (Citywide),"First things first. The numbering system of L.A.’s streets was established by 1846. In 1883, addresses south of 1st Street – technically southwest, since DTLA’s grid is laid out at a 36° angle; more on that in a second – were given the postal designation “South”, while all addresses north of 1st were “North”. That’s why we have, for example, 789 N.La Breaand 789 S. La Brea. Likewise, addresses east ofMain Streetwere designated “East” and so on. Now about that 36° angle, which you can see on a map: this reveals L.A.’s Spanish roots. The Laws of the Indies, set forth in 1573 to develop Spanish colonies worldwide, decreed that streets be laid out at a 45° angle so that all structures may receive equal sunlight throughout the day. The geography of young Los Angeles didn’t quite allow for that, so early urban planners got as close as they could with 36°. Once L.A. expanded west of today’sHoover Street, the city – now an American one – adopted Thomas Jefferson’s rationalist north-south grid system.",https://lastreetnames.com/wp-content/uploads/2022/07/1st-street-map.png
https://lastreetnames.com/street/001st-helena-drive/,1st Helena Drive,Brentwood,"Why are there twenty-five Helena Drives in Brentwood? One rumor says a developer cheated on his wife Helena, then apologized by naming every street in her honor. Cute story, not true. The cul-de-sacs were laid out in 1922 on the Brentwood Country Club Estates tract, owned by Richard P. Shea (1868-1932), whose wife was named Elizabeth. (They soon split and he married Jane McComas in 1924.) Shea simply borrowed “Helena” from nearby Helena Street, which originatedin 1907. That was on the Carlos Heights tract, set up by Chicago hotelier Tracy C. Drake (1864-1939), whose Blackstone and Drake hotels still operate in the Windy City. Since Drake named Carlos Heights for his son Carlos, it follows that his streets were tributes to other loved ones:Anita Avenuemay be for his wife Annie and Helena Street may be for his sister Helen Vernera Drake (1867-1960), a Chicago socialite. (I have no guesses for Carmelina Ave.) Coincidentally, Richard P. Shea had a daughter named Helen, so his 25 Helena Drives could be for her. Tragic postscript: On Christmas Eve 1932, two months after his wife Jane’s death, a despondent Shea tied her ashes around his neck and drowned himself in the Pacific.",https://lastreetnames.com/wp-content/uploads/2022/04/1st-helena-drive-map.png
https://lastreetnames.com/street/010th-street/,10th Street,DTLA,"You’d be hard-pressed to find 10th Street in Los Angeles. Most of it was renamedOlympic Boulevardin honor of the 1932 Summer Olympics. It being the 10th Olympiad was apparently coincidence; plans to expand 10th Street into a fully paved, citywide artery were already underway in 1928. In fact this expansion caused some legal drama, namely over the widening of the road: homeowners, as usual, were anti-development. In any event, decades later, tiny bits of 10th Street still exist here and there.",https://lastreetnames.com/wp-content/uploads/2022/07/10th-street-map.png
https://lastreetnames.com/street/100th-street/,100th Street,Watts,"100th Street should be citywide, but most of it was renamedCentury Boulevardin the late 1920s. (“100” = “century”, get it?) However, for reasons unknown, 100th Street still technically exists as these three modest residential blocks.",https://lastreetnames.com/wp-content/uploads/2022/07/100th-street-map.png
https://lastreetnames.com/street/266th-street/,266th Street,Harbor City,"This is the highest-numbered street in Los Angeles, and you’ll find it in the ethnically diverse neighborhood of Harbor City, just north of San Pedro.",https://lastreetnames.com/wp-content/uploads/2022/04/266th-street-map.png
https://lastreetnames.com/street/2nd-street/,2nd Street,Whittier,"You might wonder why East Whittier has a 2nd Street and a 7th Street but not a 1st, 3rd, 4th, etc. The answer is complicated, but here goes: When the East Whittier townsite was platted in late 1887, it’s likely that eight ordinal streets – 1st through 8th – were then named. Lacking a map from that time, I can only go by mentions in newspapers: 4th Street was referenced in 1893, 1st Street in 1894, and so on. So I believe they were all there in 1887, if only on paper. As the streets physically materialized, however, they didn’t quite follow the original plan. For instance, it seems that 3rd Street didn’t show up until 1950! (It’s part ofTedemory Drivenow.) When the Friendly Hills tract was laid out in 1941, its developers extended 4th Street into the tract and dubbed itLa Cuarta Street–la cuartabeing Spanish for “the fourth” – and in 1966 the rest of 4th Street adopted its name. Friendly Hills also had an extension of 6th Street called La Sexta Street, but both were merged intoMar Vista Streetin 1956. Perhaps someone thought La Sexta was too sexy? As for the rest: 1st Street was absorbed byWhittier Blvd.long ago, 5th disappeared after 1905, and 8th was renamedLinda Vistain 1955. Only 2nd and 7th remain blissfully untouched.",https://lastreetnames.com/wp-content/uploads/2024/01/2nd-street-map.png
https://lastreetnames.com/street/7th-street/,7th Street,Whittier,"You might wonder why East Whittier has a 2nd Street and a 7th Street but not a 1st, 3rd, 4th, etc. The answer is complicated, but here goes: When the East Whittier townsite was platted in late 1887, it’s likely that eight ordinal streets – 1st through 8th – were then named. Lacking a map from that time, I can only go by mentions in newspapers: 4th Street was referenced in 1893, 1st Street in 1894, and so on. So I believe they were all there in 1887, if only on paper. As the streets physically materialized, however, they didn’t quite follow the original plan. For instance, it seems that 3rd Street didn’t show up until 1950! (It’s part ofTedemory Drivenow.) When the Friendly Hills tract was laid out in 1941, its developers extended 4th Street into the tract and dubbed itLa Cuarta Street–la cuartabeing Spanish for “the fourth” – and in 1966 the rest of 4th Street adopted its name. Friendly Hills also had an extension of 6th Street called La Sexta Street, but both were merged intoMar Vista Streetin 1956. Perhaps someone thought La Sexta was too sexy? As for the rest: 1st Street was absorbed byWhittier Blvd.long ago, 5th disappeared after 1905, and 8th was renamedLinda Vistain 1955. Only 2nd and 7th remain blissfully untouched.",https://lastreetnames.com/wp-content/uploads/2024/01/7th-street-map.png
https://lastreetnames.com/street/aaron-street/,Aaron Street,Silver Lake,"In 1902, a tract calledEdendale, opened by Moses LangleyWicks, laid out six streets unimaginatively named A, B, C, D, E, and F. Property owners petitioned the City in 1908 to give the poor things real monikers, and suggested Aaron, Branden, Clifford, Duane, Ewing, andFargo. (The inspirations for these names are lost to time.) The petition, clearly, was approved.",https://lastreetnames.com/wp-content/uploads/2022/04/aaron-street-map.png
https://lastreetnames.com/street/abalone-avenue/,Abalone Avenue,San Pedro,"The hills above West Hollywood have theirBird Streets. San Pedro has its Fish Streets. In 1953, developer Fred Marlow (seeMarburn Ave.) had purchased 475 acres of the White Point area that once belonged to theSepúlvedas. He soon turned half of it into a residential tract called SouthShores and asked L.A. civil engineers to give the streets a school of fishy names to honor San Pedro’s piscary legacy. In order to prevent duplication with existing L.A. streets, some of these species will be unfamiliar to the casual seafood eater. In alphabetical order, they are: Abalone Ave., Anabas Ave., Anchovy Ave., Bowfin Ave., Graysby Ave., Gunnell Ave., Gurnard Ave., Mantis Ave. (presumably for the mantis shrimp), Moray Ave., Mulldae Ave. (a misspelling of mullidae, or red mullet), Perch St., Robalo Ave., Shad Pl., Spearing Ave., Stargazer Ave., and Warmouth St.",https://lastreetnames.com/wp-content/uploads/2022/04/abalone-avenue-map.png
https://lastreetnames.com/street/abalone-avenue-torrance/,Abalone Avenue,Torrance,"The former Artisano Street was renamed Abalone Avenue in 1933 after three property owners requested the change. Chief among them: the Salm Manufacturing Company, which made souvenir items such as knives, buttons, and picture frames out of – you guessed it – abalone shell. The firm was operated by John Salm (1876-1960), a Dutch American who set up shop here in 1913 and ran it until at least 1950. He, his wife Iva, and their daughters Margaret and Eleanor lived on a 20 acre ranch on W. 182nd Street in northeast Torrance.",https://lastreetnames.com/wp-content/uploads/2023/08/abalone-avenue-map.png
https://lastreetnames.com/street/abbot-kinney-boulevard/,Abbot Kinney Boulevard,Venice,"Abbot Kinney (1850-1920) was the founder ofVenice. Born in New Jersey and raised in D.C., Kinney got rich from his family’s tobacco business and had seen the world by 1880, when he arrived in SoCal and found that the climate helped his asthma. In fact he first moved to the hills above Pasadena (seeKinneloa Avenue) before his interests inevitably shifted to Santa Monica, where he built a summer home in 1886 and cofoundedOcean Parkin 1893. Kinney soured on his later Ocean Park partners, so in February 1904 he reportedly staged a coin toss to divide their property between them. Kinney won the toss and unexpectedly chose the “worthless” marshland south of SM. A month later, he revealed his plans to transform it into a facsimile of Venice, Italy. The Venice of America – canals and all – opened on July 4th, 1905. It was a hit with the day trippers and Kinney got to die before seeing his oceanside fantasyland deteriorate. (He bequeathed his house to his employee and friendIrving Tabor, which caused a stir as Tabor was black.) Venice’s most famous street didn’t adopt Kinney’s name until 1990. Before that, it was called WestWashington Boulevard. (And it originated in 1903 as Toltec Place!) Nearby Washington Street then haditsname changed… to West Washington Boulevard.",https://lastreetnames.com/wp-content/uploads/2022/04/abbot-kinney-boulevard-map.png
https://lastreetnames.com/street/acacia-avenue/,Acacia Avenue,Monrovia,"This street name might very well be a sneaky reference to Freemasonry. A nameless road laid out in 1926, property owners initially thought to call it “Temple Street” as it led to both a Masonic temple and a planned Elks lodge (now the Kwan Yin meditation temple). They then settled upon Acacia Avenue, ostensibly because it fit in better with Monrovia’s other arboreal street names, but I suspect some of those property owners also knew that the acacia tree is an important symbol for Masons, who believe its wood was used in the Ark of the Covenant and that it signifies the immortality of the soul.",https://lastreetnames.com/wp-content/uploads/2023/06/acacia-avenue-map.png
https://lastreetnames.com/street/academy-road/,Academy Road,Elysian Park,"Despite its idyllic name,Elysian Parkhas had one of L.A.’s more chaotic histories. Once less evocatively known as Stone Quarry Hills, the area has been the site of the city’s first Jewish cemetery (as well as a Catholic one); a never-built neighborhood inspired by Greek myth; a World War II armory; and the so-called Battle ofChavez Ravine, in which Mexican American residents were evicted in the 1950s to make way for a stillborn housing project, then for Dodger Stadium. In the midst of all this, the LAPD opened a pistol range here in 1925. Ten years later, it had become the Los Angeles Police Academy. Solano Canyon’s Park Row was thus renamed Academy Road since it leads to the Academy’s entrance.",https://lastreetnames.com/wp-content/uploads/2022/04/academy-road-map.png
https://lastreetnames.com/street/achilles-drive/,Achilles Drive,Laurel Canyon,"The faux-ancient “MT. OLYMPUS” sign onLaurel Canyonwelcomes you to Mount Olympus, the 1963 vision of Russ Vincent, né Rosario Castagna (1918-2001), a Baltimore native who changed his name after WWII when he came to Hollywood to be an actor. Vincent’s movie career never amounted to much, so he turned to real estate and was selling houses by 1959. Four years later, he and partner Al Hess started laying out the streets of the 300 acre Mount Olympus tract – streets they named after mythical Greek figures: Apollo, Electra, Hercules, Oceanus, etc. (The land itself, which had heretofore miraculously escaped development, was owned by the sinister-sounding Financial Federation Inc., run by Edward L. Johnson.) In 1971, Vincent gave his showbiz dreams one last go by writing, directing, producing, and starring in an exploitation flick calledHow’s Your Love Life?",https://lastreetnames.com/wp-content/uploads/2022/05/achilles-drive-map.png
https://lastreetnames.com/street/ada-avenue/,Ada Avenue,Glendora,"When George D.Whitcomblaid out Glendora in 1887, he named several east-west avenues after family members. First and foremost isLeadora, which honors both his wife and one of his three daughters.Bennettemploys his wife’s maiden name,Carrollis for one of his three sons, andVirginiais for his youngest daughter. Finally,Medais for one daughter-in-law and Ada is for another. Ada Whitcomb (1866-1914) was born Ada Louisa Bradley in Illinois and grew up in Missouri, part of a farming family that had settled in Duarte by July 1886. She married Carroll Whitcomb on March 31st, 1887; as their marriage effectively inaugurated the new town of Glendora, Carroll and Ada avenues were a kind of wedding present. The couple had five children and were living in Exeter, CA, when Ada died after a long illness.",https://lastreetnames.com/wp-content/uploads/2022/08/ada-avenue-map.png
https://lastreetnames.com/street/adams-boulevard/,Adams Boulevard,DTLA,"Washington, Adams, and Jefferson boulevards are, of course, named after the first three presidents of the United States. City planners may have established the names as early as 1853 (the oldest reference I found to Washington – then “Street”, not “Boulevard” – was in an 1860 newspaper), but the roads sat empty until the late 1860s, as young Los Angeles didn’t expand as rapidly as some had hoped. Anyway, if you’re wondering why this presidential motorcade concludes with Jefferson, in fact more POTUS-inspired streets were intended: an 1871 “wishful thinking” map included Madison Street, Monroe Street, the awkwardly-named John Quincy Adams Street, and Jackson Street. But since L.A. city limits ended just south of Jefferson, and civic leaders couldn’t name anything beyond that, those additional four streets never materialized.",https://lastreetnames.com/wp-content/uploads/2022/07/adams-boulevard-map.png
https://lastreetnames.com/street/adams-street/,Adams Street,Glendale,"When Glendale was laid out in 1887, its north-south streets were crudely alphabetized: “A Street” to “O Street”. Of these, “N Street” was the first to be renamed: it becameBrand Boulevardin 1903, in honor of Glendale overlord L. C. Brand. Three years later, after Glendale incorporated as a city, the other A-B-C streets were fleshed out as Adams, Belmont, and Cedar streets; Dayton Court; Everett Street; Franklin Court; and Geneva, Howard, Isabel, Jackson, Kenwood, Louise, Mary, and Orange streets. Dayton Court got absorbed by Everett Street around 1926. Mary Street was changed to Maryland Avenue in 1910; the reason is unclear, but it presents a strong case that Mary Street was initially paired withLouise Street(named in 1904) as a tribute to L.C. Brand’s wife Mary Louise. There’s probably no special significance behind the other street names.",https://lastreetnames.com/wp-content/uploads/2022/07/adams-street-map.png
https://lastreetnames.com/street/adelaide-drive/,Adelaide Drive,Santa Monica,"This street, introduced on 1905’sPalisadestract, honors Adelaide Gillis (1890-1990), whose father was one of the tract’s owners. Robert Conran Gillis (1863-1947) was born in New Brunswick and raised in Nova Scotia; he came to Santa Monica in 1887 with his pharmacist brother William and married Frances Lowell Lindsey (1866-1946) two years later. Gillis would become a big name in local railroads and real estate, especially as president of the Santa Monica Land and Water Company, which developed this neighborhood as well asWestgateand parts ofSawtelle. He and Frances left SM for L.A. in 1902 to raise their kids Adelaide,Dorothy, and Lindsay (a son), but kept a summer home right here on Adelaide Drive. As for its namesake, Adelaide Gillis was born in Bermuda while her parents were presumably on vacation there. She married journalist Frederick McCormick (1870-1951), a foreign war correspondent, in 1914. In 1942, after marrying off their only child Frances, the couple retired to a ranch in San Diego County. Adelaide Gillis McCormick was a lifelong horsewoman who died a month before her 100th birthday.",https://lastreetnames.com/wp-content/uploads/2024/04/adelaide-drive-map.png
https://lastreetnames.com/street/adena-street/,Adena Street,Pasadena,"It might just look like the back half of “Pasadena”, but Adena Street honors a real person: Mary Adena Janes (1849-1925), an Ohio native who went by her middle name. (Other records suggest that she previously went by “Nona”.) Her husband was Dr. Robert Kennedy Janes (1854-1935), a dentist originally from Troy, NY. A childless couple, the Janeses married in Illinois in 1877, lived in Missouri for a spell, then settled in Pasadena by 1887; Robert named this small street for Adena sometime before 1894. To my knowledge, they never lived on the street itself.",https://lastreetnames.com/wp-content/uploads/2022/05/adena-street-map.png
https://lastreetnames.com/street/adkisson-avenue/,Adkisson Avenue,City Terrace,"William Thomas Adkisson (1871-1934) was a native of Western Illinois who came to L.A. around 1904 with his first wife Bertha and son William M. After splitting from Bertha in 1909, Adkisson married Pauline “Lena” Blancarte (1886-1948), a Pomona girl, in 1911, then had two more sons with her, Allen and Edward. They would settle in East L.A. William T. Adkisson was a professional house painter – and apparently also adept at hanging wallpaper: his great-grandson informed me that he was rewarded with this street name in 1923 as thanks for his wallpaper work on a tract of homes here. I can believe it, as nearbyEllison Streetwas named for the tract’s surveyor.",https://lastreetnames.com/wp-content/uploads/2022/09/adkisson-avenue-map.png
https://lastreetnames.com/street/admiral-avenue/,Admiral Avenue,Del Rey,"Although a naval-inspired street isn’t unusual for an oceanside town, Admiral Avenue’s namesake may surprise you: it was originally called AdmiralTogoAvenue, in honor of Heihachiro Togo (1848-1934), hero of the Imperial Japanese Navy. The street name was filed on October 10th, 1905 as part of the Venice del Rey Tract No. 2, owned by Ernst and Martha Leo. (SeeBeethoven Streetfor more on them.) A month earlier, the Japanese Navy under Togo’s command had defeated the Russian Empire in the Russo–Japanese War. Given what we know about Ernst Leo – born in Prague, married in Latvia, supposedly of noble birth (he called himself “Count”), this street may have reflected some anti-Russian sentiment on his part. (NearbyBonaparte Avenuewas named for another enemy of Russia.) The street sat vacant for years; it was still labeled Admiral Togo Avenue on a 1928 map, but by that time the tract was finally being developed and “Togo” would soon disappear.",https://lastreetnames.com/wp-content/uploads/2022/05/admiral-avenue-map.png
