uid,name,address,city,state,zip,phone,latitude,longitude,beer,liquor,wineshop,regions,store_number
1429860783,Trader Joe's West Los Angeles - Sepulveda ,3456 S Sepulveda Blvd,Los Angeles,CA,90034,310-836-2458,34.0204805,-118.4221063,Yes,Yes,,WestSide/SouthBay,119
1429860783,Trader Joe's Marina Del Rey ,4675 Admiralty Way,Marina Del Rey,CA,90292,310-301-4461,33.9795591,-118.441227,Yes,Yes,,WestSide/SouthBay,205
1429860783,Trader Joe's West Los Angeles ,10850 National Blvd,Los Angeles,CA,90064,310-470-1917,34.030059,-118.4214825,Yes,Yes,,WestSide/SouthBay,7
1429860783,Trader Joe's Santa Monica ,3212 Pico Blvd,Santa Monica,CA,90405,310-581-0253,34.0263552,-118.4557652,Yes,Yes,,WestSide/SouthBay,6
1429860783,Trader Joe's Culver City ,6150 Slauson Ave,Culver City,CA,90230,310-313-0441,33.98801,-118.3928504,Yes,Yes,,WestSide/SouthBay,251
1429860783,Trader Joe's Olympic Blvd ,11755 Olympic Blvd,Los Angeles,CA,90064,310-477-5949,34.0337159,-118.4493107,Yes,Yes,,WestSide/SouthBay,215
1429860783,Trader Joe's Culver City ,9290 Culver Blvd,Culver City,CA,90232,310-202-1108,34.0252255,-118.3929931,Yes,Yes,,WLA/Hollywood,36
1429860783,Trader Joe's Westchester ,8645 S Sepulveda,Westchester,CA,90045,310-338-9238,33.9587392,-118.3966617,Yes,Yes,,WestSide/SouthBay,33
1429860783,Trader Joe's Wilshire ,2300 Wilshire Blvd #101,Santa Monica,CA,90403,310-264-2223,34.0332757,-118.4801333,Yes,Yes,,WestSide/SouthBay,253
1429860783,Trader Joe's Santa Monica ,500 Broadway,Santa Monica,CA,90401,310-912-6877,34.0157655,-118.4919662,Yes,Yes,,West L.A./Hollywood,256
1429860783,Trader Joe's Westwood ,1000 Glendon Ave,Los Angeles,CA,90024,310-824-1495,34.0622696,-118.4437742,Yes,Yes,,WestSide/SouthBay,234
1429860783,Trader Joe's Los Angeles - Burton Way ,8500 Burton Way,Los Angeles,CA,90048,310-248-2984,34.0711651,-118.3770707,Yes,Yes,,WLA/Hollywood,237
1429860783,Trader Joe's Los Angeles - 3rd & Fairfax ,175 South Fairfax Ave,Los Angeles,CA,90036,323-931-4012,34.0722126,-118.3617784,Yes,Yes,,WLA/Hollywood,240
1429860783,Trader Joe's West Hollywood ,8611 Santa Monica Blvd,West Hollywood,CA,90069,310-657-0152,34.0879918,-118.3795598,Yes,Yes,,WLA/Hollywood,173
1429860783,Trader Joe's Los Angeles ,263 S La Brea Ave,Los Angeles,CA,90036,323-965-1989,34.0691505,-118.3444162,Yes,Yes,,WLA/Hollywood,31
1429860783,Trader Joe's Manhattan Beach - Rosecrans Blvd ,1800 Rosecrans Blvd,Manhattan Beach,CA,90266,310-725-9800,33.9004749,-118.3804345,Yes,Yes,,WestSide/SouthBay,106
1429860783,Trader Joe's Sunset Blvd ,8000 W Sunset Blvd,Los Angeles,CA,90046,323-822-7663,34.0976043,-118.365233,Yes,Yes,,WLA/Hollywood,192
1429860783,Trader Joe's West Hollywood ,7310 Santa Monica Blvd,West Hollywood,CA,90046,323-969-8048,34.0905855,-118.3492106,Yes,Yes,,WLA/Hollywood,40
1429860783,Trader Joe's Manhattan Beach Blvd ,1821 Manhattan Beach Blvd,Manhattan Beach,CA,90266,310-372-1274,33.8876384,-118.379888,Yes,Yes,,WestSide/SouthBay,34
1429860783,Trader Joe's USC Village ,3131 S Hoover Street,Los Angeles,CA,90089,213-749-1497,34.026076,-118.2846645,Yes,Yes,,WLA/Hollywood,250
1429860783,Trader Joe's Hollywood ,1600 N Vine St,Los Angeles,CA,90028,323-856-0689,34.1003784,-118.3260586,Yes,Yes,,WLA/Hollywood,206
1429860783,Trader Joe's Hermosa Beach ,1100 Pacific Coast Hwy,Hermosa Beach,CA,90254,310-318-1767,33.8638765,-118.3915724,yes,yes,,WestSide/SouthBay,248
1429860783,Trader Joe's Studio City ,11976 Ventura Blvd,Studio City,CA,91604,818-509-0168,34.1429443,-118.393033,Yes,Yes,,WLA/Hollywood,122
1429860783,Trader Joe's Sherman Oaks ,14119 Riverside Dr,Sherman Oaks,CA,91423,818-789-2771,34.1579742,-118.4408137,Yes,Yes,,WLA/Hollywood,49
1429860783,Trader Joe's Torrance - Hawthorne Blvd ,19720 Hawthorne Blvd,Torrance,CA,90503,310-793-8585,33.8522499,-118.3532856,Yes,Yes,,WestSide/SouthBay,121
1429860783,Trader Joe's Toluca Lake ,10130 Riverside Dr,Toluca Lake,CA,91602,818-762-2787,34.151912,-118.3519298,Yes,Yes,,WLA/Hollywood,54
1429860783,Trader Joe's Silver Lake ,2738 Hyperion Ave,Los Angeles,CA,90027,323-665-6774,34.1076393,-118.2715739,Yes,Yes,,WLA/Hollywood,17
1429860783,Trader Joe's North Hollywood ,6130 Laurel Canyon Bl,North Hollywood,CA,91606,818-762-2963,34.1821716,-118.3957817,Yes,Yes,,WLA/Hollywood,252
1429860783,Trader Joe's Encino ,17640 Burbank Blvd,Encino,CA,91316,818-990-7751,34.1717937,-118.5177696,Yes,Yes,,WLA/Hollywood,56
1429860783,Trader Joe's Redondo Beach ,1761 S Elena Ave,Redondo Bch.,CA,90277,310-316-1745,33.8185616,-118.386143,Yes,Yes,,WestSide/SouthBay,38
1429860783,Trader Joe's Burbank ,214 E Alameda Ave,Burbank,CA,91502,818-848-4299,34.1749591,-118.2988641,Yes,Yes,,WLA/Hollywood,124
1429860783,Trader Joe's Woodland Hills ,21055 Ventura Blvd,Woodland Hills,CA,91364,818-712-9475,34.1672602,-118.5923118,Yes,Yes,,Ventura/SB,209
1429860783,Trader Joe's Glendale ,103 E Glenoaks Blvd,Glendale,CA,91207,818-507-8192,34.1598391,-118.2545353,Yes,Yes,,WLA/Hollywood,53
1429860783,Trader Joe's Torrance - Rolling Hills Plaza ,2545 Pacific Coast Hwy,Torrance,CA,90505,310-326-9520,33.790641,-118.330186,Yes,Yes,,WestSide/SouthBay,29
1429860783,Trader Joe's Calabasas ,23741 Calabasas Rd.,Calabasas,CA,91302,818-591-6758,34.1556665,-118.6449836,Yes,Yes,,Ventura/SB,254
1429860783,Trader Joe's Eagle Rock ,1566 Colorado Blvd,Eagle Rock,CA,90041,323-257-6422,34.1392586,-118.200439,Yes,Yes,,WLA/Hollywood,55
1429860783,Trader Joe's South Pasadena ,613 Mission St,S. Pasadena,CA,91030,626-441-6263,34.1153043,-118.1629729,Yes,Yes,,Pasadena/LasVegas,18
1429860783,Trader Joe's West Hills ,6751 Fallbrook Ave,West Hills,CA,91307,818-347-2591,34.1922146,-118.6258129,Yes,Yes,,Ventura/SB,50
1429860783,Trader Joe's Rancho Palos Verdes ,31176 Hawthorne Blvd,Rancho Palos Verdes,CA,90275,310-544-1727,33.7493301,-118.4066803,Yes,Yes,,WestSide/SouthBay,233
1429860783,Trader Joe's Long Beach - Bixby Knolls ,4210 Long Beach Blvd,Long Beach,CA,90807,562-422-1020,33.8355392,-118.1884404,Yes,Yes,,OC/LongBeach,116
1429860783,Trader Joe's Montrose ,2462 Honolulu Ave,Montrose,CA,91020,818-957-3613,34.2069873,-118.2331547,Yes,Yes,,Pasadena/LasVegas,52
1429860783,Trader Joe's Rancho Palos Verdes - S. Western Ave. ,28901 S Western Ave,Rancho Palos Verdes,CA,90275,310-832-1241,33.7559548,-118.3107608,Yes,Yes,,WestSide/SouthBay,57
1429860783,Trader Joe's Pasadena ,610 S Arroyo Pkwy,Pasadena,CA,91105,626-568-9254,34.1351409,-118.1468743,Yes,Yes,,Pasadena/LasVegas,51
1429860783,Trader Joe's Granada Hills ,11114 Balboa Blvd,Granada Hills,CA,91344,818-368-6461,34.272659,-118.5016054,Yes,Yes,,Pasadena/LasVegas,44
1429860783,Trader Joe's La Canada ,475 Foothill Blvd,La Canada,CA,91011,818-790-6373,34.200037,-118.1884204,Yes,Yes,,Pasadena/LasVegas,42
1429860783,Trader Joe's Pasadena - S Lake Ave ,345 S Lake Ave,Pasadena,CA,91101,626-395-9553,34.1400495,-118.1329065,Yes,Yes,,Pasadena/LasVegas,179
1429860783,Trader Joe's Chatsworth ,10330 Mason Ave,Chatsworth,CA,91311,818-341-3010,34.2582554,-118.5787951,Yes,Yes,,Pasadena/LasVegas,184
1429860783,Trader Joe's Agoura Hills ,28941 Canwood St,Agoura Hills,CA,91301,818-865-8217,34.1464425,-118.7566493,Yes,Yes,,Ventura/SB,247
1429860783,Trader Joe's Pasadena ,3035 E Huntington Dr,Pasadena,CA,91107,626-356-2963,34.1278856,-118.0894848,Yes,Yes,,Pasadena/LasVegas,32
1429860783,Trader Joe's Long Beach - Bellflower Blvd ,2222 North Bellflower Blvd,Long Beach,CA,90815,562-596-2514,33.7967761,-118.1228974,Yes,Yes,,OC/LongBeach,194
1429860783,Trader Joe's Hastings Ranch ,467 N Rosemead Blvd,Pasadena,CA,91107,626-351-3399,34.1537035,-118.078195,Yes,Yes,,Pasadena/LasVegas,171
1429860783,Trader Joe's Cerritos ,12861 Towne Center Dr,Cerritos,CA,90703,562-402-5148,33.8692417,-118.0581293,Yes,Yes,,OC/IE,104
1429860783,Trader Joe's Whittier ,15025 E Whittier Blvd,Whittier,CA,90603,562-698-1642,33.9493596,-118.0053906,Yes,Yes,,OC/IE,48
1429860783,Trader Joe's Long Beach - PCH ,6451 E Pacific Coast  Hwy,Long Beach,CA,90803,562-596-4388,33.7576624,-118.1089303,Yes,Yes,,OC/LongBeach,43
1429860783,Trader Joe's Westlake Village ,3835 E Thousand Oaks Blvd,Westlake Village,CA,91362,805-494-5040,34.163905,-118.825874,Yes,Yes,,Ventura/SB,58
1429860783,Trader Joe's Monrovia ,604 W Huntington Dr,Monrovia,CA,91016,626-358-8884,34.1398459,-118.0122255,Yes,Yes,,Pasadena/LasVegas,112
1429860783,Trader Joe's Simi Valley ,2975-A Cochran St,Simi Valley,CA,93065,805-520-3135,34.2808989,-118.7384764,Yes,Yes,,Ventura/SB,30
1429860783,Trader Joe's Cypress ,5245 Katella Ave.,Cypress,CA,90720,714-220-4930,33.8032103,-118.041489,Yes,Yes,,OC/Long Beach,242
1429860783,Trader Joe's La Habra,"2101 W. Imperial Hwy, Suite A",La Habra,CA,90631,562-266-1428,33.9186903,-117.9690152,Yes,Yes,,OC/IE,abra
1429860783,Trader Joe's Thousand Oaks ,451 Avenida De Los Arboles,Thousand Oaks,CA,91360,805-492-7107,34.2189862,-118.8690704,Yes,Yes,,Ventura/SB,196
1429860783,Trader Joe's Huntington Harbour ,16821 Algonquin St,Huntington Beach,CA,92649,714-846-7307,33.7175194,-118.05145,Yes,Yes,,OC/LongBeach,244
1429860783,Trader Joe's Valencia ,26517 Bouquet Canyon Rd,Santa Clarita,CA,91350,661-263-3796,34.4285684,-118.5382801,Yes,Yes,,Pasadena/LasVegas,13
1429860783,Trader Joe's Newbury Park ,125 N Reino Road,Thousand Oaks,CA,91320,805-375-1984,34.1800942,-118.9538252,Yes,Yes,,Ventura/SB,243
1429860783,Trader Joe's Brea ,2500 E Imperial Hwy,Brea,CA,92821,714-257-1180,33.9105696,-117.8700159,Yes,Yes,,OC/IE,11
1429860783,Trader Joe's Huntington Beach ,18681 Main St,Huntington Beach,CA,92648,714-848-9640,33.6925294,-117.9927157,Yes,Yes,,OC/LongBeach,47
1429860783,Trader Joe's San Dimas ,856 W Arrow Hwy,San Dimas,CA,91773,909-305-4757,34.1034857,-117.8212057,Yes,Yes,,OC/IE,28
1429860783,Trader Joe's Mall of Orange ,2114 N Tustin St,Orange,CA,92865,714-283-5697,33.8234418,-117.8365462,Yes,Yes,,OC/IE,46
1429860783,Trader Joe's Huntington Beach - Brookhurst ,21431 Brookhurst St,Huntington Beach,CA,92646,714-968-4070,33.6518448,-117.9541285,Yes,Yes,,OC/LongBeach,241
1429860783,Trader Joe's Yorba Linda ,19655 Yorba Linda Blvd,Yorba Linda,CA,92886,714-970-0116,33.8897262,-117.7921699,Yes,Yes,,OC/IE,176
1429860783,Trader Joe's Santa Ana ,3329 S Bristol St,Santa Ana,CA,92704,714-424-9304,33.7011809,-117.8842077,Yes,Yes,,OC/IE,113
1429860783,Trader Joe's Costa Mesa ,640 W 17th St,Costa Mesa,CA,92627,949-642-5134,33.6367934,-117.9245798,Yes,Yes,,OC/LongBeach,35
1429860783,Trader Joe's Camarillo ,363 Carmen Dr,Camarillo,CA,93010,805-388-1925,34.2198547,-119.0532205,Yes,Yes,,Ventura/SB,114
