measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,90,Norway,3,Both,1,<5 years,571,Anxiety disorders,1,Number,2019,618.5486240362469,840.9989125422836,431.4916153278778
5,Prevalence,90,Norway,3,Both,1,<5 years,571,Anxiety disorders,3,Rate,2019,210.21368332231702,285.81338993523775,146.64237904028417
5,Prevalence,90,Norway,3,Both,188,5-19 years,571,Anxiety disorders,1,Number,2019,63169.07473265184,81854.99832715413,48231.09485527633
5,Prevalence,90,Norway,3,Both,188,5-19 years,571,Anxiety disorders,3,Rate,2019,6571.5335098656615,8515.446311877766,5017.522536152115
5,Prevalence,90,Norway,3,Both,1,<5 years,572,Eating disorders,1,Number,2019,0.0,0.0,0.0
5,Prevalence,90,Norway,3,Both,1,<5 years,572,Eating disorders,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,90,Norway,3,Both,188,5-19 years,572,Eating disorders,1,Number,2019,3874.7050947453995,5923.581682937096,2624.4029370952544
5,Prevalence,90,Norway,3,Both,188,5-19 years,572,Eating disorders,3,Rate,2019,403.08892410933163,616.2353286413794,273.0189086590618
5,Prevalence,90,Norway,3,Both,1,<5 years,575,Autism spectrum disorders,1,Number,2019,1667.5438830065557,1982.76390406493,1387.224608057555
5,Prevalence,90,Norway,3,Both,1,<5 years,575,Autism spectrum disorders,3,Rate,2019,566.7146092105207,673.8420994492448,471.44813378171494
5,Prevalence,90,Norway,3,Both,188,5-19 years,575,Autism spectrum disorders,1,Number,2019,5196.045235198185,6199.803102042152,4314.810227974355
5,Prevalence,90,Norway,3,Both,188,5-19 years,575,Autism spectrum disorders,3,Rate,2019,540.5490823856053,644.9708819081308,448.8734419785323
5,Prevalence,90,Norway,3,Both,1,<5 years,578,Attention-deficit/hyperactivity disorder,1,Number,2019,950.1685496731342,1407.6620602570893,615.1266369235158
5,Prevalence,90,Norway,3,Both,1,<5 years,578,Attention-deficit/hyperactivity disorder,3,Rate,2019,322.91467936740383,478.39379971263793,209.05072137026426
5,Prevalence,90,Norway,3,Both,188,5-19 years,578,Attention-deficit/hyperactivity disorder,1,Number,2019,35646.1499044937,51803.62796543268,24152.407484045358
5,Prevalence,90,Norway,3,Both,188,5-19 years,578,Attention-deficit/hyperactivity disorder,3,Rate,2019,3708.2998221278717,5389.176247210223,2512.5958516421547
