store_id,latitude,longitude,address,address2,city,zip_code,state,mall_name,phone,time_zone,url
0124,33.447,-86.726,205 Summit Blvd,Suite 300,Birmingham,35243,AL,The Summit,(205)969-4848,CST6CDT,https://www.sephora.com/happening/stores/birmingham-the-summit
0724,34.717,-86.674,335 The Bridge St,Suite 117,Huntsville,35806,AL,,(256) 327-8737,CST6CDT,https://www.sephora.com/happening/stores/huntsville
1764,32.3585,-86.16717,7064 EastChase Parkway,Suite: C180,Montgomery,36117,AL,,(334) 229-9022,CST6CDT,https://www.sephora.com/happening/stores/shoppes-at-eastchase
0788,61.217,-149.888,320 W. 5th Ave,Space #201,Anchorage,99501,AK,,(907) 277-7700,America/Anchorage,https://www.sephora.com/happening/stores/anchorage-5th-ave-mall
0288,33.301,-111.898,3111 W. Chandler Blvd,Space 1144,Chandler,85226,AZ,Chandler Fashion Center,(480) 726-7733,MST,https://www.sephora.com/happening/stores/chandler-fashion-center
0168,33.31,-111.743,2206 E Williams Field Rd,Suite 114,Gilbert,85295,AZ,San Tan Village,(480) 917-4555,MST,https://www.sephora.com/happening/stores/gilbert-san-tan-village
0094,33.642,-112.225,7700 W Arrowhead Towne Center,Suite 1199,Glendale,85308,AZ,Arrowhead Towne Center,(623) 334-8700,MST,https://www.sephora.com/happening/stores/glendale-arrowhead-towne-center
1258,33.38131,-111.75651,1822 S Val Vista Dr Suite 106 ,,Mesa,85204,AZ,Dana Park,(602) 457-2490,MST,https://www.sephora.com/happening/stores/village-square-at-dana-park
1894,33.318,-111.977,4933 E Ray Rd.,#101,Phoenix,85044,AZ,,,MST7MDT,https://www.sephora.com/happening/stores/ahwatukee-foothills
0016,33.51,-112.026,2502 E. Camelback Rd. ,Space 148,Phoenix,85016,AZ,Biltmore Fashion Park,(602) 957-9400,MST,https://www.sephora.com/happening/stores/phoenix-biltmore
1958,33.676,-111.976,21001 N Tatum Blvd,Ste 38-1322,Phoenix,85050,AZ,,(480) 863-8529,MST7MDT,https://www.sephora.com/happening/stores/desert-ridge-marketplace
1308,33.715,-112.112,2460 West Happy Valley Road,Suite 1161  ,Phoenix,85085,AZ,,(602) 325-1400,MST,https://www.sephora.com/happening/stores/norterra
1800,33.257,-111.642,21182 S Ellsworth Loop Rd,102,Queen Creek,85142,AZ,,(480) 856-3728,MST7MDT,https://www.sephora.com/happening/stores/queen-creek-marketplace
0364,33.504,-111.929,7014 East Camelback Rd,Space 1009,Scottsdale,85251,AZ,Scottsdale Fashion Square,(480) 945-0100,MST,https://www.sephora.com/happening/stores/scottsdale-fashion-center
0736,33.624,-111.925,15169 N Scottsdale Rd.,Space 110,Scottsdale,85254,AZ,Outdoor Center,(480) 991-0915,MST,https://www.sephora.com/happening/stores/scottsdale-quarter
1276,33.433189,-111.904182,2000 E. Rio Salado Parkway,Suite 1011,Tempe,85281,AZ,,(602) 325-1540,MST,https://www.sephora.com/happening/stores/tempe-marketplace
0926,32.22,-110.866,5870 East Broadway Blvd.,Space 222,Tucson,85711,AZ,Park Place Mall,(520) 790-3333,MST,https://www.sephora.com/happening/stores/tucson-park-place
0480,32.288,-110.974,4500 N. Oracle Road,Box 295,Tucson,85705,AZ,Tucson Mall,(520) 888-3440,MST,https://www.sephora.com/happening/stores/tucson-mall
2024,32.165,-110.98,4734 South Landing Way,Suite #150,Tucson,85714,AZ,,(520) 829-3089,MST7MDT,https://www.sephora.com/happening/stores/tucson-landing
0488,34.768,-92.459,17809 Chenal Parkway,Suite G -109 ,Little Rock,72223,AR,,,CST6CDT,https://www.sephora.com/happening/stores/little-rock-promenade-at-chenal
0132,36.305,-94.177,2203 S. Promenade ,Suite 1140,Rogers,72758,AR,Pinnacle Hills,(479) 636-9191,CST6CDT,https://www.sephora.com/happening/stores/rogers-pinnacle-hills
1776,34.09472,-118.12606,2 South Garfield Avenue,Suite 120,Alhambra,91801,CA,,(626) 283-6220,PST8PDT,https://www.sephora.com/happening/stores/alhambra-place
0030,33.809,-117.922,1570 S. Disneyland Drive,,Anaheim,92802,CA,,(714) 758-1700,PST8PDT,https://www.sephora.com/happening/stores/anaheim-disneyland
1704,37.9639,-121.73938,5749 Lone Tree Way,Suite B,Antioch,94531,CA,,(925) 303-4747,PST8PDT,https://www.sephora.com/happening/stores/slatten-ranch
0148,34.134,-118.051,400 S. Baldwin Ave,Suite 448-L,Arcadia,91007,CA,,(626) 445-0400,PST8PDT,https://www.sephora.com/happening/stores/arcadia-santa-anita-mall
1404,35.35,-119.121,10730 Stockdale Hwy,Suite 100,Bakersfield,93311,CA,,(661) 836-7610,PST8PDT,https://www.sephora.com/happening/stores/the-shops-at-river-walk
0104,35.338,-119.034,2701 Ming Ave.,Space 187,Bakersfield,93304,CA,,(661) 832-6300,PST8PDT,https://www.sephora.com/happening/stores/bakersfield
1200,37.871,-122.301,1785 Fourth Street    ,,Berkeley,94710,CA,Berkeley,(510) 528-4931,PST8PDT,https://www.sephora.com/happening/stores/berkeley
0096,33.916,-117.886,1065 Brea Mall,Space 1023,Brea,92821,CA,,(714) 674-0333,PST8PDT,https://www.sephora.com/happening/stores/brea-mall
1844,34.18,-118.32,"1403 N. Victory Pl, ",,Burbank,91504,CA,,(818) 748-8982,PST8PDT,https://www.sephora.com/happening/stores/burbank-empire-center
0052,37.579,-122.346,1205 Burlingame Avenue,,Burlingame,94010,CA,,(650) 347-6700,PST8PDT,https://www.sephora.com/happening/stores/burlingame
0614,34.153,-118.647,4799 Commons Way,Space #H1,Calabasas,91302,CA,The Commons at Calabasas,(818) 223-9481,PST8PDT,https://www.sephora.com/happening/stores/calabasas
0186,34.19,-118.604,6600 Topanga Canyon Blvd.,,Canoga Park,91303,CA,,(818) 704-4600,PST8PDT,https://www.sephora.com/happening/stores/canoga-park
1268,33.18,-117.327,"2525 El Camino Real, #224 ",,Carlsbad,92008,CA,,(760) 585-4080,PST8PDT,https://www.sephora.com/happening/stores/shoppes-at-carlsbad
0110,33.863,-118.096,161 Los Cerritos Center,,Cerritos,90703,CA,,(562) 860-4499,PST8PDT,https://www.sephora.com/happening/stores/los-cerritos-center
1150,34.002,-117.731,13850 City Center Drive ,Suite 5040,Chino Hills,91709,CA,Chino Hills,(909) 364-9808,PST8PDT,https://www.sephora.com/happening/stores/california-chino-hills
0232,32.624,-116.966,2015 Birch Road,,Chula Vista,91915,CA,Otay Ranch,(619) 482-4400,PST8PDT,https://www.sephora.com/happening/stores/chula-vista
1134,37.974,-122.058, 2075 Diamond Boulevard,Suite 125,Concord,94520,CA,Concord,(925) 288-1550,PST8PDT,https://www.sephora.com/happening/stores/veranda-concord
1870,33.823,-117.51,2690 Tuscany St.,#110  ,Corona,92881,CA,,(951) 268-9886,PST8PDT,https://www.sephora.com/happening/stores/crossings-at-corona
1128,37.927,-122.517,347 Corte Madera Town Center,,Corte Madera,94925,CA,,(415) 927-1740,PST8PDT,https://www.sephora.com/happening/stores/corte-madera-town-center
0020,33.69,-117.888,3333 Bristol Street,Suite 1808,Costa Mesa,92626,CA,South Coast Plaza,(714) 429-9130,PST8PDT,https://www.sephora.com/happening/stores/costa-mesa-south-coast-plaza
0790,33.692,-117.893,3333 Bear St.,Suite# 213,Costa Mesa,92626,CA,,(714) 435-1001,PST8PDT,https://www.sephora.com/happening/stores/costa-mesa-south-coast-plaza-west
0738,33.986,-118.394,6000 Sepulveda Blvd.,Suite #1341,Culver City,90230,CA,,(310) 915-1542,PST8PDT,https://www.sephora.com/happening/stores/culver-city
1324,34.024,-118.394,9300 Culver Boulevard,Suite 109,Culver City,90232,CA,,(424) 258-7500,PST8PDT,https://www.sephora.com/happening/stores/the-culver-steps
1172,37.67,-122.469,153-D Serramonte Ctr,,Daly City ,94015,CA,Serramonte ,(650) 758-6303,PST8PDT,https://www.sephora.com/happening/stores/california-daly-city
1850,33.926,-118.128,12110 Lakewood Blvd,,Downey,90242,CA,,,PST8PDT,https://www.sephora.com/happening/stores/downey-landing
1896,37.705,-121.889,5186 Dublin Blvd,,Dublin,94568,CA,,(925) 968-4488,PST8PDT,https://www.sephora.com/happening/stores/persimmon-place
1790,38.408,-121.415,7550 ELK GROVE BLVD,,Elk Grove,95757,CA,,(916) 382-7831,PST8PDT,https://www.sephora.com/happening/stores/the-ridge-shopping-center
0116,37.834,-122.292,5626 Bay Street,,Emeryville,94608,CA,,(510) 547-6200,PST8PDT,https://www.sephora.com/happening/stores/emeryville
1364,33.047291,-117.256145,113A N. El Camino Real,,Encinitas,92024,CA,,(760) 230-8225,PST8PDT,https://www.sephora.com/happening/stores/encinitas-village
1190,38.649,-121.119,"280 Palladio Parkway
",Space #901,Folsom,95630,CA,Folsom,(916) 817-8386,PST8PDT,https://www.sephora.com/happening/stores/folsom
2066,33.678,-117.66,26736 Portola Parkway,Suite 6-C,Foothill Ranch,92610,CA,,,PST8PDT,https://www.sephora.com/happening/stores/foothill-ranch-towne-center
0462,37.505,-121.969,43550 Christy Street,Suite #R1A,Fremont,94538,CA,Pacific Commons Shopping Center,(510) 656-1588,PST8PDT,https://www.sephora.com/happening/stores/fremont-pacific-commons
0088,36.807,-119.776,639 East Shaw Ave.,,Fresno,93710,CA,Fresno Fashion Fair,(559) 222-3434,PST8PDT,https://www.sephora.com/happening/stores/fresno-fashion-fair
1118,36.85,-119.789,7831  Via Del Rio,,Fresno,93720,CA,,(559) 446-1986,PST8PDT,https://www.sephora.com/happening/stores/river-park-fresno
0672,34.144,-118.259,230 Americana Way,,Glendale,91210,CA,,(818) 502-9787,PST8PDT,https://www.sephora.com/happening/stores/glendale-americana
0032,34.102,-118.34,6801 Hollywood Blvd.,,Hollywood,90028,CA,,(323) 462-6898,PST8PDT,https://www.sephora.com/happening/stores/hollywood-highland
0914,33.655,-117.998,21040 Pacific Coast Highway,Space F120,Huntington Beach,92648,CA,Pacific City,(714) 536-1415,PST8PDT,https://www.sephora.com/happening/stores/huntington-beach
1230,33.653,-117.746,868 Spectrum Center Drive,,Irvine,92618,CA,Irvine Spectrum,(949) 316-3990,PST8PDT,https://www.sephora.com/happening/stores/irvine-spectrum
1402,32.8688,-117.23359,8827 Villa La Jolla Drive,,La Jolla,92037,CA,,858-250-3430,PST8PDT,https://www.sephora.com/happening/stores/la-jolla-village
1176,33.555,-117.711,24012 Aliso Creek Rd,,Laguna Niguel,92677,CA,Aliso Village,(949) 484-4045,PST8PDT,https://www.sephora.com/happening/stores/aliso-village
1250,33.76,-118.11,"6440 E Pacific Coast Hwy
Suite B-125",,Long Beach,90803,CA,Long Beach,(562) 999-3967,PST8PDT,https://www.sephora.com/happening/stores/2-and-pch-long-beach
0056,34.075,-118.378,8500 Beverly Blvd.,,Los Angeles,90048,CA,,(310) 657-9670,PST8PDT,https://www.sephora.com/happening/stores/los-angeles-beverly-center
0928,34.069,-118.4,270 N. Beverly Dr.,,Los Angeles,90210,CA,,(310) 860-9581,PST8PDT,https://www.sephora.com/happening/stores/beverly-drive
0078,34.06,-118.419,10250 Santa Monica Blvd,Unit 1710,Los Angeles,90067,CA,,(310) 843-0123,PST8PDT,https://www.sephora.com/happening/stores/los-angeles-century-city
1702,34.04925,-118.25984,735 S. Figueroa St,Suite 133,Los Angeles,90017, CA,,(323) 518-2999,PST8PDT,https://www.sephora.com/happening/stores/figat7th
